Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Lucas Chávez,ar ARG,GK,27.0,25.0,868,662,204,58,0,1,0,0,0,0,0,0,600,2,1,Matches
Santiago Hezze,ar ARG,MF,21.0,23.6,1184,1127,56,41,4,13,22,12,0,0,0,0,893,1,26,Matches
Guillermo Benítez,ar ARG,DF,29.0,21.9,899,674,222,16,1,1,70,198,7,1,5,0,603,3,31,Matches
Matías Cóccaro,uy URU,FW,25.0,18.2,351,327,22,0,0,1,17,3,0,0,0,0,219,2,10,Matches
Fernando Tobio,ar ARG,DF,33.0,18.6,781,757,21,20,0,8,1,1,0,0,0,0,575,3,11,Matches
Guillermo Soto,cl CHI,DF,29.0,18.4,850,613,236,6,0,3,75,230,0,0,0,0,581,1,31,Matches
Federico Fattori,ar ARG,MF,30.0,18.3,1148,1106,38,35,1,22,8,3,0,0,0,0,999,4,10,Matches
Juan Gauto,ar ARG,"MF,FW",18.0,18.4,642,557,80,28,3,5,122,8,35,4,30,0,422,5,32,Matches
Joaquín Ariel Novillo,ar ARG,DF,24.0,16.7,764,730,34,19,1,6,2,2,0,0,0,0,595,0,4,Matches
Nicolás Cordero,ar ARG,FW,23.0,13.2,252,230,19,0,0,1,1,5,0,0,0,0,150,3,3,Matches
Walter Mazzantti,ar ARG,"FW,MF",26.0,11.4,267,265,1,0,0,0,26,0,0,0,0,0,186,1,16,Matches
Jonás Acevedo,ar ARG,"MF,FW",25.0,9.4,448,363,81,28,0,1,80,4,48,25,21,0,317,4,16,Matches
Gabriel Gudiño,ar ARG,"MF,FW",30.0,8.7,184,174,10,2,0,0,13,7,1,0,1,0,117,0,11,Matches
Gastón Sauro,ar ARG,DF,32.0,8.5,287,275,12,4,2,1,0,2,0,0,0,0,230,0,1,Matches
Fernando Torrent,ar ARG,DF,31.0,7.5,323,261,62,4,0,2,38,58,0,0,0,0,218,0,9,Matches
Fernando Godoy,ar ARG,MF,32.0,7.0,353,339,13,12,1,3,4,1,0,0,0,0,276,1,5,Matches
Matías Gómez,ar ARG,"MF,FW",19.0,5.4,188,176,11,6,2,0,15,1,4,1,3,0,129,1,11,Matches
Lucas Castro,ar ARG,"MF,FW",33.0,6.7,335,319,15,7,1,0,22,4,2,1,1,0,233,1,13,Matches
Lucas Carrizo,ar ARG,DF,25.0,6.4,331,268,62,13,1,9,18,34,6,2,4,0,210,1,11,Matches
Patricio Pizarro,ar ARG,DF,22.0,6.4,319,281,37,15,0,4,9,22,0,0,0,0,237,1,2,Matches
Juan Manuel García,ar ARG,"FW,MF",30.0,5.9,123,118,4,0,0,0,1,0,0,0,0,0,65,1,6,Matches
César Ibáñez,ar ARG,DF,23.0,3.8,225,167,57,5,1,1,17,51,1,0,1,0,138,1,4,Matches
Agostino Spina,ar ARG,MF,21.0,3.4,132,129,3,0,0,0,0,1,0,0,0,0,92,0,2,Matches
Valentín Burgoa,ar ARG,"FW,MF",23.0,3.7,103,87,16,6,0,2,19,1,9,5,3,0,62,0,5,Matches
Santiago Luján,ar ARG,"MF,FW",21.0,2.6,93,76,17,5,0,0,26,1,10,4,6,0,48,0,5,Matches
Dante Campisi,ar ARG,GK,26.0,2.0,68,43,25,7,0,0,0,0,0,0,0,0,47,0,0,Matches
Juan Fernando Garro,ar ARG,"MF,FW",30.0,3.0,79,76,3,0,1,2,0,3,0,0,0,0,64,0,4,Matches
Lucas Merolla,ar ARG,DF,27.0,1.0,22,21,1,0,1,0,0,0,0,0,0,0,13,0,0,Matches
Valentin Sanchez,ar ARG,MF,20.0,0.6,25,25,0,0,0,0,0,0,0,0,0,0,17,0,2,Matches
Enzo Luna,ar ARG,"MF,FW",20.0,0.4,10,9,1,0,1,0,1,1,0,0,0,0,7,0,0,Matches
Squad Total,,,26.8,27.0,11654,10255,1363,337,21,86,607,653,123,43,75,0,8343,36,282,
Opponent Total,,,27.3,27.0,11234,9860,1344,372,19,106,440,610,96,25,50,3,8146,30,280,
