Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Gabriel,br BRA,GK,30.0,30.7,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,20,2,Matches
Robson,br BRA,"MF,FW",31.0,26.1,52,29,23,23,6,20,56,35.7,36,28,5,23,20,72,28,1,Matches
Natanael,br BRA,DF,21.0,27.8,91,63,55,29,7,54,87,62.1,33,39,10,29,31,122,70,1,Matches
Marcelino Moreno,ar ARG,MF,28.0,25.6,32,19,11,19,2,8,27,29.6,19,15,2,13,13,45,5,0,Matches
Bruno Gomes,br BRA,MF,21.0,24.4,56,28,19,26,11,33,76,43.4,43,23,2,21,33,89,18,0,Matches
Benjamín Kuscevic,cl CHI,DF,26.0,22.5,41,26,27,12,2,27,47,57.4,20,44,28,16,38,79,111,0,Matches
Henrique,br BRA,DF,36.0,22.5,16,5,10,6,0,11,22,50.0,11,29,21,8,18,34,129,2,Matches
Jamerson,br BRA,"DF,FW",24.0,21.0,50,32,32,14,4,29,43,67.4,14,27,6,21,28,78,51,0,Matches
Sebastián Gómez,co COL,MF,26.0,15.9,23,14,8,10,5,13,34,38.2,21,18,3,15,15,38,12,0,Matches
Victor Luis,br BRA,DF,29.0,17.4,27,21,16,9,2,15,31,48.4,16,25,11,14,27,54,41,0,Matches
Matheus Bianqui,br BRA,MF,25.0,15.8,44,25,11,30,3,17,36,47.2,19,34,10,24,20,64,33,0,Matches
Andrey Ramos do Nascimento,br BRA,MF,24.0,12.5,37,21,18,16,3,14,35,40.0,21,19,3,16,20,57,23,0,Matches
Willian Farias,br BRA,MF,33.0,10.7,15,10,3,11,1,7,15,46.7,8,12,4,8,23,38,15,1,Matches
Thalisson Gabriel,br BRA,DF,21.0,10.5,9,8,8,1,0,6,15,40.0,9,10,6,4,11,20,58,1,Matches
Islam Slimani,dz ALG,FW,34.0,9.1,2,0,0,1,1,0,6,0.0,6,6,1,5,0,2,14,0,Matches
Kaio,br BRA,"MF,FW",18.0,9.8,22,16,12,4,6,9,28,32.1,19,9,3,6,7,29,5,0,Matches
Bruno Viana,br BRA,DF,27.0,9.0,11,6,7,4,0,5,8,62.5,3,14,8,6,12,23,40,0,Matches
Alef Manga,br BRA,"FW,MF",28.0,8.9,10,7,4,3,3,5,8,62.5,3,4,0,4,3,13,5,0,Matches
Diogo,br BRA,"FW,MF",26.0,8.4,18,13,9,7,2,7,14,50.0,7,8,0,8,4,22,6,0,Matches
Liziero,br BRA,MF,24.0,6.5,15,10,4,11,0,9,23,39.1,14,8,3,5,8,23,9,0,Matches
Zé Roberto,br BRA,"FW,MF",29.0,5.8,5,4,1,3,1,0,5,0.0,5,4,1,3,1,6,6,0,Matches
Thiago Dombroski,br BRA,DF,20.0,5.6,2,2,1,1,0,1,4,25.0,3,4,2,2,6,8,28,0,Matches
Jean Pedroso,br BRA,DF,19.0,6.5,10,9,8,2,0,5,15,33.3,10,8,3,5,8,18,13,1,Matches
Diogo Batista,br BRA,"DF,MF",19.0,5.9,13,5,8,2,3,8,17,47.1,9,10,2,8,2,15,19,0,Matches
Rodrigo Pinho,br BRA,FW,31.0,4.3,5,1,1,4,0,0,8,0.0,8,6,2,4,1,6,4,0,Matches
Maurício Garcez,br BRA,"MF,FW",25.0,6.6,12,7,4,5,3,6,8,75.0,2,5,1,4,0,12,11,0,Matches
Fransérgio,br BRA,MF,32.0,5.9,11,4,5,5,1,6,10,60.0,4,6,2,4,5,16,13,0,Matches
Luan Polli,br BRA,GK,29.0,4.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,Matches
Andreas Samaris,gr GRE,MF,33.0,2.0,4,2,1,2,1,3,7,42.9,4,3,0,3,4,8,3,0,Matches
Gabriel Boschilia,br BRA,"MF,FW",26.0,3.8,12,5,3,8,1,7,13,53.8,6,5,1,4,1,13,3,0,Matches
Hayner,br BRA,"DF,MF",27.0,3.4,5,4,3,2,0,2,3,66.7,1,5,1,4,1,6,9,0,Matches
Jhon Chancellor,ve VEN,DF,31.0,3.4,6,4,6,0,0,4,4,100.0,0,5,4,1,2,8,21,0,Matches
Pedro Luccas,br BRA,GK,19.0,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Edu,br BRA,"FW,MF",29.0,3.6,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,2,0,Matches
Júnior Urso,br BRA,MF,33.0,3.3,4,3,3,1,0,3,7,42.9,4,2,0,2,2,6,4,0,Matches
Reynaldo Cesar Moraes,br BRA,DF,26.0,2.7,4,3,4,0,0,1,2,50.0,1,2,2,0,7,11,19,0,Matches
Maurício Antônio,br BRA,DF,30.0,2.0,0,0,0,0,0,0,0,,0,5,4,1,5,5,18,0,Matches
Marcos Vinicius,br BRA,"DF,MF",25.0,1.9,4,4,1,3,0,1,2,50.0,1,0,0,0,4,8,6,0,Matches
William Pottker,br BRA,"FW,MF",29.0,1.3,2,2,1,1,0,0,1,0.0,1,1,1,0,1,3,1,0,Matches
Gabriel Silva,br BRA,"FW,MF",20.0,1.0,3,2,0,3,0,1,1,100.0,0,0,0,0,1,4,0,0,Matches
Gustavo Vilar,br BRA,DF,22.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,Matches
Lucas Barbosa,br BRA,"MF,FW",21.0,1.1,4,2,1,2,1,1,2,50.0,1,2,0,2,2,6,3,0,Matches
Jesé,es ESP,MF,29.0,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
Lucas Ronier,br BRA,"FW,MF",18.0,0.6,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,0,0,Matches
Wesley Pombo,br BRA,MF,20.0,0.6,2,0,0,1,1,2,3,66.7,1,0,0,0,0,2,0,0,Matches
Ruan Lucas,br BRA,"MF,FW",18.0,0.3,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,0,0,Matches
Éberth Araújo Nogueira,br BRA,FW,19.0,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Squad Total,,,27.1,38.0,682,418,331,281,70,343,731,46.9,388,453,152,301,385,1067,883,12,
Opponent Total,,,27.5,38.0,652,407,289,271,92,326,719,45.3,393,346,98,248,329,981,590,9,
