Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Gabriel,br BRA,GK,30.0,30.7,3,0,0,0,4,0,0,0,1,0,0,0,22,9,1,90.0,Matches
Robson,br BRA,"MF,FW",31.0,26.1,13,0,0,61,48,4,53,20,29,4,1,0,118,58,62,48.3,Matches
Natanael,br BRA,DF,21.0,27.8,8,0,0,50,33,5,77,31,63,0,1,0,160,31,35,47.0,Matches
Marcelino Moreno,ar ARG,MF,28.0,25.6,6,0,0,25,74,3,157,13,19,1,1,0,158,5,23,17.9,Matches
Bruno Gomes,br BRA,MF,21.0,24.4,4,1,0,40,57,2,30,33,28,1,1,0,115,17,30,36.2,Matches
Benjamín Kuscevic,cl CHI,DF,26.0,22.5,7,0,0,27,9,1,2,38,26,0,1,0,106,40,39,50.6,Matches
Henrique,br BRA,DF,36.0,22.5,7,0,0,22,5,0,0,18,5,0,0,0,75,33,34,49.3,Matches
Jamerson,br BRA,"DF,FW",24.0,21.0,4,1,0,24,12,3,61,28,32,0,0,0,152,26,21,55.3,Matches
Sebastián Gómez,co COL,MF,26.0,15.9,3,0,0,19,19,2,14,15,14,0,0,0,84,14,19,42.4,Matches
Victor Luis,br BRA,DF,29.0,17.4,4,0,0,19,11,0,68,27,21,0,1,1,91,15,26,36.6,Matches
Matheus Bianqui,br BRA,MF,25.0,15.8,8,0,0,40,28,3,9,20,25,0,0,1,79,42,37,53.2,Matches
Andrey Ramos do Nascimento,br BRA,MF,24.0,12.5,5,0,0,26,16,1,27,20,21,0,1,0,108,14,8,63.6,Matches
Willian Farias,br BRA,MF,33.0,10.7,5,1,1,14,8,0,1,23,10,0,0,0,63,11,9,55.0,Matches
Thalisson Gabriel,br BRA,DF,21.0,10.5,2,0,0,7,5,0,1,11,8,0,0,0,44,22,13,62.9,Matches
Islam Slimani,dz ALG,FW,34.0,9.1,2,1,1,12,11,9,2,0,0,0,0,0,15,26,21,55.3,Matches
Kaio,br BRA,"MF,FW",18.0,9.8,4,0,0,24,54,5,17,7,16,0,0,0,61,5,16,23.8,Matches
Bruno Viana,br BRA,DF,27.0,9.0,4,0,0,13,1,0,2,12,6,0,0,0,40,19,10,65.5,Matches
Alef Manga,br BRA,"FW,MF",28.0,8.9,3,0,0,10,11,8,11,3,7,0,0,0,25,11,15,42.3,Matches
Diogo,br BRA,"FW,MF",26.0,8.4,2,0,0,18,11,4,7,4,13,0,0,0,26,36,29,55.4,Matches
Liziero,br BRA,MF,24.0,6.5,1,0,0,9,6,0,5,8,10,0,0,0,39,6,2,75.0,Matches
Zé Roberto,br BRA,"FW,MF",29.0,5.8,4,1,1,19,19,1,2,1,4,0,0,0,22,22,18,55.0,Matches
Thiago Dombroski,br BRA,DF,20.0,5.6,4,0,0,10,1,0,0,6,2,0,0,0,20,8,5,61.5,Matches
