Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Gabriel,br BRA,GK,30.0,30.7,1098,950,1090,8,0,0,1098,0,0,,0,,543,2839,1589,0,0,0,1,0,378,0,Matches
Robson,br BRA,"MF,FW",31.0,26.1,1055,40,182,472,412,72,1047,49,18,36.7,24,49.0,560,2634,1237,32,24,6,52,38,686,146,Matches
Natanael,br BRA,DF,21.0,27.8,1560,91,549,629,404,29,1560,50,23,46.0,23,46.0,717,4072,2007,43,31,6,39,27,740,120,Matches
Marcelino Moreno,ar ARG,MF,28.0,25.6,1309,6,130,581,638,58,1309,199,87,43.7,85,42.7,880,6383,3164,100,77,29,84,49,896,188,Matches
Bruno Gomes,br BRA,MF,21.0,24.4,1214,32,246,649,339,46,1214,69,33,47.8,29,42.0,665,3995,1994,53,35,16,47,23,789,61,Matches
Benjamín Kuscevic,cl CHI,DF,26.0,22.5,1221,199,711,489,31,12,1221,11,10,90.9,1,9.1,682,3100,1460,6,5,1,12,1,719,5,Matches
Henrique,br BRA,DF,36.0,22.5,941,195,569,362,18,11,941,2,2,100.0,0,0.0,485,2559,1445,3,3,0,4,3,534,0,Matches
Jamerson,br BRA,"DF,FW",24.0,21.0,1179,63,398,521,287,16,1179,88,53,60.2,30,34.1,622,4177,2370,54,39,8,26,14,578,78,Matches
Sebastián Gómez,co COL,MF,26.0,15.9,711,18,148,432,138,14,711,19,4,21.1,14,73.7,409,1801,807,17,7,1,25,7,440,33,Matches
Victor Luis,br BRA,DF,29.0,17.4,1031,72,360,477,207,6,1031,10,3,30.0,6,60.0,509,2989,1527,28,25,0,14,8,545,30,Matches
