Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gabriel,br BRA,GK,30.0,30.7,663,1002,66.2,19582,15028,123,125,98.4,278,280,99.3,241,572,42.1,1,0.2,0.1,0.8,1,21,1,0,0,Matches
Robson,br BRA,"MF,FW",31.0,26.1,457,722,63.3,7174,2419,266,351,75.8,142,216,65.7,38,87,43.7,4,2.3,2.7,1.7,24,42,24,10,68,Matches
Natanael,br BRA,DF,21.0,27.8,944,1224,77.1,14980,6302,505,590,85.6,363,454,80.0,59,114,51.8,1,1.6,1.6,-0.6,16,58,21,10,79,Matches
Marcelino Moreno,ar ARG,MF,28.0,25.6,712,971,73.3,11965,3840,385,430,89.5,234,298,78.5,76,183,41.5,4,4.9,5.6,-0.9,55,89,49,14,102,Matches
Bruno Gomes,br BRA,MF,21.0,24.4,682,901,75.7,10843,3585,337,404,83.4,266,320,83.1,46,105,43.8,1,2.1,1.1,-1.1,28,91,11,2,115,Matches
Benjamín Kuscevic,cl CHI,DF,26.0,22.5,782,952,82.1,15833,5531,234,267,87.6,454,501,90.6,88,165,53.3,0,0.0,0.2,0.0,1,36,3,1,50,Matches
Henrique,br BRA,DF,36.0,22.5,643,726,88.6,12353,4244,222,243,91.4,348,373,93.3,68,98,69.4,0,0.0,0.3,0.0,0,21,0,0,31,Matches
Jamerson,br BRA,"DF,FW",24.0,21.0,706,923,76.5,11451,4520,371,429,86.5,266,335,79.4,49,102,48.0,1,1.7,1.9,-0.7,16,53,14,11,70,Matches
Sebastián Gómez,co COL,MF,26.0,15.9,454,544,83.5,7085,1701,240,262,91.6,179,212,84.4,28,44,63.6,1,0.5,0.4,0.5,13,42,4,1,42,Matches
Victor Luis,br BRA,DF,29.0,17.4,646,867,74.5,11250,4622,306,347,88.2,279,348,80.2,54,136,39.7,1,1.6,1.1,-0.6,16,54,14,8,68,Matches
Matheus Bianqui,br BRA,MF,25.0,15.8,329,466,70.6,5697,1563,156,208,75.0,138,173,79.8,27,49,55.1,1,1.3,0.5,-0.3,8,35,3,2,41,Matches
Andrey Ramos do Nascimento,br BRA,MF,24.0,12.5,607,705,86.1,10742,3607,277,310,89.4,256,282,90.8,60,85,70.6,0,1.3,1.6,-1.3,13,63,10,3,89,Matches
Willian Farias,br BRA,MF,33.0,10.7,384,452,85.0,6675,1925,162,182,89.0,185,205,90.2,32,47,68.1,0,0.0,0.2,0.0,3,35,1,0,41,Matches
Thalisson Gabriel,br BRA,DF,21.0,10.5,380,464,81.9,7343,2481,116,134,86.6,226,262,86.3,34,55,61.8,0,0.1,0.1,-0.1,2,15,0,0,23,Matches
Islam Slimani,dz ALG,FW,34.0,9.1,157,216,72.7,2028,244,98,121,81.0,40,58,69.0,6,12,50.0,2,1.3,0.6,0.7,8,12,2,1,12,Matches
Kaio,br BRA,"MF,FW",18.0,9.8,173,246,70.3,2666,882,98,119,82.4,61,88,69.3,11,26,42.3,0,0.6,0.8,-0.6,12,23,11,3,31,Matches
Bruno Viana,br BRA,DF,27.0,9.0,356,427,83.4,7430,3279,121,134,90.3,173,199,86.9,58,85,68.2,0,0.0,0.1,0.0,0,21,1,0,26,Matches
Alef Manga,br BRA,"FW,MF",28.0,8.9,190,248,76.6,2772,492,115,140,82.1,51,66,77.3,16,21,76.2,3,1.0,0.8,2.0,18,9,7,1,17,Matches
Diogo,br BRA,"FW,MF",26.0,8.4,120,175,68.6,1609,308,57,79,72.2,42,57,73.7,4,9,44.4,1,0.3,0.5,0.7,6,9,4,1,10,Matches
Liziero,br BRA,MF,24.0,6.5,246,309,79.6,4475,1476,104,125,83.2,102,123,82.9,33,43,76.7,0,0.3,0.5,-0.3,5,31,1,0,36,Matches
Zé Roberto,br BRA,"FW,MF",29.0,5.8,86,134,64.2,1201,400,51,72,70.8,24,37,64.9,5,8,62.5,1,0.7,0.5,0.3,6,13,4,0,14,Matches
Thiago Dombroski,br BRA,DF,20.0,5.6,197,260,75.8,4403,2044,52,57,91.2,108,122,88.5,36,78,46.2,0,0.0,0.0,0.0,0,22,0,0,21,Matches
Jean Pedroso,br BRA,DF,19.0,6.5,234,284,82.4,4578,1512,73,78,93.6,135,150,90.0,25,51,49.0,0,0.0,0.1,0.0,0,13,2,0,18,Matches
Diogo Batista,br BRA,"DF,MF",19.0,5.9,201,277,72.6,3688,1499,91,104,87.5,81,113,71.7,26,48,54.2,1,0.6,0.5,0.4,9,23,4,1,21,Matches
Rodrigo Pinho,br BRA,FW,31.0,4.3,46,71,64.8,646,129,25,32,78.1,13,22,59.1,3,4,75.0,0,0.2,0.0,-0.2,4,5,0,0,4,Matches
Maurício Garcez,br BRA,"MF,FW",25.0,6.6,92,137,67.2,1175,302,66,77,85.7,23,40,57.5,2,7,28.6,0,0.3,0.3,-0.3,5,7,4,3,11,Matches
Fransérgio,br BRA,MF,32.0,5.9,234,298,78.5,4171,1133,99,122,81.1,111,124,89.5,22,37,59.5,0,0.1,0.1,-0.1,3,25,3,1,21,Matches
Luan Polli,br BRA,GK,29.0,4.3,72,108,66.7,2416,2064,12,12,100.0,32,32,100.0,28,64,43.8,0,0.0,0.0,0.0,1,4,0,0,0,Matches
Andreas Samaris,gr GRE,MF,33.0,2.0,83,92,90.2,1714,511,25,31,80.6,42,44,95.5,15,16,93.8,0,0.0,0.0,0.0,1,5,0,0,8,Matches
