Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Omar Campos,mx MEX,DF,21-163,17,17,1500.0,16.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,1.3,1.5,33.0,56.0,44.0,0.0,0.06,0.06,0.0,0.06,0.02,0.08,0.09,0.02,0.09,Matches
Harold Preciado,co COL,FW,29-212,17,17,1411.0,15.7,11.0,1.0,12.0,8.0,3.0,3.0,4.0,0.0,9.7,7.3,0.9,8.2,24.0,44.0,95.0,0.7,0.06,0.77,0.51,0.57,0.62,0.06,0.68,0.47,0.53,Matches
Alan Cervantes,mx MEX,MF,25-347,17,17,1384.0,15.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,19.0,65.0,29.0,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.07,0.04,0.07,Matches
Emerson Rodríguez,co COL,"FW,MF",23-127,17,17,1221.0,13.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,2.3,2.3,2.8,5.1,48.0,32.0,109.0,0.15,0.15,0.29,0.15,0.29,0.17,0.21,0.38,0.17,0.38,Matches
Juan Brunetta,ar ARG,"MF,FW",26-232,16,16,1410.0,15.7,8.0,11.0,19.0,8.0,0.0,0.0,5.0,0.0,5.1,5.1,9.4,14.6,66.0,115.0,98.0,0.51,0.7,1.21,0.51,1.21,0.33,0.6,0.93,0.33,0.93,Matches
Félix Torres Caicedo,ec ECU,DF,26-353,16,16,1362.0,15.1,5.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,2.5,2.5,0.3,2.8,7.0,45.0,2.0,0.33,0.0,0.33,0.33,0.33,0.17,0.02,0.18,0.17,0.18,Matches
Duván Vergara,co COL,"FW,MF",27-112,17,14,992.0,11.0,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,1.9,3.5,33.0,43.0,82.0,0.09,0.27,0.36,0.09,0.36,0.14,0.18,0.32,0.14,0.32,Matches
Pedro Aquino,pe PER,MF,28-261,14,11,878.0,9.8,1.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,0.3,0.3,0.9,1.2,10.0,77.0,10.0,0.1,0.21,0.31,0.1,0.31,0.03,0.09,0.12,0.03,0.12,Matches
Gibran Lajud,mx MEX,GK,30-005,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dória,br BRA,DF,29-052,9,9,809.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,0.0,0.8,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.09,Matches
Ismael Govea,mx MEX,DF,26-313,10,9,706.0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,6.0,24.0,19.0,0.0,0.13,0.13,0.0,0.13,0.01,0.01,0.02,0.01,0.02,Matches
Aldo López,mx MEX,MF,23-221,15,8,836.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,2.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.02,0.03,Matches
Raúl López Gómez,mx MEX,DF,30-310,14,8,823.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,11.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches
Carlos Acevedo,mx MEX,GK,27-255,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Hugo Isaác Rodríguez,mx MEX,DF,33-205,7,6,464.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
Ronaldo Prieto,mx MEX,DF,26-302,9,3,438.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.21,0.1,0.21,Matches
Diego Medina,mx MEX,"FW,MF",22-293,17,2,527.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.9,1.4,24.0,19.0,65.0,0.17,0.0,0.17,0.17,0.17,0.07,0.16,0.23,0.07,0.23,Matches
Héctor Holguín,mx MEX,GK,22-250,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Javier Marcelo Correa,ar ARG,"FW,DF",31-068,13,0,159.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.4,2.4,0.1,2.6,7.0,6.0,20.0,0.57,0.0,0.57,0.57,0.57,1.36,0.08,1.45,1.36,1.45,Matches
Santiago Muñóz,mx MEX,"MF,FW",21-138,11,0,125.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,3.0,9.0,14.0,0.0,0.72,0.72,0.0,0.72,0.06,0.38,0.44,0.06,0.44,Matches
Jair González,mx MEX,"FW,MF",21-301,9,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
Salvador Mariscal,mx MEX,MF,20-252,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Emmanuel Echeverría,mx MEX,DF,20-087,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alberto Ocejo,mx MEX,"FW,DF",25-197,2,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches
Alejandro Gómez,mx MEX,DF,21-333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Jesús Ramírez,mx MEX,MF,21-274,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Santiago Ramírez,mx MEX,GK,26-317,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Juan Tejeda,mx MEX,MF,19-291,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.7,17,187,1530.0,17.0,30.0,23.0,53.0,27.0,3.0,3.0,44.0,4.0,27.0,24.8,21.1,45.9,301.0,642.0,631.0,1.76,1.35,3.12,1.59,2.94,1.59,1.24,2.83,1.46,2.7,
Opponent Total,,,27.9,17,187,1530.0,17.0,34.0,26.0,60.0,31.0,3.0,4.0,37.0,1.0,26.6,23.6,17.7,41.3,301.0,744.0,738.0,2.0,1.53,3.53,1.82,3.35,1.56,1.04,2.6,1.39,2.43,
