Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Omar Campos,mx MEX,DF,21-163,16.7,519,679,76.4,9063,4369,246,293,84.0,219,283,77.4,46,78,59.0,1,1.3,1.0,-0.3,13,44,5,2,56,Matches
Harold Preciado,co COL,FW,29-212,15.7,231,329,70.2,3258,752,139,182,76.4,72,101,71.3,8,11,72.7,1,0.9,0.9,0.1,18,26,11,0,44,Matches
Alan Cervantes,mx MEX,MF,25-347,15.4,523,607,86.2,8537,2266,261,286,91.3,209,239,87.4,40,54,74.1,1,0.3,0.4,0.7,8,71,3,1,65,Matches
Emerson Rodríguez,co COL,"FW,MF",23-127,13.6,200,309,64.7,2953,989,119,152,78.3,54,88,61.4,16,31,51.6,2,2.8,2.3,-0.8,23,20,14,3,32,Matches
Juan Brunetta,ar ARG,"MF,FW",26-232,15.7,522,708,73.7,10551,3714,207,233,88.8,194,231,84.0,111,208,53.4,11,9.4,8.7,1.6,68,73,41,4,115,Matches
Félix Torres Caicedo,ec ECU,DF,26-353,15.1,426,590,72.2,9817,3966,102,124,82.3,227,266,85.3,93,179,52.0,0,0.3,0.1,-0.3,5,48,0,0,45,Matches
Duván Vergara,co COL,"FW,MF",27-112,11.0,253,342,74.0,3503,1105,153,182,84.1,76,104,73.1,9,21,42.9,3,1.9,2.1,1.1,20,22,16,4,43,Matches
Pedro Aquino,pe PER,MF,28-261,9.8,468,562,83.3,8297,3088,209,238,87.8,213,250,85.2,44,61,72.1,2,0.9,0.5,1.1,11,57,4,0,77,Matches
Gibran Lajud,mx MEX,GK,30-005,9.0,125,227,55.1,4069,3243,23,23,100.0,55,56,98.2,46,147,31.3,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Dória,br BRA,DF,29-052,9.0,263,366,71.9,5959,3090,71,84,84.5,146,169,86.4,46,104,44.2,0,0.0,0.1,0.0,1,32,3,1,24,Matches
Ismael Govea,mx MEX,DF,26-313,7.8,229,321,71.3,3886,1888,120,138,87.0,79,112,70.5,23,47,48.9,1,0.1,0.2,0.9,4,26,3,3,24,Matches
Aldo López,mx MEX,MF,23-221,9.3,275,304,90.5,4563,1165,132,141,93.6,113,119,95.0,25,31,80.6,0,0.1,0.3,-0.1,4,38,0,0,31,Matches
Raúl López Gómez,mx MEX,DF,30-310,9.1,300,369,81.3,5464,2184,128,150,85.3,143,165,86.7,29,46,63.0,0,0.6,0.9,-0.6,6,25,7,4,32,Matches
Carlos Acevedo,mx MEX,GK,27-255,6.0,84,147,57.1,2962,2479,17,17,100.0,26,27,96.3,41,103,39.8,0,0.0,0.0,0.0,1,3,0,0,0,Matches
Hugo Isaác Rodríguez,mx MEX,DF,33-205,5.2,145,178,81.5,2871,997,44,48,91.7,85,91,93.4,16,35,45.7,0,0.2,0.0,-0.2,1,2,0,0,7,Matches
Ronaldo Prieto,mx MEX,DF,26-302,4.9,159,220,72.3,3253,1285,48,53,90.6,84,96,87.5,23,65,35.4,0,0.5,0.1,-0.5,2,10,2,0,8,Matches
Diego Medina,mx MEX,"FW,MF",22-293,5.9,116,169,68.6,1870,607,71,87,81.6,30,42,71.4,11,23,47.8,0,0.9,1.4,-0.9,7,13,7,1,19,Matches
Héctor Holguín,mx MEX,GK,22-250,2.0,38,53,71.7,1283,1151,11,11,100.0,13,13,100.0,14,29,48.3,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Javier Marcelo Correa,ar ARG,"FW,DF",31-068,1.8,39,58,67.2,794,96,16,21,76.2,17,21,81.0,5,6,83.3,0,0.1,0.0,-0.1,4,4,0,0,6,Matches
Santiago Muñóz,mx MEX,"MF,FW",21-138,1.4,68,74,91.9,1131,286,36,40,90.0,23,24,95.8,9,10,90.0,1,0.5,0.5,0.5,3,10,3,0,9,Matches
Jair González,mx MEX,"FW,MF",21-301,1.0,22,35,62.9,369,166,8,10,80.0,10,13,76.9,2,7,28.6,0,0.0,0.0,0.0,0,1,1,0,3,Matches
Salvador Mariscal,mx MEX,MF,20-252,0.3,9,14,64.3,181,51,2,3,66.7,6,8,75.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Emmanuel Echeverría,mx MEX,DF,20-087,0.2,8,9,88.9,128,59,3,3,100.0,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Alberto Ocejo,mx MEX,"FW,DF",25-197,0.2,2,3,66.7,32,3,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Squad Total,,,26.7,17.0,5024,6673,75.3,94794,38999,2167,2520,86.0,2100,2526,83.1,658,1299,50.7,23,21.1,19.7,1.9,199,532,120,23,642,
Opponent Total,,,27.9,17.0,6879,8642,79.6,126978,46924,2950,3313,89.0,3014,3554,84.8,784,1402,55.9,26,17.7,17.2,8.3,193,651,136,44,744,
