Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Omar Campos,mx MEX,DF,21-163,17,1500.0,88.0,98.0,16.7,17,88.0,14,0,,0,1.37,30.0,33.0,-3.0,-0.18,-0.18,25.6,25.3,0.3,0.02,-0.49,Matches
Harold Preciado,co COL,FW,29-212,17,1411.0,83.0,92.2,15.7,17,83.0,6,0,,0,1.37,29.0,29.0,0.0,0.0,2.27,23.4,23.1,0.3,0.02,-0.08,Matches
Alan Cervantes,mx MEX,MF,25-347,17,1384.0,81.0,90.5,15.4,17,81.0,8,0,,0,1.37,28.0,31.0,-3.0,-0.2,-0.2,24.0,23.0,1.0,0.07,0.4,Matches
Emerson Rodríguez,co COL,"FW,MF",23-127,17,1221.0,72.0,79.8,13.6,17,72.0,1,0,,0,1.37,27.0,20.0,7.0,0.52,3.43,21.2,16.9,4.3,0.32,1.44,Matches
Juan Brunetta,ar ARG,"MF,FW",26-232,16,1410.0,88.0,92.2,15.7,16,88.0,11,0,,0,1.44,30.0,31.0,-1.0,-0.06,1.44,26.0,23.7,2.3,0.15,1.53,Matches
Félix Torres Caicedo,ec ECU,DF,26-353,16,1362.0,85.0,89.0,15.1,16,85.0,14,0,,0,1.44,28.0,28.0,0.0,0.0,1.61,25.9,21.4,4.4,0.29,2.43,Matches
Duván Vergara,co COL,"FW,MF",27-112,17,992.0,58.0,64.8,11.0,14,67.0,1,3,18.0,0,1.37,19.0,23.0,-4.0,-0.36,-0.53,16.8,13.2,3.6,0.33,0.86,Matches
Pedro Aquino,pe PER,MF,28-261,14,878.0,63.0,57.4,9.8,11,74.0,4,3,22.0,0,1.53,21.0,19.0,2.0,0.21,0.9,15.6,15.5,0.1,0.01,-0.05,Matches
Gibran Lajud,mx MEX,GK,30-005,9,810.0,90.0,52.9,9.0,9,90.0,9,0,,2,1.22,15.0,19.0,-4.0,-0.44,-0.57,17.0,11.6,5.4,0.61,1.23,Matches
Dória,br BRA,DF,29-052,9,809.0,90.0,52.9,9.0,9,90.0,8,0,,0,1.22,14.0,18.0,-4.0,-0.44,-0.57,16.2,11.3,4.8,0.54,1.08,Matches
Ismael Govea,mx MEX,DF,26-313,10,706.0,71.0,46.1,7.8,9,77.0,4,1,10.0,4,1.42,15.0,14.0,1.0,0.13,0.56,13.6,10.4,3.1,0.4,0.69,Matches
Aldo López,mx MEX,MF,23-221,15,836.0,56.0,54.6,9.3,8,84.0,4,7,23.0,2,1.35,13.0,18.0,-5.0,-0.54,-0.8,11.9,16.4,-4.5,-0.49,-1.13,Matches
Raúl López Gómez,mx MEX,DF,30-310,14,823.0,59.0,53.8,9.1,8,87.0,5,6,22.0,3,1.33,16.0,20.0,-4.0,-0.44,-0.56,13.6,15.8,-2.2,-0.24,-0.58,Matches
Carlos Acevedo,mx MEX,GK,27-255,6,540.0,90.0,35.3,6.0,6,90.0,6,0,,0,1.5,14.0,12.0,2.0,0.33,0.79,7.6,10.8,-3.2,-0.54,-0.87,Matches
Hugo Isaác Rodríguez,mx MEX,DF,33-205,7,464.0,66.0,30.3,5.2,6,77.0,4,1,3.0,8,1.71,11.0,11.0,0.0,0.0,0.25,7.0,10.1,-3.2,-0.61,-0.92,Matches
Ronaldo Prieto,mx MEX,DF,26-302,9,438.0,49.0,28.6,4.9,3,90.0,3,6,28.0,5,1.09,10.0,11.0,-1.0,-0.21,-0.04,7.0,10.6,-3.6,-0.75,-1.08,Matches
Diego Medina,mx MEX,"FW,MF",22-293,17,527.0,31.0,34.4,5.9,2,81.0,1,15,24.0,0,1.37,10.0,13.0,-3.0,-0.51,-0.51,10.4,11.6,-1.2,-0.2,-0.34,Matches
Héctor Holguín,mx MEX,GK,22-250,2,180.0,90.0,11.8,2.0,2,90.0,2,0,,12,1.5,2.0,3.0,-1.0,-0.5,-0.37,2.4,4.1,-1.8,-0.88,-1.02,Matches
Javier Marcelo Correa,ar ARG,"FW,DF",31-068,13,159.0,12.0,10.4,1.8,0,,0,13,12.0,1,1.56,3.0,7.0,-4.0,-2.26,-2.33,4.7,5.0,-0.3,-0.14,-0.19,Matches
Santiago Muñóz,mx MEX,"MF,FW",21-138,11,125.0,11.0,8.2,1.4,0,,0,11,11.0,6,0.83,5.0,6.0,-1.0,-0.72,-0.59,3.8,4.0,-0.2,-0.14,-0.19,Matches
Jair González,mx MEX,"FW,MF",21-301,9,92.0,10.0,6.0,1.0,0,,0,9,10.0,8,1.9,0.0,3.0,-3.0,-2.93,-2.93,1.6,3.1,-1.5,-1.48,-1.61,Matches
Salvador Mariscal,mx MEX,MF,20-252,2,23.0,12.0,1.5,0.3,0,,0,2,12.0,12,0.0,0.0,1.0,-1.0,-3.91,-3.79,0.2,0.3,-0.1,-0.58,-0.62,Matches
Emmanuel Echeverría,mx MEX,DF,20-087,1,16.0,16.0,1.0,0.2,0,,0,1,16.0,1,0.0,0.0,1.0,-1.0,-5.63,-5.51,0.0,1.0,-1.0,-5.7,-5.78,Matches
Alberto Ocejo,mx MEX,"FW,DF",25-197,2,14.0,7.0,0.9,0.2,0,,0,2,7.0,11,0.0,1.0,0.0,1.0,6.43,6.67,0.9,0.2,0.7,4.71,4.73,Matches
Alejandro Gómez,mx MEX,DF,21-333,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Jesús Ramírez,mx MEX,MF,21-274,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Santiago Ramírez,mx MEX,GK,26-317,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Juan Tejeda,mx MEX,MF,19-291,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,26.7,17,1530.0,90.0,100.0,17.0,187,82.0,105,80,17.0,89,1.35,31.0,34.0,-3.0,-0.18,,27.0,26.6,0.5,0.03,,
Opponent Total,,,27.9,17,1530.0,90.0,100.0,17.0,187,82.0,108,78,24.0,89,1.53,34.0,31.0,3.0,0.18,,26.6,27.0,-0.5,-0.03,,
