Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Omar Campos,mx MEX,DF,21-163,16.7,31,1.86,18,6,2,2,2,1,4,0.24,2,1,0,1,0,0,Matches
Harold Preciado,co COL,FW,29-212,15.7,48,3.06,35,0,3,4,6,0,7,0.45,2,0,0,1,4,0,Matches
Alan Cervantes,mx MEX,MF,25-347,15.4,33,2.15,27,0,1,4,1,0,2,0.13,2,0,0,0,0,0,Matches
Emerson Rodríguez,co COL,"FW,MF",23-127,13.6,45,3.32,36,0,4,1,3,1,3,0.22,2,0,1,0,0,0,Matches
Juan Brunetta,ar ARG,"MF,FW",26-232,15.7,120,7.67,60,34,14,4,6,2,18,1.15,8,4,4,1,0,1,Matches
Félix Torres Caicedo,ec ECU,DF,26-353,15.1,10,0.66,10,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
Duván Vergara,co COL,"FW,MF",27-112,11.0,36,3.26,26,0,4,5,1,0,4,0.36,4,0,0,0,0,0,Matches
Pedro Aquino,pe PER,MF,28-261,9.8,23,2.36,17,1,0,1,2,2,4,0.41,3,0,0,0,0,1,Matches
Gibran Lajud,mx MEX,GK,30-005,9.0,2,0.22,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dória,br BRA,DF,29-052,9.0,9,1.0,5,0,0,4,0,0,0,0.0,0,0,0,0,0,0,Matches
Ismael Govea,mx MEX,DF,26-313,7.8,9,1.15,6,3,0,0,0,0,2,0.25,1,1,0,0,0,0,Matches
Aldo López,mx MEX,MF,23-221,9.3,10,1.08,8,0,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Raúl López Gómez,mx MEX,DF,30-310,9.1,10,1.09,6,3,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Carlos Acevedo,mx MEX,GK,27-255,6.0,2,0.33,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Hugo Isaác Rodríguez,mx MEX,DF,33-205,5.2,2,0.39,1,1,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
Ronaldo Prieto,mx MEX,DF,26-302,4.9,7,1.44,5,1,0,0,0,1,2,0.41,2,0,0,0,0,0,Matches
Diego Medina,mx MEX,"FW,MF",22-293,5.9,17,2.91,13,0,3,0,1,0,1,0.17,1,0,0,0,0,0,Matches
Héctor Holguín,mx MEX,GK,22-250,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Javier Marcelo Correa,ar ARG,"FW,DF",31-068,1.8,15,8.49,7,0,4,2,1,1,1,0.57,0,0,0,0,0,1,Matches
Santiago Muñóz,mx MEX,"MF,FW",21-138,1.4,11,7.92,4,1,0,1,5,0,3,2.16,1,0,0,1,1,0,Matches
Jair González,mx MEX,"FW,MF",21-301,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Salvador Mariscal,mx MEX,MF,20-252,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emmanuel Echeverría,mx MEX,DF,20-087,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alberto Ocejo,mx MEX,"FW,DF",25-197,0.2,1,6.43,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,17.0,441,25.94,287,51,36,30,28,9,53,3.12,30,6,5,4,5,3,
Opponent Total,,,27.9,17.0,463,27.24,332,40,25,28,29,9,56,3.29,36,7,1,7,4,1,
