Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Facundo Almada,ar ARG,DF,25-173,17,17,1530.0,17.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,13.0,50.0,6.0,0.12,0.0,0.12,0.12,0.12,0.03,0.02,0.05,0.03,0.05,Matches
Jefferson Intriago,ec ECU,MF,27-209,17,17,1530.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.6,21.0,81.0,15.0,0.06,0.0,0.06,0.06,0.06,0.02,0.02,0.04,0.02,0.04,Matches
Hugo González Durán,mx MEX,GK,33-151,16,16,1378.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bryan Colula,mx MEX,DF,27-268,13,12,1031.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.7,0.7,1.1,1.7,22.0,37.0,54.0,0.09,0.09,0.17,0.09,0.17,0.06,0.09,0.15,0.06,0.15,Matches
Josué Colmán,py PAR,"MF,FW",25-158,16,12,979.0,10.9,3.0,7.0,10.0,3.0,0.0,1.0,1.0,0.0,4.0,3.2,3.9,7.1,29.0,49.0,54.0,0.28,0.64,0.92,0.28,0.92,0.36,0.36,0.73,0.29,0.65,Matches
Luis Amarilla,py PAR,FW,28-127,14,11,856.0,9.5,4.0,1.0,5.0,4.0,0.0,0.0,2.0,2.0,2.4,2.4,1.4,3.7,14.0,22.0,48.0,0.42,0.11,0.53,0.42,0.53,0.25,0.14,0.39,0.25,0.39,Matches
Jair Díaz,mx MEX,DF,25-131,13,10,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.4,0.4,0.2,0.6,8.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06,Matches
Édgar Yoel Bárcenas,pa PAN,"FW,MF",30-068,10,10,798.0,8.9,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,2.8,2.8,2.4,5.2,20.0,27.0,67.0,0.11,0.34,0.45,0.11,0.45,0.32,0.27,0.59,0.32,0.59,Matches
Sergio Adrián Flores,mx MEX,MF,28-321,15,9,930.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,2.0,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.02,Matches
Luis Olivas,mx MEX,DF,23-323,10,9,855.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,8.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches
Alan Medina,mx MEX,"FW,MF",26-133,12,9,672.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,1.8,28.0,33.0,41.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches
Arnaud Ake,ci CIV,FW,25-273,10,7,533.0,5.9,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,4.0,4.0,0.3,4.2,5.0,6.0,22.0,1.01,0.17,1.18,1.01,1.18,0.67,0.04,0.72,0.67,0.72,Matches
Nicolás Benedetti,co COL,"MF,FW",26-249,9,7,531.0,5.9,2.0,3.0,5.0,1.0,1.0,1.0,2.0,0.0,1.6,0.8,2.0,2.8,18.0,29.0,36.0,0.34,0.51,0.85,0.17,0.68,0.27,0.35,0.61,0.13,0.48,Matches
Andres Montaño,mx MEX,MF,21-222,8,6,421.0,4.7,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.2,0.5,8.0,17.0,8.0,0.0,0.43,0.43,0.0,0.43,0.06,0.05,0.11,0.06,0.11,Matches
Eduard Bello,ve VEN,"FW,MF",28-132,14,5,649.0,7.2,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.2,1.4,2.6,16.0,17.0,64.0,0.28,0.0,0.28,0.28,0.28,0.28,0.19,0.47,0.17,0.36,Matches
José Madueña,mx MEX,DF,33-215,11,5,499.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,8.0,10.0,12.0,0.18,0.0,0.18,0.18,0.18,0.09,0.01,0.1,0.09,0.1,Matches
José Joaquín Esquivel,mx MEX,MF,25-357,10,4,469.0,5.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.6,1.5,3.0,17.0,10.0,0.0,0.19,0.19,0.0,0.19,0.17,0.12,0.29,0.17,0.29,Matches
Ventura Alvarado,us USA,DF,31-136,5,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Francisco Eduardo Venegas,mx MEX,DF,25-167,10,4,401.0,4.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,4.0,22.0,23.0,0.45,0.0,0.45,0.45,0.45,0.13,0.01,0.14,0.13,0.14,Matches
Néstor Vidrio,mx MEX,DF,34-283,4,4,290.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Lucas Merolla,ar ARG,DF,28-186,4,3,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
Ramiro Árciga,mx MEX,"MF,FW",19-122,5,2,217.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.21,0.19,0.21,Matches
Raúl Camacho,mx MEX,FW,21-286,9,2,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.21,0.11,0.21,Matches
Ricardo Gutiérrez,mx MEX,GK,26-196,3,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Roberto Meraz,mx MEX,MF,24-148,2,1,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miguel Sansores,mx MEX,"FW,MF",32-246,2,0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches
Omar Moreno,mx MEX,"FW,DF",18-334,4,0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Edson Mata,mx MEX,DF,20-282,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jorge Antonio Padilla,mx MEX,DF,30-115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Ramiro Franco,mx MEX,DF,20-066,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Christian García,mx MEX,GK,19-152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Gabriel López,mx MEX,FW,20-323,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
