Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Facundo Almada,ar ARG,DF,25-173,17,1530.0,90.0,100.0,17.0,17,90.0,17,0,,0,1.22,25.0,27.0,-2.0,-0.12,,22.7,27.7,-5.0,-0.3,,Matches
Jefferson Intriago,ec ECU,MF,27-209,17,1530.0,90.0,100.0,17.0,17,90.0,17,0,,0,1.22,25.0,27.0,-2.0,-0.12,,22.7,27.7,-5.0,-0.3,,Matches
Hugo González Durán,mx MEX,GK,33-151,16,1378.0,86.0,90.1,15.3,16,86.0,14,0,,0,1.29,21.0,23.0,-2.0,-0.13,-0.13,18.9,25.1,-6.2,-0.4,-1.08,Matches
Bryan Colula,mx MEX,DF,27-268,13,1031.0,79.0,67.4,11.5,12,84.0,7,1,28.0,0,1.29,18.0,14.0,4.0,0.35,1.43,16.5,19.4,-2.9,-0.25,0.14,Matches
Josué Colmán,py PAR,"MF,FW",25-158,16,979.0,61.0,64.0,10.9,12,74.0,5,4,22.0,0,1.24,18.0,19.0,-1.0,-0.09,0.07,14.5,17.3,-2.8,-0.26,0.1,Matches
Luis Amarilla,py PAR,FW,28-127,14,856.0,61.0,55.9,9.5,11,73.0,3,3,19.0,0,1.07,17.0,12.0,5.0,0.53,1.46,14.0,16.2,-2.2,-0.23,0.15,Matches
Jair Díaz,mx MEX,DF,25-131,13,810.0,62.0,52.9,9.0,10,70.0,3,3,36.0,2,1.54,13.0,13.0,0.0,0.0,0.25,11.9,16.0,-4.1,-0.45,-0.33,Matches
Édgar Yoel Bárcenas,pa PAN,"FW,MF",30-068,10,798.0,80.0,52.2,8.9,10,80.0,2,0,,0,1.45,15.0,14.0,1.0,0.11,0.48,12.9,14.0,-1.1,-0.12,0.37,Matches
Sergio Adrián Flores,mx MEX,MF,28-321,15,930.0,62.0,60.8,10.3,9,78.0,5,6,38.0,2,1.19,14.0,14.0,0.0,0.0,0.3,13.0,16.3,-3.4,-0.33,-0.08,Matches
Luis Olivas,mx MEX,DF,23-323,10,855.0,86.0,55.9,9.5,9,90.0,9,1,45.0,6,1.0,15.0,17.0,-2.0,-0.21,-0.21,13.9,12.3,1.6,0.17,1.05,Matches
Alan Medina,mx MEX,"FW,MF",26-133,12,672.0,56.0,43.9,7.5,9,67.0,0,3,24.0,0,1.23,12.0,11.0,1.0,0.13,0.45,8.5,11.9,-3.4,-0.45,-0.28,Matches
Arnaud Ake,ci CIV,FW,25-273,10,533.0,53.0,34.8,5.9,7,71.0,3,3,11.0,1,1.1,10.0,13.0,-3.0,-0.51,-0.6,8.8,11.9,-3.1,-0.52,-0.34,Matches
Nicolás Benedetti,co COL,"MF,FW",26-249,9,531.0,59.0,34.7,5.9,7,67.0,2,2,32.0,0,1.0,10.0,9.0,1.0,0.17,0.44,9.2,6.7,2.4,0.41,1.08,Matches
Andres Montaño,mx MEX,MF,21-222,8,421.0,53.0,27.5,4.7,6,60.0,1,2,30.0,1,1.56,8.0,4.0,4.0,0.86,1.34,5.7,8.1,-2.4,-0.52,-0.31,Matches
Eduard Bello,ve VEN,"FW,MF",28-132,14,649.0,46.0,42.4,7.2,5,75.0,2,9,30.0,0,1.07,8.0,10.0,-2.0,-0.28,-0.28,8.7,12.4,-3.8,-0.52,-0.39,Matches
José Madueña,mx MEX,DF,33-215,11,499.0,45.0,32.6,5.5,5,80.0,1,6,17.0,5,1.45,7.0,13.0,-6.0,-1.08,-1.43,5.6,8.4,-2.8,-0.5,-0.31,Matches
José Joaquín Esquivel,mx MEX,MF,25-357,10,469.0,47.0,30.7,5.2,4,76.0,2,6,27.0,3,1.1,6.0,10.0,-4.0,-0.77,-0.94,8.1,9.5,-1.4,-0.28,0.03,Matches
Ventura Alvarado,us USA,DF,31-136,5,405.0,81.0,26.5,4.5,4,90.0,4,1,45.0,5,2.4,10.0,6.0,4.0,0.89,1.37,6.6,7.9,-1.3,-0.29,0.01,Matches
Francisco Eduardo Venegas,mx MEX,DF,25-167,10,401.0,40.0,26.2,4.5,4,72.0,1,6,19.0,3,1.0,8.0,9.0,-1.0,-0.22,-0.14,6.4,7.6,-1.3,-0.28,0.02,Matches
Néstor Vidrio,mx MEX,DF,34-283,4,290.0,73.0,19.0,3.2,4,73.0,3,0,,2,0.5,2.0,4.0,-2.0,-0.62,-0.62,2.7,8.3,-5.6,-1.74,-1.78,Matches
Lucas Merolla,ar ARG,DF,28-186,4,276.0,69.0,18.0,3.1,3,69.0,2,1,70.0,1,1.0,2.0,4.0,-2.0,-0.65,-0.65,3.2,2.4,0.7,0.24,0.66,Matches
Ramiro Árciga,mx MEX,"MF,FW",19-122,5,217.0,43.0,14.2,2.4,2,70.0,0,3,26.0,8,0.2,3.0,4.0,-1.0,-0.41,-0.35,3.5,3.3,0.2,0.08,0.43,Matches
Raúl Camacho,mx MEX,FW,21-286,9,181.0,20.0,11.8,2.0,2,51.0,0,7,11.0,5,1.4,1.0,3.0,-2.0,-0.99,-0.99,2.1,2.2,-0.1,-0.04,0.29,Matches
Ricardo Gutiérrez,mx MEX,GK,26-196,3,152.0,51.0,9.9,1.7,1,90.0,1,2,31.0,14,2.0,4.0,4.0,0.0,0.0,0.13,3.8,2.6,1.1,0.68,1.08,Matches
Roberto Meraz,mx MEX,MF,24-148,2,103.0,52.0,6.7,1.1,1,76.0,0,1,27.0,0,0.5,0.0,1.0,-1.0,-0.87,-0.81,0.8,1.0,-0.3,-0.24,0.06,Matches
Miguel Sansores,mx MEX,"FW,MF",32-246,2,68.0,34.0,4.4,0.8,0,,0,2,34.0,1,0.5,0.0,3.0,-3.0,-3.97,-4.03,0.5,1.8,-1.3,-1.77,-1.55,Matches
Omar Moreno,mx MEX,"FW,DF",18-334,4,57.0,14.0,3.7,0.6,0,,0,4,14.0,9,0.75,2.0,2.0,0.0,0.0,0.12,1.1,0.7,0.4,0.62,0.96,Matches
Edson Mata,mx MEX,DF,20-282,2,23.0,12.0,1.5,0.3,0,,0,2,12.0,5,2.0,0.0,1.0,-1.0,-3.91,-3.85,1.0,0.5,0.5,1.79,2.12,Matches
Jorge Antonio Padilla,mx MEX,DF,30-115,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Ramiro Franco,mx MEX,DF,20-066,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Christian García,mx MEX,GK,19-152,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Gabriel López,mx MEX,FW,20-323,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
Ángel Saavedra,mx MEX,MF,20-200,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,27.5,17,1530.0,90.0,100.0,17.0,187,79.0,104,78,25.0,87,1.29,25.0,27.0,-2.0,-0.12,,22.7,27.7,-5.0,-0.3,,
Opponent Total,,,28.0,17,1530.0,90.0,100.0,17.0,187,79.0,109,77,24.0,92,1.47,27.0,25.0,2.0,0.12,,27.7,22.7,5.0,0.3,,
