Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Facundo Almada,ar ARG,DF,25-173,17.0,588,711,82.7,11607,4389,187,211,88.6,331,372,89.0,66,114,57.9,0,0.3,0.4,-0.3,6,35,1,0,50,Matches
Jefferson Intriago,ec ECU,MF,27-209,17.0,792,867,91.3,14608,3917,317,337,94.1,382,403,94.8,83,103,80.6,0,0.3,0.4,-0.3,8,75,3,0,81,Matches
Hugo González Durán,mx MEX,GK,33-151,15.3,408,582,70.1,12824,10126,54,55,98.2,184,186,98.9,170,339,50.1,0,0.1,0.0,-0.1,2,12,0,0,0,Matches
Bryan Colula,mx MEX,DF,27-268,11.5,383,511,75.0,6258,2941,186,216,86.1,165,214,77.1,26,58,44.8,1,1.1,0.8,-0.1,13,32,10,5,37,Matches
Josué Colmán,py PAR,"MF,FW",25-158,10.9,299,401,74.6,5009,1384,147,174,84.5,110,141,78.0,32,58,55.2,7,3.9,2.6,3.1,27,35,16,2,49,Matches
Luis Amarilla,py PAR,FW,28-127,9.5,210,265,79.2,2942,648,124,152,81.6,58,74,78.4,14,17,82.4,1,1.4,1.4,-0.4,9,12,10,0,22,Matches
Jair Díaz,mx MEX,DF,25-131,9.0,314,418,75.1,5321,2307,147,164,89.6,149,193,77.2,16,44,36.4,0,0.2,0.2,-0.2,3,26,4,3,29,Matches
Édgar Yoel Bárcenas,pa PAN,"FW,MF",30-068,8.9,249,320,77.8,3986,1036,129,147,87.8,93,114,81.6,18,32,56.3,3,2.4,1.7,0.6,9,21,14,3,27,Matches
Sergio Adrián Flores,mx MEX,MF,28-321,10.3,398,474,84.0,6653,2652,181,205,88.3,175,198,88.4,32,51,62.7,0,0.1,0.2,-0.1,5,45,2,0,41,Matches
Luis Olivas,mx MEX,DF,23-323,9.5,385,470,81.9,7875,3348,123,139,88.5,207,236,87.7,52,87,59.8,0,0.0,0.1,0.0,2,38,3,1,33,Matches
