Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Facundo Almada,ar ARG,DF,25-173,17.0,859,109,430,412,26,14,859,4,4,100.0,0,0.0,477,2568,1653,13,6,0,8,3,522,6,Matches
Jefferson Intriago,ec ECU,MF,27-209,17.0,1007,26,223,690,105,4,1007,37,20,54.1,13,35.1,696,3870,1728,21,20,3,20,22,755,15,Matches
Hugo González Durán,mx MEX,GK,33-151,15.3,621,513,620,1,0,0,621,1,1,100.0,0,0.0,322,1919,1180,0,0,0,0,0,233,0,Matches
Bryan Colula,mx MEX,DF,27-268,11.5,615,44,198,252,170,12,615,7,2,28.6,5,71.4,290,1445,819,22,16,3,11,3,303,54,Matches
Josué Colmán,py PAR,"MF,FW",25-158,10.9,545,7,67,266,217,29,544,54,36,66.7,18,33.3,310,1834,906,29,16,12,40,15,375,54,Matches
Luis Amarilla,py PAR,FW,28-127,9.5,390,20,47,180,167,31,390,25,9,36.0,13,52.0,239,1223,472,14,17,3,36,9,282,48,Matches
Jair Díaz,mx MEX,DF,25-131,9.0,510,33,215,217,82,8,510,12,9,75.0,3,25.0,261,1198,674,8,8,1,12,7,304,21,Matches
Édgar Yoel Bárcenas,pa PAN,"FW,MF",30-068,8.9,440,6,55,206,194,37,440,36,15,41.7,20,55.6,284,1794,816,20,19,13,34,15,330,67,Matches
Sergio Adrián Flores,mx MEX,MF,28-321,10.3,579,38,210,336,41,2,579,5,2,40.0,2,40.0,263,863,359,2,2,0,6,2,323,4,Matches
Luis Olivas,mx MEX,DF,23-323,9.5,560,65,279,243,43,4,560,5,2,40.0,3,60.0,329,1765,1027,8,9,0,3,1,360,5,Matches
Alan Medina,mx MEX,"FW,MF",26-133,7.5,322,1,48,172,117,8,322,35,17,48.6,16,45.7,231,2053,841,28,26,3,27,21,233,41,Matches
Arnaud Ake,ci CIV,FW,25-273,5.9,163,6,11,72,83,23,163,11,3,27.3,7,63.6,87,489,162,5,7,2,27,9,118,22,Matches
Nicolás Benedetti,co COL,"MF,FW",26-249,5.9,314,0,18,139,165,27,313,25,9,36.0,15,60.0,214,1176,593,18,17,9,20,21,236,36,Matches
Andres Montaño,mx MEX,MF,21-222,4.7,236,9,39,151,46,2,236,8,5,62.5,3,37.5,143,749,414,8,7,1,5,4,174,8,Matches
Eduard Bello,ve VEN,"FW,MF",28-132,7.2,339,16,67,136,142,20,338,18,7,38.9,9,50.0,197,1123,479,16,15,2,17,7,203,64,Matches
José Madueña,mx MEX,DF,33-215,5.5,262,17,73,150,43,2,262,7,3,42.9,3,42.9,125,638,292,8,5,2,6,1,143,12,Matches
José Joaquín Esquivel,mx MEX,MF,25-357,5.2,209,10,53,119,37,9,209,7,3,42.9,4,57.1,120,528,195,3,4,0,3,3,139,10,Matches
Ventura Alvarado,us USA,DF,31-136,4.5,252,31,159,90,4,2,252,1,0,0.0,1,100.0,126,591,181,0,1,0,3,0,139,0,Matches
Francisco Eduardo Venegas,mx MEX,DF,25-167,4.5,295,14,106,123,70,12,295,7,4,57.1,3,42.9,154,697,413,4,1,3,6,4,170,23,Matches
Néstor Vidrio,mx MEX,DF,34-283,3.2,154,32,94,57,6,0,154,2,2,100.0,0,0.0,69,286,156,1,1,0,2,0,80,1,Matches
Lucas Merolla,ar ARG,DF,28-186,3.1,164,33,108,54,5,4,164,2,1,50.0,1,50.0,75,384,240,0,0,0,2,0,82,0,Matches
Ramiro Árciga,mx MEX,"MF,FW",19-122,2.4,124,3,28,53,44,4,124,5,4,80.0,1,20.0,59,336,84,1,6,1,9,2,79,21,Matches
Raúl Camacho,mx MEX,FW,21-286,2.0,83,5,6,46,31,8,83,3,3,100.0,0,0.0,45,237,36,1,1,0,13,4,55,12,Matches
Ricardo Gutiérrez,mx MEX,GK,26-196,1.7,63,56,63,0,0,0,63,0,0,,0,,38,225,130,0,0,0,0,0,33,0,Matches
Roberto Meraz,mx MEX,MF,24-148,1.1,34,0,8,19,8,1,34,0,0,,0,,19,66,12,0,0,0,1,1,25,5,Matches
Miguel Sansores,mx MEX,"FW,MF",32-246,0.8,36,2,7,17,12,3,36,0,0,,0,,13,91,61,2,2,0,4,0,27,1,Matches
Omar Moreno,mx MEX,"FW,DF",18-334,0.6,19,0,0,7,12,2,19,2,2,100.0,0,0.0,15,61,30,1,0,1,0,1,17,3,Matches
Edson Mata,mx MEX,DF,20-282,0.3,12,1,9,3,0,0,12,0,0,,0,,6,17,5,0,0,0,1,0,4,0,Matches
Squad Total,,,27.5,17.0,9207,1097,3241,4211,1870,268,9204,319,163,51.1,140,43.9,5207,28226,13958,233,206,59,316,155,5744,533,
Opponent Total,,,28.0,17.0,10296,811,2760,4947,2701,404,10293,322,144,44.7,157,48.8,5856,30855,15850,328,234,87,274,138,6823,730,
