Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Facundo Almada,ar ARG,DF,25-173,17.0,15,0.88,14,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jefferson Intriago,ec ECU,MF,27-209,17.0,26,1.53,24,0,1,0,0,1,5,0.29,4,0,0,0,0,1,Matches
Hugo González Durán,mx MEX,GK,33-151,15.3,3,0.2,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bryan Colula,mx MEX,DF,27-268,11.5,23,2.01,19,2,1,1,0,0,5,0.44,3,0,1,1,0,0,Matches
Josué Colmán,py PAR,"MF,FW",25-158,10.9,47,4.32,29,10,7,0,1,0,8,0.74,6,1,1,0,0,0,Matches
Luis Amarilla,py PAR,FW,28-127,9.5,25,2.63,18,0,3,3,1,0,4,0.42,2,0,0,1,1,0,Matches
Jair Díaz,mx MEX,DF,25-131,9.0,7,0.78,7,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Édgar Yoel Bárcenas,pa PAN,"FW,MF",30-068,8.9,26,2.94,19,1,2,2,1,1,3,0.34,2,0,0,0,0,1,Matches
Sergio Adrián Flores,mx MEX,MF,28-321,10.3,10,0.97,10,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches
Luis Olivas,mx MEX,DF,23-323,9.5,12,1.26,8,1,0,1,1,1,0,0.0,0,0,0,0,0,0,Matches
Alan Medina,mx MEX,"FW,MF",26-133,7.5,27,3.62,22,1,3,0,1,0,3,0.4,3,0,0,0,0,0,Matches
Arnaud Ake,ci CIV,FW,25-273,5.9,8,1.35,6,0,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Nicolás Benedetti,co COL,"MF,FW",26-249,5.9,25,4.25,12,7,4,2,0,0,4,0.68,1,1,2,0,0,0,Matches
Andres Montaño,mx MEX,MF,21-222,4.7,13,2.78,8,1,2,1,1,0,3,0.64,2,0,0,1,0,0,Matches
Eduard Bello,ve VEN,"FW,MF",28-132,7.2,27,3.74,16,6,2,0,3,0,0,0.0,0,0,0,0,0,0,Matches
José Madueña,mx MEX,DF,33-215,5.5,5,0.9,2,1,1,1,0,0,2,0.36,0,0,1,1,0,0,Matches
José Joaquín Esquivel,mx MEX,MF,25-357,5.2,4,0.77,4,0,0,0,0,0,1,0.19,1,0,0,0,0,0,Matches
Ventura Alvarado,us USA,DF,31-136,4.5,2,0.44,0,1,0,1,0,0,1,0.22,0,0,0,1,0,0,Matches
Francisco Eduardo Venegas,mx MEX,DF,25-167,4.5,10,2.24,8,0,0,0,0,2,1,0.22,1,0,0,0,0,0,Matches
Néstor Vidrio,mx MEX,DF,34-283,3.2,3,0.93,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Lucas Merolla,ar ARG,DF,28-186,3.1,2,0.65,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ramiro Árciga,mx MEX,"MF,FW",19-122,2.4,2,0.83,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Raúl Camacho,mx MEX,FW,21-286,2.0,6,2.93,3,0,0,0,3,0,0,0.0,0,0,0,0,0,0,Matches
Ricardo Gutiérrez,mx MEX,GK,26-196,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Roberto Meraz,mx MEX,MF,24-148,1.1,1,0.93,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Miguel Sansores,mx MEX,"FW,MF",32-246,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Omar Moreno,mx MEX,"FW,DF",18-334,0.6,3,4.66,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Edson Mata,mx MEX,DF,20-282,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,27.5,17.0,332,19.53,239,32,29,13,14,5,42,2.47,27,2,5,5,1,2,
Opponent Total,,,28.0,17.0,443,26.06,319,50,25,24,21,4,48,2.82,41,3,3,0,1,0,
