Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Facundo Almada,ar ARG,DF,25-173,17.0,3,0,0,9,5,1,2,16,14,0,1,0,99,32,17,65.3,Matches
Jefferson Intriago,ec ECU,MF,27-209,17.0,3,0,0,14,25,0,3,9,18,0,0,0,103,12,8,60.0,Matches
Hugo González Durán,mx MEX,GK,33-151,15.3,4,0,0,0,2,0,0,0,0,0,0,0,27,3,0,100.0,Matches
Bryan Colula,mx MEX,DF,27-268,11.5,4,1,0,9,8,0,19,5,21,0,0,0,66,12,15,44.4,Matches
Josué Colmán,py PAR,"MF,FW",25-158,10.9,1,0,0,7,9,2,36,6,4,0,0,0,44,6,4,60.0,Matches
Luis Amarilla,py PAR,FW,28-127,9.5,2,2,0,15,10,4,1,1,8,1,1,0,33,22,43,33.8,Matches
Jair Díaz,mx MEX,DF,25-131,9.0,8,2,2,22,15,1,20,8,16,0,0,0,35,8,8,50.0,Matches
Édgar Yoel Bárcenas,pa PAN,"FW,MF",30-068,8.9,3,0,0,9,10,2,15,6,8,0,0,0,48,10,5,66.7,Matches
Sergio Adrián Flores,mx MEX,MF,28-321,10.3,2,0,0,18,1,0,0,9,17,0,0,0,80,9,13,40.9,Matches
Luis Olivas,mx MEX,DF,23-323,9.5,1,0,0,12,5,0,4,9,9,1,0,0,52,14,10,58.3,Matches
Alan Medina,mx MEX,"FW,MF",26-133,7.5,0,0,0,5,9,0,9,3,6,0,0,0,52,3,12,20.0,Matches
Arnaud Ake,ci CIV,FW,25-273,5.9,2,0,0,7,4,1,0,0,1,1,0,0,9,10,15,40.0,Matches
Nicolás Benedetti,co COL,"MF,FW",26-249,5.9,2,0,0,10,10,1,33,1,5,0,0,0,19,2,7,22.2,Matches
Andres Montaño,mx MEX,MF,21-222,4.7,0,1,0,6,7,0,2,3,3,0,0,0,19,4,3,57.1,Matches
Eduard Bello,ve VEN,"FW,MF",28-132,7.2,0,0,0,4,12,2,26,6,6,0,0,0,40,7,10,41.2,Matches
José Madueña,mx MEX,DF,33-215,5.5,1,0,0,7,13,0,5,4,8,0,0,0,28,4,10,28.6,Matches
José Joaquín Esquivel,mx MEX,MF,25-357,5.2,3,0,0,5,4,0,2,8,3,0,1,0,7,6,9,40.0,Matches
Ventura Alvarado,us USA,DF,31-136,4.5,1,0,0,2,3,0,0,6,3,0,0,0,21,14,15,48.3,Matches
Francisco Eduardo Venegas,mx MEX,DF,25-167,4.5,1,0,0,4,4,0,11,6,8,0,0,0,28,8,5,61.5,Matches
Néstor Vidrio,mx MEX,DF,34-283,3.2,0,0,0,1,2,0,1,3,3,0,0,0,14,7,4,63.6,Matches
Lucas Merolla,ar ARG,DF,28-186,3.1,3,0,0,6,6,0,0,5,2,0,0,0,16,14,6,70.0,Matches
Ramiro Árciga,mx MEX,"MF,FW",19-122,2.4,0,0,0,2,4,1,7,3,6,0,0,0,11,0,3,0.0,Matches
Raúl Camacho,mx MEX,FW,21-286,2.0,1,0,0,1,9,0,2,0,0,0,0,0,7,6,14,30.0,Matches
Ricardo Gutiérrez,mx MEX,GK,26-196,1.7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
Roberto Meraz,mx MEX,MF,24-148,1.1,0,0,0,1,0,0,0,1,3,0,0,0,2,1,1,50.0,Matches
Miguel Sansores,mx MEX,"FW,MF",32-246,0.8,0,0,0,2,3,2,1,0,0,0,0,0,2,6,6,50.0,Matches
Omar Moreno,mx MEX,"FW,DF",18-334,0.6,0,0,0,1,1,0,2,0,0,0,0,0,1,2,2,50.0,Matches
Edson Mata,mx MEX,DF,20-282,0.3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,Matches
Squad Total,,,27.5,17.0,46,6,2,179,183,17,201,118,173,3,3,0,866,222,245,47.5,
Opponent Total,,,28.0,17.0,39,2,1,191,173,27,405,144,183,3,3,0,936,245,222,52.5,
