Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Marllon Borges,br BRA,DF,30.0,36,36,3240.0,36.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,0.7,2.2,12.0,88.0,1.0,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06,Matches
Walter,br BRA,GK,35.0,35,35,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Deyverson,br BRA,FW,31.0,36,34,2906.0,32.3,12.0,2.0,14.0,9.0,3.0,4.0,6.0,0.0,12.3,9.4,2.7,12.1,17.0,73.0,152.0,0.37,0.06,0.43,0.28,0.34,0.38,0.08,0.46,0.29,0.37,Matches
Raniele,br BRA,"MF,DF",26.0,35,34,2885.0,32.1,3.0,1.0,4.0,3.0,0.0,0.0,10.0,0.0,2.8,2.8,0.9,3.7,37.0,105.0,38.0,0.09,0.03,0.12,0.09,0.12,0.09,0.03,0.11,0.09,0.11,Matches
Matheus Alexandre,br BRA,DF,23.0,35,33,2980.0,33.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,1.2,1.9,41.0,109.0,97.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.06,0.02,0.06,Matches
Alan Empereur,br BRA,DF,28.0,33,33,2950.0,32.8,1.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,0.5,0.5,0.8,1.3,31.0,138.0,7.0,0.03,0.03,0.06,0.03,0.06,0.01,0.02,0.04,0.01,0.04,Matches
Rikelme,br BRA,DF,19.0,31,27,2338.0,26.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,1.4,2.1,22.0,81.0,97.0,0.04,0.04,0.08,0.04,0.08,0.03,0.05,0.08,0.03,0.08,Matches
Denilson,br BRA,MF,21.0,33,23,1908.0,21.2,1.0,3.0,4.0,1.0,0.0,0.0,8.0,0.0,1.3,1.3,2.6,3.9,35.0,128.0,63.0,0.05,0.14,0.19,0.05,0.19,0.06,0.12,0.18,0.06,0.18,Matches
Jonathan Cafu,br BRA,"FW,MF",31.0,32,23,1708.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,1.5,1.5,1.0,2.5,39.0,50.0,169.0,0.0,0.16,0.16,0.0,0.16,0.08,0.05,0.13,0.08,0.13,Matches
Clayson,br BRA,"FW,MF",27.0,23,22,1639.0,18.2,7.0,2.0,9.0,4.0,3.0,3.0,3.0,1.0,4.5,2.1,1.9,4.0,50.0,68.0,124.0,0.38,0.11,0.49,0.22,0.33,0.25,0.11,0.35,0.12,0.22,Matches
Fernando Sobral,br BRA,MF,28.0,33,21,1903.0,21.1,2.0,2.0,4.0,2.0,0.0,0.0,7.0,0.0,1.6,1.6,1.4,3.0,55.0,103.0,76.0,0.09,0.09,0.19,0.09,0.19,0.08,0.07,0.14,0.08,0.14,Matches
Allyson Aires dos Santos,br BRA,DF,32.0,16,14,1133.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Wellington Silva,br BRA,FW,30.0,29,13,1336.0,14.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.7,3.6,64.0,49.0,109.0,0.07,0.13,0.2,0.07,0.2,0.06,0.18,0.24,0.06,0.24,Matches
Pablo Ceppelini,uy URU,MF,31.0,21,12,997.0,11.1,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,1.1,1.1,2.2,3.3,23.0,74.0,58.0,0.0,0.27,0.27,0.0,0.27,0.1,0.2,0.3,0.1,0.3,Matches
Filipe Augusto,br BRA,MF,29.0,27,9,1065.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.3,0.3,0.9,1.1,9.0,78.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches
Isidro Pitta,py PAR,FW,23.0,29,7,823.0,9.1,5.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,3.5,2.7,0.4,3.1,23.0,21.0,77.0,0.55,0.11,0.66,0.44,0.55,0.38,0.04,0.42,0.3,0.34,Matches
Lucas Mineiro,br BRA,MF,26.0,16,7,612.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.4,0.5,5.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
Derik Lacerda,br BRA,"FW,MF",23.0,19,5,658.0,7.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.2,2.2,1.3,3.5,19.0,18.0,52.0,0.14,0.14,0.27,0.14,0.27,0.3,0.18,0.47,0.3,0.47,Matches
Patric Calmon,br BRA,DF,28.0,15,5,520.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.3,0.4,14.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,Matches
Emerson Negueba,br BRA,FW,22.0,10,5,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,9.0,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,Matches
Matheusinho,br BRA,DF,24.0,5,5,433.0,4.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.5,1.3,11.0,24.0,20.0,0.21,0.0,0.21,0.21,0.21,0.16,0.11,0.26,0.16,0.26,Matches
Ronald,br BRA,MF,25.0,21,4,585.0,6.5,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.8,0.8,1.0,1.8,24.0,49.0,21.0,0.31,0.15,0.46,0.31,0.46,0.13,0.15,0.28,0.13,0.28,Matches
Iury de Castilho,br BRA,FW,27.0,10,4,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.2,0.8,11.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.13,0.05,0.17,0.13,0.17,Matches
