Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Marllon Borges,br BRA,DF,30.0,36.0,1,13,4,30.8,0.36,0.11,0.08,0.25,9.0,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
Walter,br BRA,GK,35.0,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Deyverson,br BRA,FW,31.0,32.3,12,66,29,43.9,2.04,0.9,0.14,0.31,13.3,3,3,4,12.3,9.4,0.14,-0.3,-0.4,Matches
Raniele,br BRA,"MF,DF",26.0,32.1,3,52,13,25.0,1.62,0.41,0.06,0.23,24.1,0,0,0,2.8,2.8,0.05,0.2,0.2,Matches
Matheus Alexandre,br BRA,DF,23.0,33.1,1,8,2,25.0,0.24,0.06,0.13,0.5,18.9,0,0,0,0.8,0.8,0.1,0.2,0.2,Matches
Alan Empereur,br BRA,DF,28.0,32.8,1,12,4,33.3,0.37,0.12,0.08,0.25,19.5,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Rikelme,br BRA,DF,19.0,26.0,1,24,6,25.0,0.92,0.23,0.04,0.17,22.1,0,0,0,0.8,0.8,0.03,0.2,0.2,Matches
Denilson,br BRA,MF,21.0,21.2,1,32,9,28.1,1.51,0.42,0.03,0.11,25.3,1,0,0,1.3,1.3,0.04,-0.3,-0.3,Matches
Jonathan Cafu,br BRA,"FW,MF",31.0,19.0,0,17,5,29.4,0.9,0.26,0.0,0.0,16.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
Clayson,br BRA,"FW,MF",27.0,18.2,7,31,6,19.4,1.7,0.33,0.13,0.67,21.4,1,3,3,4.5,2.1,0.07,2.5,1.9,Matches
Fernando Sobral,br BRA,MF,28.0,21.1,2,38,12,31.6,1.8,0.57,0.05,0.17,26.2,3,0,0,1.6,1.6,0.04,0.4,0.4,Matches
Allyson Aires dos Santos,br BRA,DF,32.0,12.6,0,3,0,0.0,0.24,0.0,0.0,,6.7,0,0,0,0.4,0.4,0.14,-0.4,-0.4,Matches
Wellington Silva,br BRA,FW,30.0,14.8,1,20,6,30.0,1.35,0.4,0.05,0.17,18.3,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Pablo Ceppelini,uy URU,MF,31.0,11.1,0,20,8,40.0,1.81,0.72,0.0,0.0,22.3,2,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
Filipe Augusto,br BRA,MF,29.0,11.8,0,9,2,22.2,0.76,0.17,0.0,0.0,30.7,3,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Isidro Pitta,py PAR,FW,23.0,9.1,5,20,6,30.0,2.19,0.66,0.2,0.67,18.2,0,1,1,3.5,2.7,0.14,1.5,1.3,Matches
Lucas Mineiro,br BRA,MF,26.0,6.8,0,5,0,0.0,0.74,0.0,0.0,,21.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Derik Lacerda,br BRA,"FW,MF",23.0,7.3,1,19,3,15.8,2.6,0.41,0.05,0.33,14.8,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
Patric Calmon,br BRA,DF,28.0,5.8,0,2,1,50.0,0.35,0.17,0.0,0.0,21.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Emerson Negueba,br BRA,FW,22.0,5.4,0,12,4,33.3,2.23,0.74,0.0,0.0,20.2,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Matheusinho,br BRA,DF,24.0,4.8,1,5,2,40.0,1.04,0.42,0.2,0.5,21.3,0,0,0,0.8,0.8,0.15,0.2,0.2,Matches
Ronald,br BRA,MF,25.0,6.5,2,14,5,35.7,2.15,0.77,0.14,0.4,26.9,3,0,0,0.8,0.8,0.06,1.2,1.2,Matches
Iury de Castilho,br BRA,FW,27.0,4.4,0,12,4,33.3,2.71,0.9,0.0,0.0,18.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Uendel,br BRA,DF,34.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
João Carlos,br BRA,GK,34.0,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolás Quagliata,uy URU,"FW,MF",23.0,2.6,0,6,0,0.0,2.32,0.0,0.0,,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Pablinho,br BRA,FW,19.0,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rafael Gava,br BRA,MF,29.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Vitão,br BRA,DF,22.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ricardo,br BRA,MF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.1,38.0,39,440,131,29.8,11.58,3.45,0.07,0.24,20.1,16,7,8,38.6,32.6,0.08,0.4,-0.6,
Opponent Total,,,27.6,38.0,37,465,147,31.6,12.24,3.87,0.07,0.22,19.0,13,4,4,42.2,39.0,0.09,-5.2,-6.0,
