Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Marllon Borges,br BRA,DF,30.0,36.0,1776,251,880,874,28,19,1776,8,6,75.0,2,25.0,908,4161,2595,12,3,0,12,1,1071,1,Matches
Walter,br BRA,GK,35.0,35.0,979,864,977,2,0,0,979,0,0,,0,,474,2960,2227,0,0,0,0,0,320,0,Matches
Deyverson,br BRA,FW,31.0,32.3,980,44,99,453,438,150,976,55,24,43.6,23,41.8,453,1733,651,17,14,12,77,25,697,152,Matches
Raniele,br BRA,"MF,DF",26.0,32.1,1514,141,434,901,206,34,1514,33,14,42.4,12,36.4,761,4164,2084,37,28,4,37,17,865,38,Matches
Matheus Alexandre,br BRA,DF,23.0,33.1,1868,101,605,909,363,24,1868,38,19,50.0,17,44.7,857,4194,2273,41,23,5,37,20,955,97,Matches
Alan Empereur,br BRA,DF,28.0,32.8,1910,223,895,957,69,16,1910,9,9,100.0,0,0.0,1081,6373,4285,31,16,2,21,8,1247,7,Matches
Rikelme,br BRA,DF,19.0,26.0,1375,101,435,604,343,17,1375,18,9,50.0,8,44.4,592,2402,1247,22,22,4,28,9,690,97,Matches
Denilson,br BRA,MF,21.0,21.2,1301,16,184,778,361,15,1301,55,38,69.1,10,18.2,806,4419,1791,35,40,7,41,35,928,63,Matches
Jonathan Cafu,br BRA,"FW,MF",31.0,19.0,777,10,80,329,380,48,777,57,26,45.6,24,42.1,487,2557,1070,39,17,10,65,33,554,169,Matches
Clayson,br BRA,"FW,MF",27.0,18.2,819,8,100,337,396,42,816,46,13,28.3,25,54.3,488,3070,1493,50,29,13,35,21,578,124,Matches
Fernando Sobral,br BRA,MF,28.0,21.1,1177,29,225,630,333,13,1177,40,24,60.0,8,20.0,671,3982,2072,55,44,4,29,24,786,76,Matches
Allyson Aires dos Santos,br BRA,DF,32.0,12.6,626,105,346,271,12,7,626,4,4,100.0,0,0.0,336,1695,879,5,0,0,13,0,368,0,Matches
Wellington Silva,br BRA,FW,30.0,14.8,596,12,88,223,305,53,596,89,51,57.3,26,29.2,381,3299,1801,64,52,20,32,9,405,109,Matches
Pablo Ceppelini,uy URU,MF,31.0,11.1,699,12,78,332,298,10,699,7,3,42.9,4,57.1,344,1389,746,23,21,1,12,6,419,58,Matches
Filipe Augusto,br BRA,MF,29.0,11.8,929,45,213,594,124,3,929,26,17,65.4,5,19.2,492,2721,1198,9,17,0,17,19,656,16,Matches
Isidro Pitta,py PAR,FW,23.0,9.1,319,9,30,125,167,42,318,17,8,47.1,8,47.1,212,1172,540,23,18,13,26,19,282,77,Matches
Lucas Mineiro,br BRA,MF,26.0,6.8,282,11,39,167,79,8,282,8,4,50.0,3,37.5,138,707,312,5,2,2,8,3,188,25,Matches
Derik Lacerda,br BRA,"FW,MF",23.0,7.3,250,2,40,91,127,22,250,32,16,50.0,9,28.1,170,1365,715,19,22,6,17,12,191,52,Matches
Patric Calmon,br BRA,DF,28.0,5.8,351,16,90,157,110,6,351,8,6,75.0,1,12.5,162,948,560,14,9,1,7,1,185,30,Matches
Emerson Negueba,br BRA,FW,22.0,5.4,216,3,23,92,109,19,216,18,10,55.6,8,44.4,140,895,391,9,11,2,17,8,156,50,Matches
Matheusinho,br BRA,DF,24.0,4.8,288,19,81,134,76,8,288,8,5,62.5,2,25.0,131,680,436,11,10,2,13,1,160,20,Matches
Ronald,br BRA,MF,25.0,6.5,450,13,77,214,167,10,450,17,8,47.1,7,41.2,257,1720,846,24,24,0,18,15,296,21,Matches
Iury de Castilho,br BRA,FW,27.0,4.4,148,1,19,58,76,16,148,21,14,66.7,5,23.8,87,723,292,11,8,2,12,4,91,26,Matches
Uendel,br BRA,DF,34.0,4.0,170,14,43,75,55,1,170,3,0,0.0,3,100.0,76,320,212,6,3,0,2,1,97,10,Matches
João Carlos,br BRA,GK,34.0,3.0,72,67,72,0,0,0,72,0,0,,0,,32,168,138,0,0,0,0,0,22,0,Matches
Nicolás Quagliata,uy URU,"FW,MF",23.0,2.6,180,3,27,64,92,10,180,19,9,47.4,7,36.8,116,650,343,13,10,3,5,2,128,28,Matches
Pablinho,br BRA,FW,19.0,0.4,13,0,1,9,4,0,13,1,0,0.0,1,100.0,7,53,2,0,1,0,2,0,8,2,Matches
Rafael Gava,br BRA,MF,29.0,0.2,7,0,3,2,2,0,7,0,0,,0,,4,25,20,1,1,0,0,0,4,0,Matches
Vitão,br BRA,DF,22.0,0.1,2,2,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Ricardo,br BRA,MF,20.0,0.1,4,0,0,4,0,0,4,0,0,,0,,4,24,13,0,1,0,0,0,4,0,Matches
Squad Total,,,28.1,38.0,20078,2122,6186,9386,4720,593,20070,637,337,52.9,218,34.2,10667,58569,31232,576,446,113,583,293,12351,1348,
Opponent Total,,,27.6,38.0,24440,2282,7141,11541,5963,714,24436,827,440,53.2,328,39.7,14105,73085,35783,635,524,133,519,315,16913,1737,
