Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Rodrigo Rey,ar ARG,GK,31.0,27.0,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1,2.0,8.0,0.0,Matches
Ayrton Costa,ar ARG,DF,23.0,24.0,71.0,45,34.0,29.0,8.0,32.0,75.0,42.7,43.0,35.0,4.0,31.0,48,119.0,52.0,0.0,Matches
Martín Cauteruccio,uy URU,FW,35.0,23.8,10.0,8,1.0,6.0,3.0,3.0,16.0,18.8,13.0,9.0,4.0,5.0,7,17.0,18.0,0.0,Matches
Cristian Báez,py PAR,DF,32.0,22.5,33.0,18,22.0,9.0,2.0,16.0,22.0,72.7,6.0,19.0,11.0,8.0,34,67.0,96.0,0.0,Matches
Iván Marcone,ar ARG,MF,32.0,20.3,40.0,26,21.0,18.0,1.0,20.0,44.0,45.5,24.0,27.0,8.0,19.0,19,59.0,27.0,0.0,Matches
Mateo Barcia,uy URU,"DF,MF",21.0,18.0,71.0,50,34.0,32.0,5.0,23.0,56.0,41.1,33.0,24.0,3.0,21.0,19,90.0,34.0,0.0,Matches
Matías Giménez,ar ARG,"FW,MF",23.0,18.4,13.0,8,1.0,6.0,6.0,6.0,11.0,54.5,5.0,21.0,1.0,20.0,6,19.0,20.0,0.0,Matches
Sergio Ortíz,ar ARG,MF,21.0,16.2,66.0,41,18.0,37.0,11.0,30.0,60.0,50.0,30.0,36.0,5.0,31.0,16,82.0,15.0,0.0,Matches
Sergio Barreto,ar ARG,DF,23.0,12.9,22.0,17,13.0,9.0,0.0,14.0,22.0,63.6,8.0,22.0,9.0,13.0,22,44.0,53.0,3.0,Matches
Javier Vallejo,ar ARG,"MF,FW",19.0,12.7,16.0,8,5.0,8.0,3.0,10.0,21.0,47.6,11.0,16.0,1.0,15.0,4,20.0,10.0,0.0,Matches
Edgar Elizalde,uy URU,DF,22.0,12.6,23.0,16,14.0,9.0,0.0,10.0,15.0,66.7,5.0,16.0,11.0,5.0,22,45.0,51.0,2.0,Matches
Brian Martínez,ar ARG,"FW,MF",23.0,12.0,,9,,,,,,,,,,,12,,,,Matches
Luciano Gómez,ar ARG,DF,26.0,7.8,20.0,14,12.0,6.0,2.0,11.0,15.0,73.3,4.0,6.0,3.0,3.0,10,30.0,15.0,0.0,Matches
Joaquín Laso,ar ARG,DF,32.0,10.3,17.0,12,13.0,4.0,0.0,9.0,15.0,60.0,6.0,10.0,2.0,8.0,23,40.0,46.0,1.0,Matches
Kevin Lopez,ar ARG,MF,21.0,8.3,16.0,14,7.0,5.0,4.0,7.0,14.0,50.0,7.0,17.0,2.0,15.0,8,24.0,8.0,0.0,Matches
Martín Sarrafiore,ar ARG,MF,25.0,7.9,19.0,14,6.0,12.0,1.0,12.0,24.0,50.0,12.0,12.0,2.0,10.0,6,25.0,3.0,0.0,Matches
Agustín Mulet,ar ARG,MF,22.0,6.3,13.0,10,3.0,9.0,1.0,3.0,12.0,25.0,9.0,5.0,0.0,5.0,6,19.0,12.0,0.0,Matches
Juan Cazares,ec ECU,"MF,FW",30.0,7.4,8.0,5,0.0,7.0,1.0,3.0,8.0,37.5,5.0,7.0,0.0,7.0,2,10.0,2.0,0.0,Matches
Damián Pérez,ar ARG,DF,34.0,4.8,10.0,5,4.0,6.0,0.0,5.0,9.0,55.6,4.0,10.0,3.0,7.0,7,17.0,14.0,0.0,Matches
Javier Osatchuk,ar ARG,DF,22.0,4.8,9.0,5,3.0,5.0,1.0,6.0,15.0,40.0,9.0,4.0,0.0,4.0,9,18.0,9.0,0.0,Matches
Mauricio Cuero,co COL,"MF,FW",30.0,4.5,6.0,6,4.0,1.0,1.0,4.0,10.0,40.0,6.0,0.0,0.0,0.0,3,9.0,2.0,0.0,Matches
Rodrigo Márquez,ar ARG,"FW,MF",20.0,3.0,4.0,1,2.0,2.0,0.0,1.0,3.0,33.3,2.0,3.0,1.0,2.0,0,4.0,2.0,0.0,Matches
Santiago Salle,ar ARG,"DF,MF",18.0,2.8,8.0,5,1.0,4.0,3.0,5.0,8.0,62.5,3.0,4.0,0.0,4.0,2,10.0,3.0,1.0,Matches
Tomás Pozzo,ar ARG,"FW,MF",22.0,2.2,10.0,5,5.0,3.0,2.0,6.0,10.0,60.0,4.0,3.0,1.0,2.0,0,10.0,1.0,0.0,Matches
Tomás Rambert,ar ARG,"MF,DF",19.0,0.9,2.0,1,0.0,1.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,2.0,1.0,0.0,Matches
Santiago Hidalgo,ar ARG,"FW,MF",17.0,1.9,5.0,3,1.0,4.0,0.0,2.0,8.0,25.0,6.0,4.0,0.0,4.0,2,7.0,1.0,0.0,Matches
Rodrigo Atencio,ar ARG,"MF,FW",20.0,1.0,3.0,2,2.0,1.0,0.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,0,3.0,0.0,0.0,Matches
David Martínez,,MF,,0.7,,5,,,,,,,,,,,1,,,,Matches
Agustin Quiroga,ar ARG,DF,20.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,Matches
Santiago López,ar ARG,MF,16.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.9,27.0,516.0,354,227.0,233.0,56.0,242.0,501.0,48.3,259.0,313.0,71.0,242.0,289,805.0,504.0,7.0,
Opponent Total,,,27.3,27.0,509.0,323,267.0,198.0,44.0,239.0,544.0,43.9,305.0,305.0,83.0,222.0,257,766.0,600.0,5.0,
