Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Rodrigo Rey,ar ARG,GK,31.0,27.0,738.0,610.0,734.0,5.0,0.0,0.0,738.0,0.0,0.0,,0.0,,320.0,2130.0,1500.0,0.0,0.0,0.0,1.0,0.0,173.0,0.0,Matches
Ayrton Costa,ar ARG,DF,23.0,24.0,1427.0,54.0,427.0,642.0,371.0,42.0,1427.0,55.0,21.0,38.2,29.0,52.7,527.0,2828.0,1414.0,39.0,40.0,7.0,31.0,15.0,555.0,88.0,Matches
Martín Cauteruccio,uy URU,FW,35.0,23.8,606.0,25.0,55.0,271.0,286.0,87.0,599.0,35.0,21.0,60.0,14.0,40.0,318.0,1413.0,502.0,20.0,13.0,6.0,45.0,30.0,406.0,115.0,Matches
Cristian Báez,py PAR,DF,32.0,22.5,1127.0,119.0,564.0,506.0,61.0,10.0,1127.0,9.0,6.0,66.7,3.0,33.3,494.0,2064.0,1062.0,8.0,7.0,1.0,13.0,6.0,502.0,12.0,Matches
Iván Marcone,ar ARG,MF,32.0,20.3,1103.0,41.0,237.0,787.0,100.0,12.0,1103.0,25.0,16.0,64.0,9.0,36.0,601.0,2659.0,1106.0,11.0,8.0,0.0,32.0,9.0,588.0,12.0,Matches
Mateo Barcia,uy URU,"DF,MF",21.0,18.0,792.0,38.0,196.0,362.0,254.0,33.0,792.0,74.0,46.0,62.2,24.0,32.4,366.0,2540.0,1266.0,38.0,24.0,11.0,51.0,20.0,363.0,60.0,Matches
Matías Giménez,ar ARG,"FW,MF",23.0,18.4,727.0,23.0,48.0,334.0,354.0,73.0,726.0,51.0,32.0,62.7,17.0,33.3,451.0,2274.0,826.0,28.0,25.0,10.0,79.0,50.0,548.0,124.0,Matches
Sergio Ortíz,ar ARG,MF,21.0,16.2,743.0,26.0,139.0,454.0,165.0,8.0,743.0,31.0,20.0,64.5,10.0,32.3,320.0,1478.0,655.0,12.0,21.0,2.0,28.0,22.0,324.0,14.0,Matches
Sergio Barreto,ar ARG,DF,23.0,12.9,606.0,75.0,315.0,275.0,22.0,14.0,606.0,0.0,0.0,,0.0,,279.0,1537.0,949.0,0.0,2.0,0.0,3.0,1.0,282.0,3.0,Matches
Javier Vallejo,ar ARG,"MF,FW",19.0,12.7,458.0,10.0,49.0,173.0,250.0,52.0,458.0,59.0,23.0,39.0,27.0,45.8,279.0,1844.0,721.0,31.0,23.0,14.0,31.0,21.0,282.0,97.0,Matches
Edgar Elizalde,uy URU,DF,22.0,12.6,702.0,66.0,298.0,371.0,41.0,13.0,702.0,9.0,4.0,44.4,3.0,33.3,346.0,1977.0,1205.0,10.0,6.0,1.0,11.0,4.0,325.0,6.0,Matches
Brian Martínez,ar ARG,"FW,MF",23.0,12.0,,,,,,,,,,,,,,,,,,,,,,,Matches
Luciano Gómez,ar ARG,DF,26.0,7.8,404.0,20.0,109.0,204.0,96.0,4.0,404.0,6.0,2.0,33.3,3.0,50.0,178.0,922.0,494.0,13.0,10.0,1.0,7.0,8.0,172.0,35.0,Matches
Joaquín Laso,ar ARG,DF,32.0,10.3,556.0,61.0,303.0,241.0,19.0,4.0,556.0,5.0,5.0,100.0,0.0,0.0,220.0,1289.0,850.0,5.0,3.0,0.0,6.0,2.0,223.0,2.0,Matches
Kevin Lopez,ar ARG,MF,21.0,8.3,507.0,10.0,66.0,301.0,156.0,1.0,507.0,37.0,26.0,70.3,10.0,27.0,302.0,2098.0,1089.0,33.0,26.0,0.0,20.0,10.0,303.0,18.0,Matches
Martín Sarrafiore,ar ARG,MF,25.0,7.9,437.0,6.0,50.0,254.0,140.0,9.0,437.0,18.0,8.0,44.4,10.0,55.6,231.0,1447.0,693.0,11.0,14.0,1.0,18.0,9.0,256.0,26.0,Matches
Agustín Mulet,ar ARG,MF,22.0,6.3,242.0,8.0,49.0,167.0,29.0,4.0,242.0,4.0,2.0,50.0,2.0,50.0,105.0,437.0,203.0,2.0,2.0,0.0,4.0,1.0,124.0,5.0,Matches
Juan Cazares,ec ECU,"MF,FW",30.0,7.4,395.0,0.0,25.0,231.0,143.0,11.0,395.0,13.0,10.0,76.9,2.0,15.4,227.0,980.0,489.0,10.0,8.0,3.0,19.0,10.0,265.0,39.0,Matches
Damián Pérez,ar ARG,DF,34.0,4.8,280.0,17.0,72.0,130.0,81.0,0.0,280.0,3.0,2.0,66.7,1.0,33.3,113.0,486.0,298.0,4.0,5.0,0.0,6.0,5.0,116.0,13.0,Matches
Javier Osatchuk,ar ARG,DF,22.0,4.8,296.0,10.0,82.0,158.0,58.0,2.0,296.0,7.0,2.0,28.6,4.0,57.1,140.0,585.0,283.0,3.0,6.0,0.0,11.0,4.0,146.0,9.0,Matches
Mauricio Cuero,co COL,"MF,FW",30.0,4.5,168.0,1.0,12.0,73.0,90.0,10.0,168.0,19.0,10.0,52.6,9.0,47.4,105.0,982.0,529.0,19.0,11.0,5.0,13.0,5.0,109.0,30.0,Matches
Rodrigo Márquez,ar ARG,"FW,MF",20.0,3.0,144.0,3.0,18.0,56.0,74.0,8.0,144.0,32.0,18.0,56.3,13.0,40.6,93.0,761.0,428.0,17.0,9.0,6.0,13.0,5.0,103.0,26.0,Matches
Santiago Salle,ar ARG,"DF,MF",18.0,2.8,132.0,2.0,20.0,62.0,51.0,5.0,132.0,15.0,4.0,26.7,7.0,46.7,61.0,513.0,245.0,10.0,11.0,0.0,11.0,4.0,58.0,9.0,Matches
Tomás Pozzo,ar ARG,"FW,MF",22.0,2.2,121.0,2.0,16.0,56.0,49.0,2.0,121.0,9.0,4.0,44.4,5.0,55.6,66.0,443.0,224.0,6.0,9.0,0.0,8.0,4.0,80.0,9.0,Matches
Tomás Rambert,ar ARG,"MF,DF",19.0,0.9,15.0,1.0,1.0,6.0,8.0,0.0,15.0,5.0,2.0,40.0,2.0,40.0,10.0,85.0,26.0,0.0,1.0,0.0,4.0,0.0,10.0,1.0,Matches
Santiago Hidalgo,ar ARG,"FW,MF",17.0,1.9,78.0,2.0,8.0,42.0,29.0,13.0,78.0,10.0,7.0,70.0,2.0,20.0,42.0,214.0,75.0,2.0,2.0,0.0,12.0,3.0,48.0,11.0,Matches
