Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Rodrigo Rey,ar ARG,GK,31.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Ayrton Costa,ar ARG,DF,23.0,24,24,2160.0,24.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.6,1.6,1.6,3.2,39.0,99.0,88.0,0.04,0.04,0.08,0.04,0.08,0.06,0.07,0.13,0.06,0.13,Matches
Martín Cauteruccio,uy URU,FW,35.0,27,24,2146.0,23.8,11.0,1.0,12.0,5.0,6.0,7.0,0.0,0.0,11.1,5.6,1.9,7.5,20.0,32.0,115.0,0.46,0.04,0.5,0.21,0.25,0.47,0.08,0.54,0.24,0.31,Matches
Cristian Báez,py PAR,DF,32.0,23,23,2025.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.0,0.5,8.0,66.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Iván Marcone,ar ARG,MF,32.0,22,20,1824.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.3,0.7,11.0,103.0,12.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,Matches
Mateo Barcia,uy URU,"DF,MF",21.0,25,19,1617.0,18.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,1.0,1.7,1.7,2.3,4.0,38.0,37.0,60.0,0.06,0.11,0.17,0.06,0.17,0.1,0.13,0.23,0.1,0.23,Matches
Matías Giménez,ar ARG,"FW,MF",23.0,26,18,1655.0,18.4,4.0,2.0,6.0,3.0,1.0,1.0,4.0,0.0,5.6,4.8,2.1,6.8,28.0,50.0,124.0,0.22,0.11,0.33,0.16,0.27,0.3,0.11,0.41,0.26,0.37,Matches
Sergio Ortíz,ar ARG,MF,21.0,21,17,1461.0,16.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.8,0.8,0.4,1.2,12.0,53.0,14.0,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07,Matches
Sergio Barreto,ar ARG,DF,23.0,14,14,1164.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.7,0.7,0.6,1.4,0.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,Matches
Javier Vallejo,ar ARG,"MF,FW",19.0,20,13,1145.0,12.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,2.1,2.1,0.7,2.8,31.0,19.0,97.0,0.08,0.0,0.08,0.08,0.08,0.17,0.05,0.22,0.17,0.22,Matches
