Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Rodrigo Rey,ar ARG,GK,31.0,27.0,5.0,0.19,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ayrton Costa,ar ARG,DF,23.0,24.0,49.0,2.04,25.0,8.0,3.0,8.0,4.0,1.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Martín Cauteruccio,uy URU,FW,35.0,23.8,42.0,1.76,31.0,0.0,5.0,3.0,3.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Báez,py PAR,DF,32.0,22.5,6.0,0.27,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iván Marcone,ar ARG,MF,32.0,20.3,36.0,1.78,32.0,3.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,Matches
Mateo Barcia,uy URU,"DF,MF",21.0,18.0,32.0,1.78,22.0,1.0,5.0,0.0,3.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Giménez,ar ARG,"FW,MF",23.0,18.4,55.0,2.99,37.0,0.0,5.0,7.0,6.0,0.0,4.0,0.22,3.0,0.0,0.0,0.0,1.0,0.0,Matches
Sergio Ortíz,ar ARG,MF,21.0,16.2,25.0,1.54,15.0,3.0,1.0,4.0,1.0,1.0,6.0,0.37,3.0,0.0,0.0,2.0,0.0,1.0,Matches
Sergio Barreto,ar ARG,DF,23.0,12.9,13.0,1.01,7.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Javier Vallejo,ar ARG,"MF,FW",19.0,12.7,28.0,2.2,13.0,7.0,3.0,1.0,4.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Edgar Elizalde,uy URU,DF,22.0,12.6,9.0,0.72,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Brian Martínez,ar ARG,"FW,MF",23.0,12.0,,,,,,,,,,,,,,,,,Matches
Luciano Gómez,ar ARG,DF,26.0,7.8,18.0,2.3,14.0,2.0,1.0,0.0,1.0,0.0,3.0,0.38,1.0,0.0,1.0,0.0,1.0,0.0,Matches
Joaquín Laso,ar ARG,DF,32.0,10.3,4.0,0.39,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Lopez,ar ARG,MF,21.0,8.3,23.0,2.76,18.0,1.0,3.0,0.0,0.0,1.0,3.0,0.36,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Martín Sarrafiore,ar ARG,MF,25.0,7.9,19.0,2.39,15.0,2.0,0.0,1.0,1.0,0.0,2.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Agustín Mulet,ar ARG,MF,22.0,6.3,3.0,0.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
