Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Rodrigo Rey,ar ARG,GK,31.0,27.0,0,0,0,0,7,0,0,1,1,0.0,0.0,0,19.0,8.0,0.0,100.0,Matches
Ayrton Costa,ar ARG,DF,23.0,24.0,10,0,0,39,26,1,51,48,45,0.0,0.0,0,124.0,72.0,32.0,69.2,Matches
Martín Cauteruccio,uy URU,FW,35.0,23.8,0,0,0,15,16,25,9,7,8,0.0,0.0,0,50.0,36.0,64.0,36.0,Matches
Cristian Báez,py PAR,DF,32.0,22.5,3,0,0,21,13,2,13,34,18,0.0,0.0,0,144.0,43.0,26.0,62.3,Matches
Iván Marcone,ar ARG,MF,32.0,20.3,4,1,0,20,16,0,5,19,26,0.0,0.0,0,237.0,17.0,22.0,43.6,Matches
Mateo Barcia,uy URU,"DF,MF",21.0,18.0,7,1,1,39,25,1,55,19,50,0.0,1.0,0,111.0,32.0,30.0,51.6,Matches
Matías Giménez,ar ARG,"FW,MF",23.0,18.4,4,0,0,29,33,4,17,6,8,1.0,0.0,0,75.0,48.0,118.0,28.9,Matches
Sergio Ortíz,ar ARG,MF,21.0,16.2,7,0,0,38,18,0,37,16,41,0.0,0.0,0,124.0,27.0,19.0,58.7,Matches
Sergio Barreto,ar ARG,DF,23.0,12.9,4,1,0,19,12,0,1,22,17,0.0,1.0,0,75.0,35.0,24.0,59.3,Matches
Javier Vallejo,ar ARG,"MF,FW",19.0,12.7,4,1,1,24,35,3,63,4,8,0.0,1.0,0,72.0,12.0,24.0,33.3,Matches
Edgar Elizalde,uy URU,DF,22.0,12.6,4,1,0,16,8,0,6,22,16,0.0,1.0,0,88.0,40.0,37.0,51.9,Matches
Brian Martínez,ar ARG,"FW,MF",23.0,12.0,2,0,0,14,26,0,52,12,9,,,0,,,,,Matches
Luciano Gómez,ar ARG,DF,26.0,7.8,3,0,0,12,12,0,33,10,14,1.0,1.0,0,59.0,4.0,7.0,36.4,Matches
Joaquín Laso,ar ARG,DF,32.0,10.3,6,1,1,11,7,0,3,23,12,0.0,0.0,1,83.0,16.0,19.0,45.7,Matches
Kevin Lopez,ar ARG,MF,21.0,8.3,2,0,0,20,10,0,14,8,14,0.0,0.0,0,81.0,5.0,14.0,26.3,Matches
Martín Sarrafiore,ar ARG,MF,25.0,7.9,5,0,0,8,9,0,27,6,14,0.0,0.0,0,48.0,12.0,16.0,42.9,Matches
Agustín Mulet,ar ARG,MF,22.0,6.3,1,0,0,9,7,0,1,6,10,0.0,0.0,0,27.0,9.0,9.0,50.0,Matches
Juan Cazares,ec ECU,"MF,FW",30.0,7.4,0,0,0,4,2,1,32,2,5,0.0,0.0,0,35.0,4.0,6.0,40.0,Matches
Damián Pérez,ar ARG,DF,34.0,4.8,4,1,1,9,4,0,15,7,5,0.0,0.0,0,27.0,6.0,9.0,40.0,Matches
Javier Osatchuk,ar ARG,DF,22.0,4.8,1,1,0,11,5,0,6,9,5,0.0,1.0,0,30.0,9.0,8.0,52.9,Matches
Mauricio Cuero,co COL,"MF,FW",30.0,4.5,0,0,0,3,9,0,32,3,6,0.0,0.0,0,18.0,0.0,7.0,0.0,Matches
Rodrigo Márquez,ar ARG,"FW,MF",20.0,3.0,0,0,0,7,5,0,19,0,1,0.0,0.0,0,15.0,2.0,7.0,22.2,Matches
Santiago Salle,ar ARG,"DF,MF",18.0,2.8,0,0,0,5,5,0,6,2,5,0.0,0.0,0,10.0,6.0,7.0,46.2,Matches
Tomás Pozzo,ar ARG,"FW,MF",22.0,2.2,1,0,0,6,4,0,7,0,5,0.0,0.0,0,13.0,1.0,4.0,20.0,Matches
Tomás Rambert,ar ARG,"MF,DF",19.0,0.9,1,0,0,4,3,1,0,0,1,0.0,0.0,0,1.0,0.0,3.0,0.0,Matches
Santiago Hidalgo,ar ARG,"FW,MF",17.0,1.9,1,0,0,5,3,2,2,2,3,0.0,0.0,0,11.0,4.0,14.0,22.2,Matches
Rodrigo Atencio,ar ARG,"MF,FW",20.0,1.0,0,0,0,3,4,0,8,0,2,0.0,0.0,0,10.0,0.0,4.0,0.0,Matches
David Martínez,,MF,,0.7,0,0,0,0,1,0,0,1,5,,,0,,,,,Matches
Agustin Quiroga,ar ARG,DF,20.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
Santiago López,ar ARG,MF,16.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,,Matches
Squad Total,,,26.9,27.0,74,8,4,391,326,40,514,289,354,2.0,6.0,1,1587.0,448.0,530.0,45.8,
Opponent Total,,,27.3,27.0,84,7,1,355,363,42,443,257,323,4.0,8.0,2,1622.0,559.0,453.0,55.2,
