Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Ricardo Velho,pt POR,GK,25-132,14.0,1,0,0,0,2,0,0,0,0,0,0,0,7,7,0,100.0,Matches
Talocha,pt POR,DF,34-122,13.8,2,0,0,11,14,0,48,15,15,0,0,0,51,24,17,58.5,Matches
Claudio Falcão,br BRA,MF,29-180,13.6,3,0,0,30,11,0,3,27,22,0,0,0,98,22,26,45.8,Matches
Mattheus Oliveira,br BRA,MF,29-176,11.7,4,0,0,16,20,1,50,12,12,0,0,0,75,19,16,54.3,Matches
Gonçalo Silva,pt POR,DF,32-209,12.2,1,1,0,7,1,2,1,17,9,0,1,0,57,25,19,56.8,Matches
Bachir Belloumi,dz ALG,"FW,MF",21-212,10.6,2,0,0,8,8,3,24,10,12,0,0,0,60,18,13,58.1,Matches
David Pastor,br BRA,DF,23-313,11.9,4,0,0,20,10,0,18,21,13,0,0,0,79,15,31,32.6,Matches
Marco Matias,pt POR,"FW,MF",34-234,9.9,3,0,0,16,26,6,44,7,9,1,0,0,41,3,9,25.0,Matches
Bruno Duarte,br BRA,FW,27-281,10.0,1,0,0,18,9,2,9,4,2,1,0,0,25,43,93,31.6,Matches
Zach Muscat,mt MLT,DF,30-130,8.8,1,1,0,8,4,0,0,6,2,0,0,0,20,25,14,64.1,Matches
Fabrício Isidoro,br BRA,MF,31-336,8.6,4,1,1,20,23,0,10,10,5,0,0,0,51,7,15,31.8,Matches
Rui Costa,pt POR,"FW,MF",27-313,6.0,2,0,0,6,13,6,6,0,1,0,0,0,28,12,28,30.0,Matches
Artur Jorge Marques Amorim,pt POR,DF,29-138,5.4,3,0,0,9,1,0,0,7,4,1,1,1,22,9,9,50.0,Matches
Vítor Gonçalves,pt POR,MF,31-276,4.3,0,0,0,7,11,1,8,4,4,0,0,0,23,8,5,61.5,Matches
Elves Baldé,pt POR,"FW,MF",24-089,2.3,0,0,0,2,4,0,26,0,2,0,0,0,7,1,0,100.0,Matches
Fran Delgado,es ESP,DF,22-172,2.1,0,0,0,3,1,0,4,1,0,0,1,0,10,2,0,100.0,Matches
Igor Rossi Branco,br BRA,DF,34-295,1.4,1,0,0,3,2,0,0,2,1,0,0,0,2,11,5,68.8,Matches
Rafael Barbosa,pt POR,"FW,MF",27-276,2.3,1,0,0,1,6,0,13,1,1,0,0,0,14,0,4,0.0,Matches
Zé Luís,cv CPV,"FW,MF",32-340,1.5,1,0,0,3,0,0,1,1,2,0,1,0,6,14,6,70.0,Matches
Facundo Cáseres,ar ARG,"MF,DF",22-216,1.1,1,0,0,3,3,0,0,1,0,0,0,0,2,2,2,50.0,Matches
Cristian Ponde,pt POR,MF,28-338,0.5,0,0,0,3,0,0,1,0,1,0,0,0,4,1,1,50.0,Matches
André Seruca,pt POR,MF,23-062,0.4,0,0,0,6,1,0,1,0,2,0,0,0,3,3,4,42.9,Matches
Talys Oliveira,br BRA,DF,24-323,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
Squad Total,,,29.0,14.0,35,3,1,200,170,21,267,146,120,3,4,1,685,271,317,46.1,
Opponent Total,,,26.8,14.0,34,0,0,178,190,21,418,101,100,3,4,0,743,317,270,54.0,
