Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Ricardo Velho,pt POR,GK,25-132,14.0,3,0.21,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Talocha,pt POR,DF,34-122,13.8,27,1.95,19,3,2,2,0,1,2,0.14,2,0,0,0,0,0,Matches
Claudio Falcão,br BRA,MF,29-180,13.6,19,1.4,17,0,0,1,1,0,2,0.15,1,0,0,1,0,0,Matches
Mattheus Oliveira,br BRA,MF,29-176,11.7,36,3.08,21,7,0,2,3,3,3,0.26,1,1,0,0,1,0,Matches
Gonçalo Silva,pt POR,DF,32-209,12.2,3,0.25,2,1,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Bachir Belloumi,dz ALG,"FW,MF",21-212,10.6,32,3.02,26,0,1,2,3,0,4,0.38,3,0,0,1,0,0,Matches
David Pastor,br BRA,DF,23-313,11.9,16,1.34,14,1,0,0,0,1,1,0.08,1,0,0,0,0,0,Matches
Marco Matias,pt POR,"FW,MF",34-234,9.9,27,2.72,15,8,2,1,1,0,5,0.5,1,2,0,1,1,0,Matches
Bruno Duarte,br BRA,FW,27-281,10.0,25,2.49,20,0,2,2,1,0,4,0.4,2,0,1,0,1,0,Matches
Zach Muscat,mt MLT,DF,30-130,8.8,3,0.34,2,0,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches
Fabrício Isidoro,br BRA,MF,31-336,8.6,18,2.08,14,0,1,0,3,0,5,0.58,3,0,0,0,2,0,Matches
Rui Costa,pt POR,"FW,MF",27-313,6.0,17,2.83,11,0,3,1,2,0,7,1.16,5,0,2,0,0,0,Matches
Artur Jorge Marques Amorim,pt POR,DF,29-138,5.4,1,0.19,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Vítor Gonçalves,pt POR,MF,31-276,4.3,15,3.45,11,0,0,0,3,1,0,0.0,0,0,0,0,0,0,Matches
Elves Baldé,pt POR,"FW,MF",24-089,2.3,6,2.6,4,1,1,0,0,0,1,0.43,0,1,0,0,0,0,Matches
Fran Delgado,es ESP,DF,22-172,2.1,3,1.44,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Igor Rossi Branco,br BRA,DF,34-295,1.4,2,1.44,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Barbosa,pt POR,"FW,MF",27-276,2.3,5,2.16,3,1,0,0,1,0,1,0.43,0,0,0,0,1,0,Matches
Zé Luís,cv CPV,"FW,MF",32-340,1.5,3,2.01,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Facundo Cáseres,ar ARG,"MF,DF",22-216,1.1,1,0.89,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristian Ponde,pt POR,MF,28-338,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
André Seruca,pt POR,MF,23-062,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Talys Oliveira,br BRA,DF,24-323,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,29.0,14.0,262,18.71,188,23,12,13,20,6,37,2.64,21,4,3,3,6,0,
Opponent Total,,,26.8,14.0,497,35.5,353,53,23,39,23,6,29,2.07,19,1,1,4,3,1,
