Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Ricardo Velho,pt POR,GK,25-132,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,Matches
Talocha,pt POR,DF,34-122,13.8,20,15,13,6,1,13,16,81.3,3,20,7,13,15,35,58,0,Matches
Claudio Falcão,br BRA,MF,29-180,13.6,37,22,13,24,0,14,35,40.0,21,29,13,16,27,64,56,0,Matches
Mattheus Oliveira,br BRA,MF,29-176,11.7,19,12,6,10,3,7,16,43.8,9,17,2,15,12,31,22,0,Matches
Gonçalo Silva,pt POR,DF,32-209,12.2,10,9,9,1,0,7,10,70.0,3,25,20,5,17,27,92,1,Matches
Bachir Belloumi,dz ALG,"FW,MF",21-212,10.6,18,12,4,11,3,10,21,47.6,11,22,4,18,10,28,14,0,Matches
David Pastor,br BRA,DF,23-313,11.9,21,13,12,9,0,10,25,40.0,15,13,3,10,21,42,34,0,Matches
Marco Matias,pt POR,"FW,MF",34-234,9.9,14,9,7,5,2,4,12,33.3,8,8,0,8,7,21,8,0,Matches
Bruno Duarte,br BRA,FW,27-281,10.0,5,2,1,2,2,3,13,23.1,10,13,4,9,4,9,12,0,Matches
Zach Muscat,mt MLT,DF,30-130,8.8,4,2,1,3,0,1,4,25.0,3,20,14,6,6,10,62,0,Matches
Fabrício Isidoro,br BRA,MF,31-336,8.6,14,5,8,4,2,6,20,30.0,14,11,2,9,10,24,9,0,Matches
Rui Costa,pt POR,"FW,MF",27-313,6.0,2,1,1,1,0,2,2,100.0,0,4,1,3,0,2,2,0,Matches
Artur Jorge Marques Amorim,pt POR,DF,29-138,5.4,7,4,5,2,0,4,5,80.0,1,10,8,2,7,14,37,0,Matches
Vítor Gonçalves,pt POR,MF,31-276,4.3,6,4,1,2,3,2,3,66.7,1,6,1,5,4,10,11,0,Matches
Elves Baldé,pt POR,"FW,MF",24-089,2.3,3,2,1,1,1,2,4,50.0,2,3,1,2,0,3,1,0,Matches
Fran Delgado,es ESP,DF,22-172,2.1,2,0,2,0,0,2,3,66.7,1,2,1,1,1,3,3,0,Matches
Igor Rossi Branco,br BRA,DF,34-295,1.4,2,1,2,0,0,2,3,66.7,1,1,1,0,2,4,14,0,Matches
Rafael Barbosa,pt POR,"FW,MF",27-276,2.3,1,1,0,1,0,1,3,33.3,2,1,0,1,1,2,1,0,Matches
Zé Luís,cv CPV,"FW,MF",32-340,1.5,2,2,0,1,1,1,1,100.0,0,2,2,0,1,3,1,0,Matches
Facundo Cáseres,ar ARG,"MF,DF",22-216,1.1,7,0,4,3,0,2,3,66.7,1,1,1,0,1,8,2,0,Matches
Cristian Ponde,pt POR,MF,28-338,0.5,1,1,1,0,0,0,2,0.0,2,0,0,0,0,1,1,0,Matches
André Seruca,pt POR,MF,23-062,0.4,3,2,3,0,0,2,2,100.0,0,2,0,2,0,3,0,0,Matches
Talys Oliveira,br BRA,DF,24-323,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Squad Total,,,29.0,14.0,199,120,94,87,18,95,203,46.8,108,210,85,125,146,345,447,2,
Opponent Total,,,26.8,14.0,163,100,68,68,27,93,179,52.0,86,154,36,118,101,264,270,7,
