Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Ricardo Velho,pt POR,GK,25-132,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,,0,1.29,22.0,18.0,4.0,0.29,,17.6,25.9,-8.3,-0.59,,Matches
Talocha,pt POR,DF,34-122,14,1244.0,89.0,98.7,13.8,14,89.0,12,0,,0,1.29,22.0,18.0,4.0,0.29,0.29,17.5,25.5,-8.0,-0.58,1.19,Matches
Claudio Falcão,br BRA,MF,29-180,14,1220.0,87.0,96.8,13.6,14,87.0,12,0,,0,1.29,22.0,17.0,5.0,0.37,2.62,17.3,24.6,-7.2,-0.53,1.77,Matches
Mattheus Oliveira,br BRA,MF,29-176,14,1053.0,75.0,83.6,11.7,14,75.0,3,0,,0,1.29,17.0,14.0,3.0,0.26,-0.18,14.2,21.8,-7.6,-0.65,-0.36,Matches
Gonçalo Silva,pt POR,DF,32-209,13,1097.0,84.0,87.1,12.2,13,84.0,12,0,,0,1.31,20.0,15.0,5.0,0.41,0.96,16.1,22.0,-5.8,-0.48,0.88,Matches
Bachir Belloumi,dz ALG,"FW,MF",21-212,14,956.0,68.0,75.9,10.6,13,71.0,0,1,30.0,0,1.29,18.0,13.0,5.0,0.47,0.77,14.1,18.6,-4.5,-0.43,0.68,Matches
David Pastor,br BRA,DF,23-313,13,1072.0,82.0,85.1,11.9,12,88.0,10,1,11.0,0,1.38,18.0,11.0,7.0,0.59,2.02,16.2,20.9,-4.8,-0.4,1.28,Matches
Marco Matias,pt POR,"FW,MF",34-234,13,891.0,69.0,70.7,9.9,11,75.0,2,2,32.0,0,1.15,16.0,9.0,7.0,0.71,1.44,11.6,17.1,-5.5,-0.55,0.14,Matches
Bruno Duarte,br BRA,FW,27-281,14,904.0,65.0,71.7,10.0,10,78.0,3,4,31.0,0,1.29,14.0,14.0,0.0,0.0,-1.01,11.9,20.0,-8.1,-0.81,-0.77,Matches
Zach Muscat,mt MLT,DF,30-130,10,791.0,79.0,62.8,8.8,9,87.0,8,1,8.0,2,1.1,13.0,10.0,3.0,0.34,0.15,10.7,17.2,-6.4,-0.73,-0.38,Matches
Fabrício Isidoro,br BRA,MF,31-336,13,778.0,60.0,61.7,8.6,9,77.0,2,4,22.0,0,1.31,16.0,13.0,3.0,0.35,0.16,11.0,13.5,-2.5,-0.29,0.8,Matches
Rui Costa,pt POR,"FW,MF",27-313,14,539.0,39.0,42.8,6.0,6,64.0,0,8,19.0,0,1.29,13.0,7.0,6.0,1.0,1.25,8.4,9.0,-0.7,-0.11,0.84,Matches
Artur Jorge Marques Amorim,pt POR,DF,29-138,7,484.0,69.0,38.4,5.4,5,90.0,5,2,17.0,7,1.43,9.0,9.0,0.0,0.0,-0.46,6.9,9.6,-2.7,-0.5,0.14,Matches
Vítor Gonçalves,pt POR,MF,31-276,9,391.0,43.0,31.0,4.3,5,66.0,0,4,15.0,4,1.89,6.0,3.0,3.0,0.69,0.59,6.8,9.2,-2.4,-0.56,0.05,Matches
Elves Baldé,pt POR,"FW,MF",24-089,9,209.0,23.0,16.6,2.3,2,55.0,0,7,14.0,4,1.0,3.0,2.0,1.0,0.43,0.17,2.9,5.4,-2.5,-1.08,-0.58,Matches
Fran Delgado,es ESP,DF,22-172,4,188.0,47.0,14.9,2.1,2,85.0,1,2,10.0,3,1.5,4.0,7.0,-3.0,-1.44,-2.02,1.4,4.9,-3.5,-1.68,-1.28,Matches
Igor Rossi Branco,br BRA,DF,34-295,3,125.0,42.0,9.9,1.4,1,90.0,1,2,18.0,5,0.33,0.0,2.0,-2.0,-1.44,-1.92,1.2,2.7,-1.5,-1.09,-0.55,Matches
Rafael Barbosa,pt POR,"FW,MF",27-276,11,209.0,19.0,16.6,2.3,0,,0,11,19.0,2,1.27,3.0,5.0,-2.0,-0.86,-1.38,3.2,5.1,-1.9,-0.84,-0.3,Matches
Zé Luís,cv CPV,"FW,MF",32-340,5,134.0,27.0,10.6,1.5,0,,0,5,27.0,0,1.4,2.0,1.0,1.0,0.67,0.43,2.3,2.9,-0.5,-0.36,0.26,Matches
Facundo Cáseres,ar ARG,"MF,DF",22-216,5,99.0,20.0,7.9,1.1,0,,0,5,20.0,5,1.4,2.0,2.0,0.0,0.0,-0.31,0.5,2.2,-1.7,-1.51,-1.0,Matches
Cristian Ponde,pt POR,MF,28-338,2,46.0,23.0,3.7,0.5,0,,0,2,23.0,5,0.5,0.0,2.0,-2.0,-3.91,-4.36,0.2,1.3,-1.1,-2.13,-1.59,Matches
André Seruca,pt POR,MF,23-062,5,33.0,7.0,2.6,0.4,0,,0,5,7.0,3,1.0,0.0,1.0,-1.0,-2.73,-3.09,0.7,1.7,-1.0,-2.77,-2.24,Matches
Talys Oliveira,br BRA,DF,24-323,1,9.0,9.0,0.7,0.1,0,,0,1,9.0,4,3.0,0.0,0.0,0.0,0.0,-0.29,0.0,0.1,0.0,-0.24,0.36,Matches
Luiz Felipe,br BRA,GK,26-250,0,,,,,0,,0,0,,14,,,,,,,,,,,,Matches
Maxuel Silva,br BRA,FW,23-333,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,29.0,14,1260.0,90.0,100.0,14.0,154,81.0,85,67,19.0,59,1.29,22.0,18.0,4.0,0.29,,17.6,25.9,-8.3,-0.59,,
Opponent Total,,,26.8,14,1260.0,90.0,100.0,14.0,154,81.0,90,64,22.0,61,1.5,18.0,22.0,-4.0,-0.29,,25.9,17.6,8.3,0.59,,
