Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Ricardo Velho,pt POR,GK,25-132,14.0,512,468,511,1,0,0,512,0,0,,0,,207,1270,767,0,0,0,0,0,142,0,Matches
Talocha,pt POR,DF,34-122,13.8,824,75,285,377,168,8,824,8,5,62.5,3,37.5,294,1294,689,17,6,3,10,1,403,43,Matches
Claudio Falcão,br BRA,MF,29-180,13.6,615,70,217,344,58,15,615,12,5,41.7,6,50.0,220,990,367,4,8,0,6,5,253,5,Matches
Mattheus Oliveira,br BRA,MF,29-176,11.7,597,30,113,328,166,11,596,13,6,46.2,6,46.2,259,1453,666,14,11,1,16,4,317,23,Matches
Gonçalo Silva,pt POR,DF,32-209,12.2,669,128,429,230,12,6,669,0,0,,0,,320,1858,843,1,3,0,5,0,373,1,Matches
Bachir Belloumi,dz ALG,"FW,MF",21-212,10.6,450,17,83,193,176,27,450,24,10,41.7,14,58.3,228,1370,814,23,20,5,25,2,288,67,Matches
David Pastor,br BRA,DF,23-313,11.9,674,54,272,287,124,2,674,19,11,57.9,7,36.8,265,1590,839,17,17,2,28,8,288,25,Matches
Marco Matias,pt POR,"FW,MF",34-234,9.9,352,11,56,144,159,20,352,17,7,41.2,6,35.3,203,1294,540,18,10,7,25,10,232,61,Matches
Bruno Duarte,br BRA,FW,27-281,10.0,355,15,41,175,144,47,353,19,6,31.6,11,57.9,161,937,386,18,9,6,22,5,238,48,Matches
Zach Muscat,mt MLT,DF,30-130,8.8,462,97,289,167,9,8,462,0,0,,0,,216,1050,611,1,0,0,1,1,282,1,Matches
Fabrício Isidoro,br BRA,MF,31-336,8.6,404,20,89,235,84,13,404,24,10,41.7,12,50.0,194,1050,373,9,8,4,16,10,224,20,Matches
Rui Costa,pt POR,"FW,MF",27-313,6.0,186,7,23,72,95,21,185,24,9,37.5,12,50.0,116,726,277,12,6,5,16,5,124,33,Matches
Artur Jorge Marques Amorim,pt POR,DF,29-138,5.4,237,54,147,84,8,6,237,0,0,,0,,102,632,249,2,1,0,2,1,119,0,Matches
Vítor Gonçalves,pt POR,MF,31-276,4.3,195,18,44,91,62,5,195,5,3,60.0,1,20.0,77,450,193,5,4,0,2,2,98,12,Matches
Elves Baldé,pt POR,"FW,MF",24-089,2.3,99,1,10,29,62,8,99,15,7,46.7,8,53.3,66,457,209,7,6,2,5,6,72,19,Matches
Fran Delgado,es ESP,DF,22-172,2.1,124,9,43,58,23,0,124,2,1,50.0,1,50.0,38,199,118,2,0,0,2,0,65,3,Matches
Igor Rossi Branco,br BRA,DF,34-295,1.4,72,15,50,19,3,1,72,0,0,,0,,29,140,95,1,0,0,1,0,33,1,Matches
Rafael Barbosa,pt POR,"FW,MF",27-276,2.3,146,1,21,61,64,4,146,4,3,75.0,1,25.0,81,427,177,7,6,2,9,4,109,28,Matches
Zé Luís,cv CPV,"FW,MF",32-340,1.5,66,3,14,28,25,8,66,4,2,50.0,2,50.0,33,180,78,6,3,2,6,3,45,15,Matches
Facundo Cáseres,ar ARG,"MF,DF",22-216,1.1,54,2,19,29,6,2,54,2,1,50.0,1,50.0,18,113,38,1,0,0,2,1,24,1,Matches
Cristian Ponde,pt POR,MF,28-338,0.5,24,1,8,7,10,2,24,1,0,0.0,1,100.0,11,32,7,0,0,0,2,0,16,3,Matches
André Seruca,pt POR,MF,23-062,0.4,36,1,11,17,8,1,36,1,0,0.0,1,100.0,16,49,21,0,0,0,2,2,21,0,Matches
Talys Oliveira,br BRA,DF,24-323,0.1,10,0,1,4,5,1,10,0,0,,0,,6,9,5,0,0,0,0,0,6,1,Matches
Squad Total,,,29.0,14.0,7163,1097,2776,2980,1471,216,7159,194,86,44.3,93,47.9,3160,17570,8362,165,118,39,203,70,3772,410,
Opponent Total,,,26.8,14.0,8926,748,2441,4021,2547,433,8922,221,108,48.9,95,43.0,5130,27689,15263,292,225,72,227,104,5609,697,
