Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Ricardo Velho,pt POR,GK,25-132,14.0,235,466,50.4,8567,6688,17,17,100.0,102,102,100.0,116,345,33.6,0,0.1,0.0,-0.1,1,7,1,0,0,Matches
Talocha,pt POR,DF,34-122,13.8,462,668,69.2,8122,3795,191,221,86.4,218,277,78.7,41,124,33.1,1,0.8,1.3,0.2,10,48,4,3,50,Matches
Claudio Falcão,br BRA,MF,29-180,13.6,305,431,70.8,6360,2114,107,134,79.9,140,184,76.1,55,94,58.5,0,0.1,0.2,-0.1,5,28,3,0,37,Matches
Mattheus Oliveira,br BRA,MF,29-176,11.7,360,470,76.6,6729,2265,143,158,90.5,158,191,82.7,50,98,51.0,1,2.2,1.4,-1.2,19,34,7,3,54,Matches
Gonçalo Silva,pt POR,DF,32-209,12.2,406,517,78.5,9708,3540,73,89,82.0,229,256,89.5,101,156,64.7,0,0.0,0.1,0.0,0,32,4,0,21,Matches
Bachir Belloumi,dz ALG,"FW,MF",21-212,10.6,184,310,59.4,2907,1161,100,142,70.4,63,102,61.8,14,38,36.8,2,1.3,1.4,0.7,10,27,11,2,30,Matches
David Pastor,br BRA,DF,23-313,11.9,390,516,75.6,6839,3456,169,188,89.9,184,221,83.3,33,75,44.0,0,0.9,0.7,-0.9,6,25,12,3,46,Matches
Marco Matias,pt POR,"FW,MF",34-234,9.9,170,248,68.5,2979,952,86,106,81.1,53,72,73.6,25,52,48.1,2,1.2,0.9,0.8,16,16,14,8,26,Matches
Bruno Duarte,br BRA,FW,27-281,10.0,144,239,60.3,2406,620,75,110,68.2,44,76,57.9,16,20,80.0,1,0.8,0.6,0.2,14,12,7,2,24,Matches
Zach Muscat,mt MLT,DF,30-130,8.8,300,359,83.6,6954,2233,44,49,89.8,200,223,89.7,56,84,66.7,0,0.1,0.0,-0.1,1,13,0,0,13,Matches
Fabrício Isidoro,br BRA,MF,31-336,8.6,229,297,77.1,4168,960,85,101,84.2,111,135,82.2,24,39,61.5,1,0.8,0.4,0.2,8,25,4,1,40,Matches
Rui Costa,pt POR,"FW,MF",27-313,6.0,62,110,56.4,1234,414,26,42,61.9,23,38,60.5,11,16,68.8,2,0.6,0.3,1.4,6,11,5,1,18,Matches
Artur Jorge Marques Amorim,pt POR,DF,29-138,5.4,133,170,78.2,3012,982,28,31,90.3,85,93,91.4,20,42,47.6,0,0.1,0.0,-0.1,1,6,1,0,6,Matches
Vítor Gonçalves,pt POR,MF,31-276,4.3,109,151,72.2,1836,462,54,60,90.0,40,59,67.8,13,22,59.1,0,0.7,1.0,-0.7,6,12,4,3,13,Matches
Elves Baldé,pt POR,"FW,MF",24-089,2.3,33,67,49.3,717,222,11,20,55.0,13,25,52.0,8,16,50.0,1,0.2,0.2,0.8,3,2,3,2,6,Matches
Fran Delgado,es ESP,DF,22-172,2.1,87,110,79.1,1380,644,47,51,92.2,34,43,79.1,5,14,35.7,0,0.0,0.0,0.0,1,9,1,0,6,Matches
Igor Rossi Branco,br BRA,DF,34-295,1.4,34,48,70.8,782,285,8,12,66.7,19,22,86.4,7,12,58.3,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Rafael Barbosa,pt POR,"FW,MF",27-276,2.3,83,120,69.2,1428,393,38,45,84.4,37,45,82.2,6,19,31.6,0,0.3,0.3,-0.3,3,7,2,1,9,Matches
Zé Luís,cv CPV,"FW,MF",32-340,1.5,25,43,58.1,446,161,14,23,60.9,9,13,69.2,2,2,100.0,0,0.3,0.2,-0.3,2,2,1,0,6,Matches
Facundo Cáseres,ar ARG,"MF,DF",22-216,1.1,28,35,80.0,434,93,16,19,84.2,8,10,80.0,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Cristian Ponde,pt POR,MF,28-338,0.5,10,16,62.5,154,36,7,9,77.8,3,4,75.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
André Seruca,pt POR,MF,23-062,0.4,14,24,58.3,243,79,4,8,50.0,9,12,75.0,1,3,33.3,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Talys Oliveira,br BRA,DF,24-323,0.1,5,7,71.4,97,7,3,3,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Squad Total,,,29.0,14.0,3808,5422,70.2,77502,31562,1346,1638,82.2,1783,2204,80.9,608,1279,47.5,11,10.4,9.1,0.6,112,322,84,29,414,
Opponent Total,,,26.8,14.0,5667,7325,77.4,103084,39243,2484,2877,86.3,2456,2932,83.8,623,1159,53.8,11,18.2,18.4,-7.2,205,530,160,55,702,
