Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Esteban Andrada,ar ARG,GK,32-338,16.0,543,666,81.5,14827,11251,72,73,98.6,301,304,99.0,170,288,59.0,0,0.0,0.0,0.0,0,6,0,0,0,Matches
Maximiliano Meza,ar ARG,"MF,FW",31-015,12.3,442,585,75.6,7519,2332,221,249,88.8,168,214,78.5,42,88,47.7,4,4.0,3.9,0.0,23,58,25,6,84,Matches
Stefan Medina,co COL,DF,31-199,13.0,643,757,84.9,11579,4107,262,288,91.0,315,351,89.7,57,97,58.8,0,0.7,0.8,-0.7,12,60,9,4,63,Matches
Luis Romo,mx MEX,MF,28-208,12.8,698,845,82.6,13624,4626,269,312,86.2,332,375,88.5,90,135,66.7,2,1.8,2.3,0.2,18,96,30,3,139,Matches
Víctor Guzmán,mx MEX,DF,21-298,12.5,499,579,86.2,9905,4191,132,145,91.0,313,349,89.7,50,78,64.1,0,0.1,0.2,-0.1,2,34,1,0,37,Matches
Rogelio Funes Mori,mx MEX,FW,32-300,11.4,171,211,81.0,2772,379,90,106,84.9,60,70,85.7,15,20,75.0,2,0.7,0.9,1.3,6,12,7,0,21,Matches
Sebastián Vegas,cl CHI,DF,27-026,13.2,562,668,84.1,11123,4295,191,196,97.4,299,345,86.7,64,111,57.7,0,0.5,0.6,-0.5,7,41,5,2,43,Matches
Jesús Gallardo,mx MEX,DF,29-137,12.1,492,621,79.2,8792,2835,199,221,90.0,249,299,83.3,41,82,50.0,0,0.6,1.1,-0.6,9,39,12,4,57,Matches
Jordi Cortizo,mx MEX,"MF,FW",27-183,7.6,281,345,81.4,4454,1186,152,175,86.9,102,121,84.3,21,29,72.4,2,1.0,1.9,1.0,11,35,16,3,55,Matches
Omar Govea,mx MEX,MF,27-346,9.9,649,724,89.6,12256,3827,245,264,92.8,330,348,94.8,67,89,75.3,3,1.1,1.4,1.9,12,102,8,3,78,Matches
Héctor Moreno,mx MEX,DF,35-347,7.7,440,484,90.9,8032,3318,169,175,96.6,228,239,95.4,37,58,63.8,0,0.0,0.1,0.0,1,31,2,0,40,Matches
