Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Esteban Andrada,ar ARG,GK,32-338,16.0,666,545,120,40,0,1,0,0,0,0,0,0,543,1,0,Matches
Maximiliano Meza,ar ARG,"MF,FW",31-015,12.3,585,526,58,12,2,7,66,20,26,11,8,0,442,1,16,Matches
Stefan Medina,co COL,DF,31-199,13.0,757,662,94,19,1,6,29,72,0,0,0,0,643,1,7,Matches
Luis Romo,mx MEX,MF,28-208,12.8,845,809,33,29,7,7,12,4,0,0,0,0,698,3,11,Matches
Víctor Guzmán,mx MEX,DF,21-298,12.5,579,560,19,18,1,2,0,1,0,0,0,0,499,0,1,Matches
Rogelio Funes Mori,mx MEX,FW,32-300,11.4,211,188,22,0,0,1,4,0,1,0,0,0,171,1,3,Matches
Sebastián Vegas,cl CHI,DF,27-026,13.2,668,589,79,17,1,6,15,31,0,0,0,0,562,0,5,Matches
Jesús Gallardo,mx MEX,DF,29-137,12.1,621,530,87,3,1,1,28,83,1,0,1,0,492,4,10,Matches
Jordi Cortizo,mx MEX,"MF,FW",27-183,7.6,345,333,12,3,2,0,20,4,3,1,2,0,281,0,11,Matches
Omar Govea,mx MEX,MF,27-346,9.9,724,694,29,18,1,4,22,3,8,4,4,0,649,1,14,Matches
Héctor Moreno,mx MEX,DF,35-347,7.7,484,436,46,24,2,2,1,4,0,0,0,0,440,2,1,Matches
Jesús Corona,mx MEX,"MF,FW",30-358,6.6,301,285,14,2,1,1,29,7,5,2,3,0,226,2,10,Matches
Jonathan González,mx MEX,MF,24-261,6.6,333,325,7,7,0,0,1,0,0,0,0,0,292,1,3,Matches
Alfonso González,mx MEX,"MF,FW",29-116,5.6,248,219,29,7,1,0,27,2,20,9,9,1,185,0,14,Matches
Germán Berterame,ar ARG,"FW,MF",25-047,6.1,165,163,0,0,1,0,5,0,0,0,0,0,131,2,6,Matches
Érick Aguirre,mx MEX,DF,26-310,5.1,241,209,32,3,0,0,18,29,0,0,0,0,188,0,5,Matches
Sergio Canales,es ESP,"FW,MF",32-317,4.2,193,169,22,4,1,2,13,2,12,9,1,0,148,2,8,Matches
Joao Joshimar Rojas,ec ECU,"MF,FW",26-136,4.4,182,162,20,4,1,0,34,2,14,6,4,0,138,0,4,Matches
César Bustos,mx MEX,DF,18-125,3.1,128,105,22,2,0,0,3,20,0,0,0,0,100,1,2,Matches
Ali Ávila,mx MEX,FW,20-098,3.0,44,39,5,0,0,0,0,1,0,0,0,0,30,0,1,Matches
Celso Ortiz,py PAR,MF,34-338,2.1,121,116,5,4,0,1,0,1,0,0,0,0,106,0,0,Matches
César Garza,mx MEX,"MF,FW",18-182,2.8,130,130,0,0,0,1,2,0,0,0,0,0,112,0,1,Matches
Daniel Alexis Parra,mx MEX,DF,24-163,1.0,55,50,5,0,0,0,4,4,1,0,1,0,49,0,0,Matches
Luis Cárdenas,mx MEX,GK,30-106,1.0,57,49,8,3,0,0,0,0,0,0,0,0,50,0,0,Matches
Victor Lopez,mx MEX,"MF,FW",20-236,2.3,111,110,1,1,1,0,2,0,0,0,0,0,92,0,0,Matches
Rodrigo Aguirre,uy URU,"FW,MF",29-090,1.7,43,42,1,0,0,0,3,1,0,0,0,0,29,0,1,Matches
Ángel Jordán Acosta,mx MEX,"MF,FW",18-241,0.5,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Edson Gutiérrez,mx MEX,DF,27-345,0.4,18,16,2,2,0,0,0,0,0,0,0,0,14,0,0,Matches
Isidro Suárez,mx MEX,FW,20-163,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Joaquín Moxica,mx MEX,FW,17-337,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
Kevin Ortega,mx MEX,"MF,FW",21-360,0.2,25,25,0,0,0,0,0,0,0,0,0,0,23,0,0,Matches
Ricardo Rentería,mx MEX,FW,21-189,0.1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Squad Total,,,28.6,17.0,8900,8105,773,222,24,42,338,291,91,42,33,1,7349,22,134,
Opponent Total,,,28.1,17.0,7741,6921,782,188,13,81,288,334,75,21,41,0,6186,38,131,
