Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Esteban Andrada,ar ARG,GK,32-338,16.0,698,520,696,2,0,0,698,3,2,66.7,1,33.3,419,2556,1758,0,0,0,0,0,382,0,Matches
Maximiliano Meza,ar ARG,"MF,FW",31-015,12.3,738,12,62,353,339,43,737,47,23,48.9,19,40.4,429,2690,1420,41,36,11,24,23,534,112,Matches
Stefan Medina,co COL,DF,31-199,13.0,898,54,277,453,177,14,898,15,8,53.3,6,40.0,435,2366,1177,16,10,3,13,5,574,57,Matches
Luis Romo,mx MEX,MF,28-208,12.8,970,25,158,593,225,31,970,23,13,56.5,10,43.5,514,2399,1207,20,25,1,24,10,705,50,Matches
Víctor Guzmán,mx MEX,DF,21-298,12.5,702,77,366,324,18,5,702,8,5,62.5,3,37.5,333,1723,1039,5,5,0,10,3,446,1,Matches
Rogelio Funes Mori,mx MEX,FW,32-300,11.4,300,8,14,144,145,43,299,8,1,12.5,5,62.5,146,627,251,5,4,2,24,13,236,77,Matches
Sebastián Vegas,cl CHI,DF,27-026,13.2,787,99,380,326,84,15,787,7,4,57.1,2,28.6,393,1998,1098,9,7,1,6,5,495,23,Matches
Jesús Gallardo,mx MEX,DF,29-137,12.1,748,35,166,369,222,27,748,19,10,52.6,8,42.1,330,1967,1159,27,26,8,11,6,428,82,Matches
Jordi Cortizo,mx MEX,"MF,FW",27-183,7.6,457,4,44,207,212,22,457,38,27,71.1,7,18.4,293,1751,755,20,17,4,29,11,346,64,Matches
Omar Govea,mx MEX,MF,27-346,9.9,805,27,163,546,99,0,805,4,3,75.0,1,25.0,423,2233,891,6,10,0,11,8,600,16,Matches
Héctor Moreno,mx MEX,DF,35-347,7.7,530,53,243,280,7,0,530,0,0,,0,,272,1779,1308,12,1,0,1,1,375,1,Matches
Jesús Corona,mx MEX,"MF,FW",30-358,6.6,406,3,31,169,210,23,406,51,24,47.1,23,45.1,252,1814,735,24,13,6,24,15,324,75,Matches
Jonathan González,mx MEX,MF,24-261,6.6,373,16,96,261,20,0,373,3,2,66.7,1,33.3,219,849,384,2,4,0,3,3,274,2,Matches
Alfonso González,mx MEX,"MF,FW",29-116,5.6,300,1,32,144,130,13,300,10,7,70.0,2,20.0,141,779,346,8,10,1,11,5,204,45,Matches
Germán Berterame,ar ARG,"FW,MF",25-047,6.1,228,6,15,106,107,25,228,12,9,75.0,2,16.7,122,630,254,9,10,3,20,3,177,37,Matches
Érick Aguirre,mx MEX,DF,26-310,5.1,288,14,79,128,81,7,288,1,0,0.0,0,0.0,114,525,294,7,6,0,1,0,164,40,Matches
Sergio Canales,es ESP,"FW,MF",32-317,4.2,225,1,5,94,129,13,223,8,6,75.0,1,12.5,134,725,351,13,12,2,9,4,174,34,Matches
Joao Joshimar Rojas,ec ECU,"MF,FW",26-136,4.4,242,2,15,75,154,20,242,20,7,35.0,12,60.0,158,1190,500,16,12,9,11,13,183,57,Matches
César Bustos,mx MEX,DF,18-125,3.1,157,4,51,84,23,4,157,3,2,66.7,0,0.0,59,282,160,5,4,1,4,1,83,9,Matches
Ali Ávila,mx MEX,FW,20-098,3.0,60,4,7,23,30,10,60,1,1,100.0,0,0.0,32,113,34,0,0,1,4,2,43,15,Matches
Celso Ortiz,py PAR,MF,34-338,2.1,138,4,41,88,10,0,138,1,0,0.0,0,0.0,73,287,111,1,1,0,0,1,95,3,Matches
César Garza,mx MEX,"MF,FW",18-182,2.8,163,4,24,105,34,8,163,6,4,66.7,1,16.7,102,762,272,6,4,2,3,4,119,18,Matches
Daniel Alexis Parra,mx MEX,DF,24-163,1.0,67,3,14,38,15,2,67,2,0,0.0,2,100.0,22,108,27,0,0,0,1,2,48,7,Matches
Luis Cárdenas,mx MEX,GK,30-106,1.0,61,39,61,0,0,0,61,0,0,,0,,36,186,144,0,0,0,0,0,38,0,Matches
Victor Lopez,mx MEX,"MF,FW",20-236,2.3,153,0,12,63,80,8,153,14,4,28.6,9,64.3,88,536,287,7,9,1,7,4,119,26,Matches
Rodrigo Aguirre,uy URU,"FW,MF",29-090,1.7,71,0,3,24,44,16,71,4,1,25.0,3,75.0,46,366,154,6,4,4,8,4,62,13,Matches
Ángel Jordán Acosta,mx MEX,"MF,FW",18-241,0.5,14,0,0,11,4,0,14,1,1,100.0,0,0.0,8,42,29,2,2,0,4,0,9,1,Matches
Edson Gutiérrez,mx MEX,DF,27-345,0.4,22,2,16,6,0,0,22,0,0,,0,,8,37,18,0,0,0,0,0,12,0,Matches
Isidro Suárez,mx MEX,FW,20-163,0.2,9,0,2,4,3,1,9,1,0,0.0,1,100.0,7,34,12,1,0,1,0,1,6,1,Matches
Joaquín Moxica,mx MEX,FW,17-337,0.2,9,1,1,3,5,1,9,0,0,,0,,5,16,3,0,0,0,0,0,9,3,Matches
Kevin Ortega,mx MEX,"MF,FW",21-360,0.2,29,0,3,18,8,0,29,1,1,100.0,0,0.0,12,63,29,1,0,0,2,0,18,1,Matches
Ricardo Rentería,mx MEX,FW,21-189,0.1,4,1,1,3,0,0,4,0,0,,0,,0,0,0,0,0,0,1,0,1,0,Matches
Squad Total,,,28.6,17.0,10652,1019,3078,5044,2615,351,10648,311,165,53.1,119,38.3,5625,31433,16207,269,232,61,266,147,7283,870,
Opponent Total,,,28.1,17.0,9566,1008,3030,4504,2143,297,9562,292,142,48.6,135,46.2,5583,29866,14401,284,211,67,266,158,6129,599,
