Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Esteban Andrada,ar ARG,GK,32-338,16,1440.0,90.0,94.1,16.0,16,90.0,16,0,,0,1.83,27.0,15.0,12.0,0.75,0.75,22.1,15.2,6.9,0.43,1.25,Matches
Maximiliano Meza,ar ARG,"MF,FW",31-015,15,1108.0,74.0,72.4,12.3,15,74.0,6,0,,0,1.76,22.0,11.0,11.0,0.89,0.68,17.3,12.8,4.5,0.37,0.03,Matches
Stefan Medina,co COL,DF,31-199,14,1172.0,84.0,76.6,13.0,14,84.0,11,0,,1,1.69,23.0,14.0,9.0,0.69,-0.06,18.9,13.5,5.4,0.42,0.25,Matches
Luis Romo,mx MEX,MF,28-208,14,1155.0,83.0,75.5,12.8,13,87.0,9,1,23.0,0,1.69,21.0,14.0,7.0,0.55,-0.65,16.2,11.9,4.3,0.33,-0.1,Matches
Víctor Guzmán,mx MEX,DF,21-298,13,1125.0,87.0,73.5,12.5,13,87.0,12,0,,1,1.8,21.0,10.0,11.0,0.88,0.66,15.9,9.9,6.0,0.48,0.45,Matches
Rogelio Funes Mori,mx MEX,FW,32-300,15,1025.0,68.0,67.0,11.4,13,75.0,6,2,26.0,0,1.82,19.0,9.0,10.0,0.88,0.52,16.3,12.1,4.2,0.37,0.04,Matches
Sebastián Vegas,cl CHI,DF,27-026,14,1191.0,85.0,77.8,13.2,12,90.0,12,2,56.0,0,1.73,20.0,12.0,8.0,0.6,-0.46,16.8,12.3,4.5,0.34,-0.09,Matches
Jesús Gallardo,mx MEX,DF,29-137,13,1088.0,84.0,71.1,12.1,12,90.0,11,1,13.0,1,1.73,21.0,13.0,8.0,0.66,-0.15,15.1,10.2,4.8,0.4,0.14,Matches
Jordi Cortizo,mx MEX,"MF,FW",27-183,10,685.0,69.0,44.8,7.6,10,69.0,3,0,,0,1.5,9.0,10.0,-1.0,-0.13,-1.52,10.5,8.8,1.7,0.22,-0.25,Matches
Omar Govea,mx MEX,MF,27-346,15,891.0,59.0,58.2,9.9,8,78.0,3,7,38.0,0,1.82,17.0,9.0,8.0,0.81,0.24,14.2,10.3,4.0,0.4,0.1,Matches
Héctor Moreno,mx MEX,DF,35-347,9,694.0,77.0,45.4,7.7,8,86.0,7,1,5.0,2,1.9,11.0,5.0,6.0,0.78,0.13,11.9,10.2,1.6,0.21,-0.27,Matches
Jesús Corona,mx MEX,"MF,FW",30-358,9,593.0,66.0,38.8,6.6,8,69.0,2,1,45.0,0,1.64,11.0,7.0,4.0,0.61,-0.16,8.8,7.7,1.0,0.16,-0.33,Matches
Jonathan González,mx MEX,MF,24-261,14,590.0,42.0,38.6,6.6,7,67.0,1,7,17.0,3,1.73,6.0,5.0,1.0,0.15,-0.9,7.5,5.3,2.2,0.34,-0.03,Matches
Alfonso González,mx MEX,"MF,FW",29-116,10,500.0,50.0,32.7,5.6,7,60.0,2,3,27.0,0,1.75,9.0,5.0,4.0,0.72,0.02,6.2,4.9,1.3,0.24,-0.18,Matches
Germán Berterame,ar ARG,"FW,MF",25-047,8,547.0,68.0,35.8,6.1,5,85.0,1,3,41.0,0,1.8,11.0,1.0,10.0,1.65,1.46,8.2,6.8,1.4,0.23,-0.19,Matches
Érick Aguirre,mx MEX,DF,26-310,7,460.0,66.0,30.1,5.1,5,74.0,4,2,45.0,1,2.0,6.0,5.0,1.0,0.2,-0.73,7.8,7.0,0.7,0.14,-0.31,Matches
Sergio Canales,es ESP,"FW,MF",32-317,5,381.0,76.0,24.9,4.2,5,76.0,1,0,,0,1.2,5.0,7.0,-2.0,-0.47,-1.57,5.6,4.0,1.7,0.39,0.05,Matches
Joao Joshimar Rojas,ec ECU,"MF,FW",26-136,13,393.0,30.0,25.7,4.4,3,61.0,0,10,21.0,1,1.85,9.0,2.0,7.0,1.6,1.21,6.6,3.5,3.1,0.71,0.47,Matches
César Bustos,mx MEX,DF,18-125,4,281.0,70.0,18.4,3.1,3,90.0,3,1,11.0,5,1.75,6.0,1.0,5.0,1.6,1.1,4.8,2.2,2.5,0.81,0.56,Matches
Ali Ávila,mx MEX,FW,20-098,5,268.0,54.0,17.5,3.0,3,67.0,1,2,34.0,3,1.4,1.0,2.0,-1.0,-0.34,-1.26,1.9,1.6,0.2,0.08,-0.34,Matches
Celso Ortiz,py PAR,MF,34-338,3,185.0,62.0,12.1,2.1,3,62.0,0,0,,0,2.33,2.0,1.0,1.0,0.49,-0.25,2.8,3.6,-0.9,-0.42,-0.88,Matches
César Garza,mx MEX,"MF,FW",18-182,7,253.0,36.0,16.5,2.8,2,79.0,1,5,19.0,0,2.29,6.0,1.0,5.0,1.78,1.29,3.6,1.2,2.4,0.86,0.6,Matches
Daniel Alexis Parra,mx MEX,DF,24-163,1,90.0,90.0,5.9,1.0,1,90.0,1,0,,11,1.0,0.0,0.0,0.0,0.0,-0.75,0.8,1.6,-0.8,-0.81,-1.25,Matches
Luis Cárdenas,mx MEX,GK,30-106,1,90.0,90.0,5.9,1.0,1,90.0,1,0,,16,1.0,0.0,0.0,0.0,0.0,-0.75,0.8,1.6,-0.8,-0.81,-1.25,Matches
Victor Lopez,mx MEX,"MF,FW",20-236,9,211.0,23.0,13.8,2.3,0,,0,9,23.0,7,2.4,7.0,1.0,6.0,2.56,2.15,5.3,2.4,2.9,1.23,1.02,Matches
Rodrigo Aguirre,uy URU,"FW,MF",29-090,5,157.0,31.0,10.3,1.7,0,,0,5,31.0,0,2.0,2.0,0.0,2.0,1.15,0.49,2.5,1.2,1.2,0.71,0.39,Matches
Ángel Jordán Acosta,mx MEX,"MF,FW",18-241,4,44.0,11.0,2.9,0.5,0,,0,4,11.0,1,1.5,2.0,0.0,2.0,4.09,3.49,0.2,0.5,-0.3,-0.54,-0.93,Matches
Edson Gutiérrez,mx MEX,DF,27-345,1,32.0,32.0,2.1,0.4,0,,0,1,32.0,9,3.0,0.0,0.0,0.0,0.0,-0.72,0.1,0.1,0.0,0.13,-0.23,Matches
Isidro Suárez,mx MEX,FW,20-163,1,21.0,21.0,1.4,0.2,0,,0,1,21.0,5,3.0,0.0,1.0,-1.0,-4.29,-5.06,0.7,0.1,0.6,2.65,2.32,Matches
Joaquín Moxica,mx MEX,FW,17-337,1,15.0,15.0,1.0,0.2,0,,0,1,15.0,1,3.0,0.0,0.0,0.0,0.0,-0.71,0.1,0.4,-0.4,-2.33,-2.71,Matches
Kevin Ortega,mx MEX,"MF,FW",21-360,2,15.0,8.0,1.0,0.2,0,,0,2,8.0,13,3.0,1.0,0.0,1.0,6.0,5.35,0.9,0.2,0.7,4.06,3.74,Matches
Ricardo Rentería,mx MEX,FW,21-189,1,11.0,11.0,0.7,0.1,0,,0,1,11.0,2,3.0,0.0,1.0,-1.0,-8.18,-8.95,0.0,0.1,-0.1,-0.59,-0.96,Matches
Luis Ayon,mx MEX,MF,21-108,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Erick Carballo,mx MEX,FW,21-074,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Joel Domínguez,mx MEX,MF,18-355,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Iker Fimbres,mx MEX,MF,18-211,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Diego García,mx MEX,DF,19-299,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Gabriel Martínez,mx MEX,DF,21-159,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Luis Ortiz,mx MEX,MF,17-174,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Cesar Ramos,mx MEX,GK,23-199,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Rodrigo Rentería Vázquez,mx MEX,DF,18-350,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Luis Sánchez,mx MEX,DF,23-241,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Squad Total,,,28.6,17,1530.0,90.0,100.0,17.0,187,80.0,114,72,25.0,98,1.94,27.0,15.0,12.0,0.71,,22.9,16.8,6.1,0.36,,
Opponent Total,,,28.1,17,1530.0,90.0,100.0,17.0,187,80.0,109,77,23.0,93,0.88,15.0,27.0,-12.0,-0.71,,16.8,22.9,-6.1,-0.36,,
