Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Esteban Andrada,ar ARG,GK,32-338,16.0,4,0,0,0,7,0,0,0,1,0,0,0,15,12,1,92.3,Matches
Maximiliano Meza,ar ARG,"MF,FW",31-015,12.3,4,1,0,12,14,3,66,9,18,0,0,0,56,14,14,50.0,Matches
Stefan Medina,co COL,DF,31-199,13.0,2,0,0,16,13,1,29,15,22,1,0,0,60,27,16,62.8,Matches
Luis Romo,mx MEX,MF,28-208,12.8,1,0,0,11,8,1,12,7,14,0,0,0,101,27,16,62.8,Matches
Víctor Guzmán,mx MEX,DF,21-298,12.5,0,0,0,12,5,0,0,16,12,0,0,0,62,28,21,57.1,Matches
Rogelio Funes Mori,mx MEX,FW,32-300,11.4,2,0,0,4,9,9,4,1,1,0,0,0,14,15,12,55.6,Matches
Sebastián Vegas,cl CHI,DF,27-026,13.2,7,0,0,15,4,2,15,14,14,0,0,0,51,28,27,50.9,Matches
Jesús Gallardo,mx MEX,DF,29-137,12.1,3,0,0,10,8,0,28,10,14,0,0,0,71,18,10,64.3,Matches
Jordi Cortizo,mx MEX,"MF,FW",27-183,7.6,5,0,0,11,26,0,20,6,11,0,0,0,44,2,4,33.3,Matches
Omar Govea,mx MEX,MF,27-346,9.9,5,0,0,20,10,0,22,11,10,0,1,0,76,9,9,50.0,Matches
Héctor Moreno,mx MEX,DF,35-347,7.7,3,0,0,3,4,0,1,10,1,0,0,0,37,8,9,47.1,Matches
Jesús Corona,mx MEX,"MF,FW",30-358,6.6,1,0,0,10,16,0,29,3,5,1,0,0,31,0,1,0.0,Matches
Jonathan González,mx MEX,MF,24-261,6.6,1,0,0,3,4,0,1,13,6,0,0,0,36,4,3,57.1,Matches
Alfonso González,mx MEX,"MF,FW",29-116,5.6,0,0,0,5,7,0,27,4,7,0,0,0,35,3,6,33.3,Matches
Germán Berterame,ar ARG,"FW,MF",25-047,6.1,0,0,0,2,10,1,5,3,1,0,0,0,21,11,9,55.0,Matches
Érick Aguirre,mx MEX,DF,26-310,5.1,0,0,0,4,2,0,18,4,11,0,1,0,30,4,7,36.4,Matches
Sergio Canales,es ESP,"FW,MF",32-317,4.2,0,0,0,2,8,0,13,0,2,0,0,0,18,2,5,28.6,Matches
Joao Joshimar Rojas,ec ECU,"MF,FW",26-136,4.4,1,0,0,4,4,0,34,2,3,0,1,0,17,0,3,0.0,Matches
César Bustos,mx MEX,DF,18-125,3.1,0,0,0,1,1,1,3,2,6,0,0,0,13,9,6,60.0,Matches
Ali Ávila,mx MEX,FW,20-098,3.0,0,1,0,6,4,2,0,0,0,0,0,0,4,6,4,60.0,Matches
Celso Ortiz,py PAR,MF,34-338,2.1,1,0,0,6,1,0,0,8,0,0,1,0,11,4,3,57.1,Matches
César Garza,mx MEX,"MF,FW",18-182,2.8,0,0,0,6,6,0,2,2,2,0,0,0,18,0,4,0.0,Matches
Daniel Alexis Parra,mx MEX,DF,24-163,1.0,0,0,0,2,0,0,4,2,0,0,0,0,4,1,2,33.3,Matches
Luis Cárdenas,mx MEX,GK,30-106,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,Matches
Victor Lopez,mx MEX,"MF,FW",20-236,2.3,1,0,0,3,2,0,2,2,3,0,0,0,17,3,4,42.9,Matches
Rodrigo Aguirre,uy URU,"FW,MF",29-090,1.7,0,0,0,3,4,1,3,1,1,0,0,0,7,5,6,45.5,Matches
Ángel Jordán Acosta,mx MEX,"MF,FW",18-241,0.5,0,0,0,1,0,1,0,1,1,0,0,0,4,1,1,50.0,Matches
Edson Gutiérrez,mx MEX,DF,27-345,0.4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,Matches
Isidro Suárez,mx MEX,FW,20-163,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,Matches
Joaquín Moxica,mx MEX,FW,17-337,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,25.0,Matches
Kevin Ortega,mx MEX,"MF,FW",21-360,0.2,0,0,0,1,2,0,0,0,1,0,0,0,4,0,0,,Matches
Ricardo Rentería,mx MEX,FW,21-189,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100.0,Matches
Squad Total,,,28.6,17.0,41,2,0,174,181,22,338,147,168,2,4,0,863,246,206,54.4,
Opponent Total,,,28.1,17.0,35,2,0,194,164,38,288,155,159,4,4,1,882,206,246,45.6,
