Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Unai Bilbao,es ESP,DF,29-329,16.3,903,872,31,26,1,20,1,2,0,0,0,0,814,0,0,Matches
Dieter Villalpando,mx MEX,"MF,FW",32-148,15.7,905,833,67,20,8,6,49,13,32,0,28,0,746,5,13,Matches
Jhon Murillo,ve VEN,"FW,MF",28-039,14.6,455,445,8,0,4,1,19,8,0,0,0,0,380,2,17,Matches
Javier Güemez,mx MEX,MF,32-074,15.3,1030,997,33,31,5,14,4,2,0,0,0,0,849,0,12,Matches
Rodrigo Dourado,br BRA,MF,29-196,15.2,951,884,64,50,1,5,0,11,0,0,0,0,857,3,6,Matches
Ricardo Chávez Soto,mx MEX,DF,29-041,14.8,858,748,109,10,0,13,54,98,1,0,1,0,700,1,20,Matches
Julio Domínguez,mx MEX,DF,36-052,14.7,713,689,24,22,1,1,0,0,0,0,0,0,660,0,1,Matches
Juan Sanabria,uy URU,DF,23-276,15.5,872,704,163,25,1,7,83,106,32,2,29,0,656,5,18,Matches
Léo Bonatini,br BRA,FW,29-277,12.4,221,193,28,0,1,1,0,1,0,0,0,0,163,0,9,Matches
Mateo Klimowicz,de GER,"FW,MF",23-177,8.1,226,224,1,0,1,6,7,1,0,0,0,0,173,1,7,Matches
Andrés Sánchez,mx MEX,GK,26-088,9.0,265,174,90,11,0,0,0,0,0,0,0,0,239,1,0,Matches
Diego Urtiaga,mx MEX,GK,25-082,8.0,228,144,84,10,0,0,0,0,0,0,0,0,187,0,0,Matches
Vitinho,br BRA,"FW,MF",22-251,9.5,367,354,11,0,0,5,10,1,4,2,0,0,287,2,12,Matches
Ángel Zaldívar,mx MEX,FW,29-325,2.6,52,45,7,1,1,0,0,0,0,0,0,0,46,0,0,Matches
Uziel García,mx MEX,"DF,FW",22-265,2.1,81,71,10,1,0,0,4,8,0,0,0,0,62,0,3,Matches
Sebastien Salles-Lamonge,fr FRA,"FW,MF",27-336,2.9,214,206,8,3,0,4,14,0,4,2,1,0,173,0,4,Matches
Iker Moreno,mx MEX,DF,20-107,1.8,125,107,18,3,1,0,1,15,0,0,0,0,104,0,2,Matches
Jordan Silva,mx MEX,"DF,FW",29-153,1.7,105,102,3,3,0,1,1,0,0,0,0,0,95,0,2,Matches
Eduardo Águila,mx MEX,"DF,FW",21-227,1.1,70,62,8,2,0,0,1,6,0,0,0,0,61,0,3,Matches
Jürgen Damm,mx MEX,FW,31-053,2.5,120,117,3,1,0,0,17,2,0,0,0,0,92,0,5,Matches
Juan David Castro,mx MEX,"FW,MF",32-009,1.2,65,62,3,1,0,1,1,2,0,0,0,0,61,0,1,Matches
Andrés Iniestra,mx MEX,MF,27-294,0.3,15,15,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
Benjamín Galdames,mx MEX,FW,22-309,0.3,10,10,0,0,1,0,0,0,0,0,0,0,9,0,1,Matches
Diego Abitia,mx MEX,FW,20-258,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.8,17.0,8852,8059,773,220,26,85,266,276,73,6,59,0,7426,20,136,
Opponent Total,,,27.8,17.0,7811,6979,798,183,18,65,348,332,93,35,46,0,6330,34,122,
