Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Unai Bilbao,es ESP,DF,29-329,16.3,12,9,8,4,0,6,10,60.0,4,26,20,6,10,22,107,0,Matches
Dieter Villalpando,mx MEX,"MF,FW",32-148,15.7,29,17,15,7,7,9,29,31.0,20,5,0,5,6,35,2,0,Matches
Jhon Murillo,ve VEN,"FW,MF",28-039,14.6,14,9,4,10,0,5,17,29.4,12,10,0,10,6,20,7,0,Matches
Javier Güemez,mx MEX,MF,32-074,15.3,39,25,19,17,3,19,39,48.7,20,20,8,12,10,49,26,0,Matches
Rodrigo Dourado,br BRA,MF,29-196,15.2,47,30,18,25,4,24,42,57.1,18,25,11,14,20,67,26,0,Matches
Ricardo Chávez Soto,mx MEX,DF,29-041,14.8,32,21,19,6,7,16,29,55.2,13,17,8,9,20,52,50,1,Matches
Julio Domínguez,mx MEX,DF,36-052,14.7,15,8,7,6,2,6,9,66.7,3,18,15,3,10,25,54,1,Matches
Juan Sanabria,uy URU,DF,23-276,15.5,37,26,28,8,1,23,40,57.5,17,19,6,13,21,58,45,2,Matches
Léo Bonatini,br BRA,FW,29-277,12.4,3,1,2,0,1,1,6,16.7,5,7,3,4,2,5,6,0,Matches
Mateo Klimowicz,de GER,"FW,MF",23-177,8.1,27,18,8,16,3,12,18,66.7,6,10,1,9,7,34,2,0,Matches
Andrés Sánchez,mx MEX,GK,26-088,9.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,Matches
Diego Urtiaga,mx MEX,GK,25-082,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Vitinho,br BRA,"FW,MF",22-251,9.5,10,8,3,6,1,5,16,31.3,11,3,0,3,3,13,1,0,Matches
Ángel Zaldívar,mx MEX,FW,29-325,2.6,4,4,2,1,1,0,5,0.0,5,2,0,2,1,5,2,0,Matches
Uziel García,mx MEX,"DF,FW",22-265,2.1,1,1,0,1,0,0,0,,0,1,1,0,3,4,1,0,Matches
Sebastien Salles-Lamonge,fr FRA,"FW,MF",27-336,2.9,8,6,5,2,1,5,9,55.6,4,2,1,1,3,11,4,0,Matches
Iker Moreno,mx MEX,DF,20-107,1.8,7,6,5,1,1,3,8,37.5,5,5,0,5,4,11,9,0,Matches
Jordan Silva,mx MEX,"DF,FW",29-153,1.7,1,0,0,1,0,0,2,0.0,2,2,2,0,1,2,9,0,Matches
Eduardo Águila,mx MEX,"DF,FW",21-227,1.1,5,3,5,0,0,3,4,75.0,1,0,0,0,3,8,5,0,Matches
Jürgen Damm,mx MEX,FW,31-053,2.5,8,6,5,3,0,6,11,54.5,5,3,1,2,1,9,2,0,Matches
Juan David Castro,mx MEX,"FW,MF",32-009,1.2,3,1,1,2,0,2,2,100.0,0,0,0,0,2,5,0,0,Matches
Andrés Iniestra,mx MEX,MF,27-294,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
Benjamín Galdames,mx MEX,FW,22-309,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Diego Abitia,mx MEX,FW,20-258,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,17.0,302,199,154,116,32,145,296,49.0,151,175,77,98,135,437,367,4,
Opponent Total,,,27.8,17.0,256,173,124,107,25,119,275,43.3,156,189,60,129,173,429,284,1,
