Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Unai Bilbao,es ESP,DF,29-329,17,17,1465.0,16.3,5.0,0.0,5.0,2.0,3.0,3.0,2.0,0.0,3.6,1.2,0.4,1.6,6.0,39.0,2.0,0.31,0.0,0.31,0.12,0.12,0.22,0.02,0.24,0.08,0.1,Matches
Dieter Villalpando,mx MEX,"MF,FW",32-148,17,17,1414.0,15.7,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,2.3,2.3,3.0,5.3,61.0,143.0,78.0,0.19,0.25,0.45,0.19,0.45,0.14,0.19,0.33,0.14,0.33,Matches
Jhon Murillo,ve VEN,"FW,MF",28-039,17,17,1318.0,14.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.8,1.8,1.6,3.4,52.0,25.0,127.0,0.07,0.14,0.2,0.07,0.2,0.12,0.11,0.23,0.12,0.23,Matches
Javier Güemez,mx MEX,MF,32-074,16,16,1375.0,15.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.5,0.5,0.4,0.9,10.0,133.0,22.0,0.07,0.07,0.13,0.07,0.13,0.03,0.03,0.06,0.03,0.06,Matches
Rodrigo Dourado,br BRA,MF,29-196,16,16,1365.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,0.4,0.9,15.0,82.0,17.0,0.07,0.07,0.13,0.07,0.13,0.03,0.03,0.06,0.03,0.06,Matches
Ricardo Chávez Soto,mx MEX,DF,29-041,16,16,1330.0,14.8,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.8,1.8,2.2,4.0,34.0,60.0,100.0,0.07,0.07,0.14,0.07,0.14,0.12,0.15,0.27,0.12,0.27,Matches
Julio Domínguez,mx MEX,DF,36-052,16,16,1326.0,14.7,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.3,0.3,0.3,0.6,9.0,39.0,3.0,0.14,0.07,0.2,0.14,0.2,0.02,0.02,0.04,0.02,0.04,Matches
Juan Sanabria,uy URU,DF,23-276,16,15,1395.0,15.5,1.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.7,0.7,2.2,2.9,27.0,52.0,68.0,0.06,0.26,0.32,0.06,0.32,0.04,0.14,0.19,0.04,0.19,Matches
Léo Bonatini,br BRA,FW,29-277,16,15,1115.0,12.4,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.9,3.9,0.3,4.2,10.0,16.0,56.0,0.4,0.0,0.4,0.4,0.4,0.31,0.02,0.33,0.31,0.33,Matches
Mateo Klimowicz,de GER,"FW,MF",23-177,16,10,730.0,8.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,1.5,1.5,0.5,2.0,18.0,22.0,45.0,0.12,0.0,0.12,0.12,0.12,0.18,0.06,0.24,0.18,0.24,Matches
Andrés Sánchez,mx MEX,GK,26-088,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Urtiaga,mx MEX,GK,25-082,8,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitinho,br BRA,"FW,MF",22-251,17,7,854.0,9.5,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,2.3,2.3,1.3,3.6,48.0,31.0,85.0,0.63,0.11,0.74,0.63,0.74,0.25,0.14,0.38,0.25,0.38,Matches
