Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Unai Bilbao,es ESP,DF,29-329,16.3,15,0.92,13,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Dieter Villalpando,mx MEX,"MF,FW",32-148,15.7,79,5.01,49,16,6,2,5,1,9,0.57,6,3,0,0,0,0,Matches
Jhon Murillo,ve VEN,"FW,MF",28-039,14.6,45,3.07,32,1,3,5,4,0,8,0.55,4,0,0,0,4,0,Matches
Javier Güemez,mx MEX,MF,32-074,15.3,52,3.4,48,0,1,2,1,0,8,0.52,7,0,0,1,0,0,Matches
Rodrigo Dourado,br BRA,MF,29-196,15.2,25,1.65,21,1,1,1,0,1,4,0.26,2,1,1,0,0,0,Matches
Ricardo Chávez Soto,mx MEX,DF,29-041,14.8,38,2.57,31,2,3,0,1,1,2,0.14,2,0,0,0,0,0,Matches
Julio Domínguez,mx MEX,DF,36-052,14.7,7,0.48,6,0,0,1,0,0,1,0.07,0,0,0,1,0,0,Matches
Juan Sanabria,uy URU,DF,23-276,15.5,57,3.68,37,18,1,0,0,1,7,0.45,5,2,0,0,0,0,Matches
Léo Bonatini,br BRA,FW,29-277,12.4,21,1.69,9,1,3,5,2,1,3,0.24,0,0,0,2,0,1,Matches
Mateo Klimowicz,de GER,"FW,MF",23-177,8.1,25,3.07,13,0,5,6,1,0,1,0.12,0,0,0,1,0,0,Matches
Andrés Sánchez,mx MEX,GK,26-088,9.0,2,0.22,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Urtiaga,mx MEX,GK,25-082,8.0,3,0.37,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vitinho,br BRA,"FW,MF",22-251,9.5,37,3.91,26,1,2,4,4,0,2,0.21,2,0,0,0,0,0,Matches
Ángel Zaldívar,mx MEX,FW,29-325,2.6,5,1.92,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Uziel García,mx MEX,"DF,FW",22-265,2.1,3,1.43,2,0,0,0,1,0,1,0.48,0,0,0,0,1,0,Matches
Sebastien Salles-Lamonge,fr FRA,"FW,MF",27-336,2.9,11,3.82,8,1,0,1,1,0,1,0.35,1,0,0,0,0,0,Matches
Iker Moreno,mx MEX,DF,20-107,1.8,5,2.8,5,0,0,0,0,0,1,0.56,1,0,0,0,0,0,Matches
Jordan Silva,mx MEX,"DF,FW",29-153,1.7,8,4.77,6,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Eduardo Águila,mx MEX,"DF,FW",21-227,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jürgen Damm,mx MEX,FW,31-053,2.5,17,6.89,12,0,1,2,2,0,3,1.22,2,0,0,0,1,0,Matches
Juan David Castro,mx MEX,"FW,MF",32-009,1.2,3,2.65,2,0,0,1,0,0,2,1.76,2,0,0,0,0,0,Matches
Andrés Iniestra,mx MEX,MF,27-294,0.3,1,3.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Benjamín Galdames,mx MEX,FW,22-309,0.3,2,7.2,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Diego Abitia,mx MEX,FW,20-258,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,17.0,461,27.12,331,42,26,34,23,5,53,3.12,34,6,1,5,6,1,
Opponent Total,,,27.8,17.0,418,24.59,313,31,21,25,14,14,38,2.24,24,6,1,3,3,1,
