Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Unai Bilbao,es ESP,DF,29-329,16.3,2,0,0,6,8,0,1,10,9,0,0,0,84,43,32,57.3,Matches
Dieter Villalpando,mx MEX,"MF,FW",32-148,15.7,4,0,0,10,35,2,49,6,17,0,0,0,88,4,12,25.0,Matches
Jhon Murillo,ve VEN,"FW,MF",28-039,14.6,2,0,0,15,27,6,19,6,9,3,0,0,53,14,15,48.3,Matches
Javier Güemez,mx MEX,MF,32-074,15.3,4,1,1,20,26,0,4,10,25,0,0,0,107,18,12,60.0,Matches
Rodrigo Dourado,br BRA,MF,29-196,15.2,5,1,1,23,6,0,0,20,30,0,0,0,84,17,12,58.6,Matches
Ricardo Chávez Soto,mx MEX,DF,29-041,14.8,6,0,0,23,16,0,54,20,21,0,1,0,79,36,18,66.7,Matches
Julio Domínguez,mx MEX,DF,36-052,14.7,3,0,0,5,8,0,0,10,8,0,0,0,47,22,17,56.4,Matches
Juan Sanabria,uy URU,DF,23-276,15.5,4,0,0,13,7,0,83,21,26,0,0,0,77,27,10,73.0,Matches
Léo Bonatini,br BRA,FW,29-277,12.4,0,0,0,3,10,4,0,2,1,0,0,0,23,7,14,33.3,Matches
Mateo Klimowicz,de GER,"FW,MF",23-177,8.1,5,0,0,16,4,1,7,7,18,0,0,0,41,1,5,16.7,Matches
Andrés Sánchez,mx MEX,GK,26-088,9.0,0,0,0,0,1,0,0,1,0,0,0,0,19,5,1,83.3,Matches
Diego Urtiaga,mx MEX,GK,25-082,8.0,2,0,0,0,2,0,0,0,0,0,0,0,8,3,0,100.0,Matches
Vitinho,br BRA,"FW,MF",22-251,9.5,1,0,0,5,14,2,10,3,8,1,0,0,39,1,1,50.0,Matches
Ángel Zaldívar,mx MEX,FW,29-325,2.6,0,1,0,9,2,0,0,1,4,0,0,0,3,7,11,38.9,Matches
Uziel García,mx MEX,"DF,FW",22-265,2.1,1,0,0,1,2,2,4,3,1,0,0,0,6,3,5,37.5,Matches
Sebastien Salles-Lamonge,fr FRA,"FW,MF",27-336,2.9,0,0,0,4,5,1,14,3,6,0,0,0,15,1,2,33.3,Matches
Iker Moreno,mx MEX,DF,20-107,1.8,0,0,0,2,4,0,1,4,6,0,0,0,14,0,2,0.0,Matches
Jordan Silva,mx MEX,"DF,FW",29-153,1.7,0,0,0,0,1,0,1,1,0,0,0,0,9,11,4,73.3,Matches
Eduardo Águila,mx MEX,"DF,FW",21-227,1.1,0,0,0,1,0,0,1,3,3,0,0,0,6,1,0,100.0,Matches
Jürgen Damm,mx MEX,FW,31-053,2.5,0,0,0,7,4,2,17,1,6,1,0,0,9,5,6,45.5,Matches
Juan David Castro,mx MEX,"FW,MF",32-009,1.2,1,0,0,4,4,0,1,2,1,0,0,0,5,1,2,33.3,Matches
Andrés Iniestra,mx MEX,MF,27-294,0.3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,,Matches
Benjamín Galdames,mx MEX,FW,22-309,0.3,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,,Matches
Diego Abitia,mx MEX,FW,20-258,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,28.8,17.0,41,3,2,170,187,20,266,135,199,5,1,0,819,227,181,55.6,
Opponent Total,,,27.8,17.0,46,2,0,198,163,34,348,173,173,0,5,2,856,181,227,44.4,
