Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Unai Bilbao,es ESP,DF,29-329,16.3,1098,179,597,466,39,25,1095,3,1,33.3,2,66.7,634,2937,1595,6,4,0,3,1,753,2,Matches
Dieter Villalpando,mx MEX,"MF,FW",32-148,15.7,1038,19,134,571,347,20,1038,50,30,60.0,16,32.0,704,4714,2478,61,52,6,23,19,835,78,Matches
Jhon Murillo,ve VEN,"FW,MF",28-039,14.6,601,8,64,286,265,39,601,43,23,53.5,16,37.2,395,2965,1576,52,40,16,30,13,467,127,Matches
Javier Güemez,mx MEX,MF,32-074,15.3,1183,61,326,711,153,2,1183,17,11,64.7,6,35.3,667,2762,1295,10,11,0,13,10,876,22,Matches
Rodrigo Dourado,br BRA,MF,29-196,15.2,1106,132,380,644,89,12,1106,12,6,50.0,5,41.7,619,3359,1992,15,15,1,10,8,746,17,Matches
Ricardo Chávez Soto,mx MEX,DF,29-041,14.8,1033,66,317,440,285,40,1033,19,11,57.9,7,36.8,502,2652,1384,34,26,3,14,17,657,100,Matches
Julio Domínguez,mx MEX,DF,36-052,14.7,836,88,433,387,18,10,836,1,1,100.0,0,0.0,480,2519,1238,9,1,0,7,1,602,3,Matches
Juan Sanabria,uy URU,DF,23-276,15.5,1043,54,351,440,260,21,1043,20,13,65.0,5,25.0,474,2404,1162,27,28,5,22,9,598,68,Matches
Léo Bonatini,br BRA,FW,29-277,12.4,315,10,29,148,143,49,315,16,8,50.0,8,50.0,178,710,319,10,7,4,22,12,226,56,Matches
Mateo Klimowicz,de GER,"FW,MF",23-177,8.1,360,5,64,172,133,21,360,38,20,52.6,18,47.4,213,1301,549,18,21,8,19,12,237,45,Matches
Andrés Sánchez,mx MEX,GK,26-088,9.0,287,252,284,3,0,0,287,0,0,,0,,138,663,359,0,0,0,0,0,112,0,Matches
Diego Urtiaga,mx MEX,GK,25-082,8.0,250,243,249,0,1,1,250,0,0,,0,,119,546,363,0,0,0,0,0,100,0,Matches
Vitinho,br BRA,"FW,MF",22-251,9.5,503,1,40,220,254,48,503,49,20,40.8,23,46.9,339,2441,1345,48,41,20,32,17,396,85,Matches
Ángel Zaldívar,mx MEX,FW,29-325,2.6,83,2,7,37,39,12,81,4,2,50.0,2,50.0,36,143,26,0,1,0,7,5,57,16,Matches
Uziel García,mx MEX,"DF,FW",22-265,2.1,98,5,22,47,29,4,98,3,1,33.3,2,66.7,51,340,142,4,5,0,3,0,59,6,Matches
Sebastien Salles-Lamonge,fr FRA,"FW,MF",27-336,2.9,244,7,41,134,69,5,244,3,2,66.7,1,33.3,153,621,233,2,7,0,3,7,200,19,Matches
Iker Moreno,mx MEX,DF,20-107,1.8,159,13,56,78,27,6,159,3,1,33.3,2,66.7,87,504,284,5,2,0,3,0,95,14,Matches
Jordan Silva,mx MEX,"DF,FW",29-153,1.7,125,16,45,72,9,7,125,0,0,,0,,77,441,222,1,0,0,0,0,84,0,Matches
Eduardo Águila,mx MEX,"DF,FW",21-227,1.1,84,5,44,35,5,1,84,2,1,50.0,1,50.0,34,159,46,1,0,0,0,0,52,2,Matches
Jürgen Damm,mx MEX,FW,31-053,2.5,154,4,21,55,78,18,154,8,3,37.5,2,25.0,98,507,240,13,3,4,8,4,119,39,Matches
Juan David Castro,mx MEX,"FW,MF",32-009,1.2,81,2,10,52,20,2,81,3,1,33.3,2,66.7,51,356,234,8,3,0,1,1,60,4,Matches
Andrés Iniestra,mx MEX,MF,27-294,0.3,17,3,6,7,4,0,17,0,0,,0,,9,28,14,0,2,0,1,0,11,1,Matches
Benjamín Galdames,mx MEX,FW,22-309,0.3,15,0,1,5,9,0,15,2,1,50.0,1,50.0,12,103,63,2,2,0,2,1,12,2,Matches
Diego Abitia,mx MEX,FW,20-258,0.0,1,0,0,1,0,0,1,0,0,,0,,1,11,0,0,0,0,0,0,1,0,Matches
Squad Total,,,28.8,17.0,10714,1175,3521,5011,2276,343,10709,296,156,52.7,119,40.2,6071,33186,17159,326,271,67,223,137,7355,706,
Opponent Total,,,27.8,17.0,9629,929,2948,4530,2260,398,9628,314,151,48.1,145,46.2,5622,29252,15450,314,233,78,241,157,6248,617,
