Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Jorge Filipe Oliveira Fernandes,pt POR,DF,26-272,15.0,710,668,39,34,0,6,9,5,0,0,0,0,559,3,9,Matches
Bruno Varela,cv CPV,GK,29-056,15.0,462,292,168,49,1,1,0,1,0,0,0,0,321,2,0,Matches
Jota Silva,pt POR,"FW,MF",24-151,14.1,361,332,27,0,1,2,40,22,1,1,0,0,216,2,23,Matches
André Silva,br BRA,FW,26-210,12.4,320,299,18,0,4,2,9,0,0,0,0,0,223,3,10,Matches
Tomás Händel,pt POR,MF,23-033,12.1,527,491,34,19,2,3,18,1,14,8,0,0,438,2,10,Matches
Tomás Ribeiro,pt POR,DF,24-244,10.4,492,442,47,19,0,6,8,28,0,0,0,0,366,3,7,Matches
Tiago Silva,pt POR,MF,30-211,9.5,529,440,85,32,3,7,62,2,44,14,19,1,408,4,7,Matches
João Mendes,pt POR,"MF,FW",29-070,8.8,340,322,17,5,3,3,30,2,10,2,2,0,242,1,12,Matches
Manuel Manu,pt POR,DF,22-201,10.0,498,481,15,14,0,4,1,0,0,0,0,0,416,2,6,Matches
Bruno Gaspar,ao ANG,"MF,DF",30-253,8.5,462,345,115,5,2,1,30,110,0,0,0,0,332,2,19,Matches
Daniel Bandeira,pt POR,MF,23-263,7.2,351,318,31,12,0,2,23,0,19,10,5,0,285,2,6,Matches
Afonso freitas,pt POR,"DF,MF",23-267,6.0,211,161,49,2,0,1,12,47,0,0,0,0,144,1,8,Matches
Ricardo Mangas,pt POR,"DF,MF",25-286,6.9,209,177,31,2,0,1,11,29,0,0,0,0,137,1,7,Matches
Miguel Magalhães,pt POR,"DF,MF",21-044,5.4,227,166,58,1,0,1,9,57,0,0,0,0,155,3,5,Matches
Toni Borevkovic,hr CRO,DF,26-195,5.0,158,147,8,8,0,3,0,0,0,0,0,0,124,3,0,Matches
Mikel Villanueva,ve VEN,DF,30-260,3.9,208,201,7,6,0,4,0,0,0,0,0,0,166,0,1,Matches
Nelson,ao ANG,"DF,FW",25-329,4.5,167,149,18,1,0,0,13,16,1,1,0,0,124,0,4,Matches
Adrián Butzke,es ESP,FW,24-275,1.8,41,38,3,0,0,0,0,1,0,0,0,0,20,0,2,Matches
Zé Carlos,pt POR,"MF,DF",22-061,3.1,172,156,15,3,1,4,13,7,5,0,3,0,134,1,3,Matches
Nuno Santos,pt POR,"FW,MF",24-303,2.0,96,89,7,2,1,3,6,0,5,3,2,0,66,0,1,Matches
Safira,br BRA,FW,28-288,1.6,48,47,1,0,1,1,2,0,0,0,0,0,31,0,2,Matches
André André,pt POR,MF,34-126,0.9,60,57,3,2,0,1,1,1,0,0,0,0,43,0,4,Matches
Squad Total,,,26.2,15.0,6649,5818,796,216,19,56,297,329,99,39,31,1,4950,35,146,
Opponent Total,,,26.7,15.0,7024,6132,861,239,31,56,260,363,81,49,15,0,5364,31,139,
