Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Jorge Filipe Oliveira Fernandes,pt POR,DF,26-272,15.0,18,1.2,13,1,0,4,0,0,1,0.07,0,0,0,1,0,0,Matches
Bruno Varela,cv CPV,GK,29-056,15.0,2,0.13,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jota Silva,pt POR,"FW,MF",24-151,14.1,34,2.41,24,1,1,3,5,0,5,0.35,4,1,0,0,0,0,Matches
André Silva,br BRA,FW,26-210,12.4,30,2.41,22,0,4,3,1,0,4,0.32,2,0,0,2,0,0,Matches
Tomás Händel,pt POR,MF,23-033,12.1,28,2.32,20,2,1,0,1,4,2,0.17,2,0,0,0,0,0,Matches
Tomás Ribeiro,pt POR,DF,24-244,10.4,5,0.48,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tiago Silva,pt POR,MF,30-211,9.5,42,4.44,23,15,0,1,1,2,6,0.63,2,3,0,0,0,1,Matches
João Mendes,pt POR,"MF,FW",29-070,8.8,37,4.2,22,5,4,4,2,0,6,0.68,3,0,1,2,0,0,Matches
Manuel Manu,pt POR,DF,22-201,10.0,14,1.4,12,0,0,1,0,1,1,0.1,1,0,0,0,0,0,Matches
Bruno Gaspar,ao ANG,"MF,DF",30-253,8.5,26,3.08,20,4,1,0,1,0,3,0.36,3,0,0,0,0,0,Matches
Daniel Bandeira,pt POR,MF,23-263,7.2,20,2.76,14,6,0,0,0,0,3,0.41,2,1,0,0,0,0,Matches
Afonso freitas,pt POR,"DF,MF",23-267,6.0,10,1.66,9,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ricardo Mangas,pt POR,"DF,MF",25-286,6.9,13,1.9,6,0,0,3,3,1,5,0.73,1,0,0,0,3,1,Matches
Miguel Magalhães,pt POR,"DF,MF",21-044,5.4,12,2.22,7,4,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Toni Borevkovic,hr CRO,DF,26-195,5.0,3,0.6,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches
Mikel Villanueva,ve VEN,DF,30-260,3.9,5,1.28,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nelson,ao ANG,"DF,FW",25-329,4.5,14,3.14,12,0,1,0,1,0,1,0.22,1,0,0,0,0,0,Matches
Adrián Butzke,es ESP,FW,24-275,1.8,3,1.67,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Zé Carlos,pt POR,"MF,DF",22-061,3.1,14,4.53,10,1,1,0,1,1,2,0.65,1,0,0,0,1,0,Matches
Nuno Santos,pt POR,"FW,MF",24-303,2.0,7,3.48,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Safira,br BRA,FW,28-288,1.6,6,3.75,3,1,0,0,2,0,2,1.25,1,0,0,0,1,0,Matches
André André,pt POR,MF,34-126,0.9,1,1.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.2,15.0,344,22.93,239,40,15,21,18,11,41,2.73,23,5,1,5,5,2,
Opponent Total,,,26.7,15.0,277,18.47,183,28,23,19,17,7,26,1.73,18,0,1,4,3,0,
