Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Jorge Filipe Oliveira Fernandes,pt POR,DF,26-272,15.0,0,9,1,11.1,0.6,0.07,0.0,0.0,10.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Bruno Varela,cv CPV,GK,29-056,15.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jota Silva,pt POR,"FW,MF",24-151,14.1,4,38,17,44.7,2.69,1.2,0.11,0.24,17.1,0,0,0,3.4,3.4,0.09,0.6,0.6,Matches
André Silva,br BRA,FW,26-210,12.4,5,31,11,35.5,2.49,0.88,0.16,0.45,19.5,0,0,1,3.6,2.8,0.09,1.4,2.2,Matches
Tomás Händel,pt POR,MF,23-033,12.1,1,19,2,10.5,1.57,0.17,0.05,0.5,20.9,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
Tomás Ribeiro,pt POR,DF,24-244,10.4,1,5,1,20.0,0.48,0.1,0.2,1.0,10.7,0,0,0,0.7,0.7,0.14,0.3,0.3,Matches
Tiago Silva,pt POR,MF,30-211,9.5,3,12,4,33.3,1.27,0.42,0.08,0.25,30.0,2,2,2,1.9,0.4,0.03,1.1,0.6,Matches
João Mendes,pt POR,"MF,FW",29-070,8.8,5,24,10,41.7,2.72,1.13,0.21,0.5,21.2,0,0,0,3.3,3.3,0.14,1.7,1.7,Matches
Manuel Manu,pt POR,DF,22-201,10.0,1,6,1,16.7,0.6,0.1,0.17,1.0,15.7,1,0,0,0.6,0.6,0.09,0.4,0.4,Matches
Bruno Gaspar,ao ANG,"MF,DF",30-253,8.5,1,5,1,20.0,0.59,0.12,0.2,1.0,16.2,0,0,0,0.2,0.2,0.03,0.8,0.8,Matches
Daniel Bandeira,pt POR,MF,23-263,7.2,1,8,4,50.0,1.11,0.55,0.13,0.25,22.8,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Afonso freitas,pt POR,"DF,MF",23-267,6.0,0,4,0,0.0,0.67,0.0,0.0,,14.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Ricardo Mangas,pt POR,"DF,MF",25-286,6.9,0,9,1,11.1,1.31,0.15,0.0,0.0,13.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Miguel Magalhães,pt POR,"DF,MF",21-044,5.4,0,1,0,0.0,0.19,0.0,0.0,,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Toni Borevkovic,hr CRO,DF,26-195,5.0,0,5,1,20.0,1.0,0.2,0.0,0.0,7.7,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches
Mikel Villanueva,ve VEN,DF,30-260,3.9,0,2,0,0.0,0.51,0.0,0.0,,22.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Nelson,ao ANG,"DF,FW",25-329,4.5,1,6,2,33.3,1.34,0.45,0.17,0.5,23.2,0,0,0,0.7,0.7,0.11,0.3,0.3,Matches
Adrián Butzke,es ESP,FW,24-275,1.8,0,2,1,50.0,1.11,0.56,0.0,0.0,25.2,0,0,0,0.5,0.5,0.23,-0.5,-0.5,Matches
Zé Carlos,pt POR,"MF,DF",22-061,3.1,0,1,0,0.0,0.32,0.0,0.0,,15.3,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
Nuno Santos,pt POR,"FW,MF",24-303,2.0,0,7,1,14.3,3.52,0.5,0.0,0.0,25.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Safira,br BRA,FW,28-288,1.6,1,3,2,66.7,1.87,1.25,0.0,0.0,17.5,0,1,1,1.9,1.1,0.36,-0.9,-1.1,Matches
André André,pt POR,MF,34-126,0.9,0,1,0,0.0,1.06,0.0,0.0,,26.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Squad Total,,,26.2,15.0,24,198,60,30.3,13.2,4.0,0.11,0.35,19.0,3,3,4,20.4,17.1,0.09,3.6,3.9,
Opponent Total,,,26.7,15.0,16,155,55,35.5,10.33,3.67,0.08,0.24,18.1,8,3,4,17.7,14.6,0.1,-1.7,-1.6,
