Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Jorge Filipe Oliveira Fernandes,pt POR,DF,26-272,15.0,2,0,0,23,8,0,9,10,19,0,0,1,91,61,29,67.8,Matches
Bruno Varela,cv CPV,GK,29-056,15.0,1,0,0,0,4,0,0,0,0,0,0,0,25,4,0,100.0,Matches
Jota Silva,pt POR,"FW,MF",24-151,14.1,4,0,0,20,25,16,40,11,10,0,0,0,51,25,31,44.6,Matches
André Silva,br BRA,FW,26-210,12.4,2,0,0,12,7,8,9,2,3,0,0,0,47,20,42,32.3,Matches
Tomás Händel,pt POR,MF,23-033,12.1,2,0,0,23,14,0,18,12,19,0,0,0,96,17,6,73.9,Matches
Tomás Ribeiro,pt POR,DF,24-244,10.4,4,0,0,12,7,2,8,7,7,0,0,0,44,24,16,60.0,Matches
Tiago Silva,pt POR,MF,30-211,9.5,4,0,0,20,12,0,62,10,12,0,0,0,57,4,10,28.6,Matches
João Mendes,pt POR,"MF,FW",29-070,8.8,2,1,0,12,12,0,30,6,6,0,0,0,45,2,5,28.6,Matches
Manuel Manu,pt POR,DF,22-201,10.0,3,0,0,11,10,0,1,12,15,0,2,0,73,24,18,57.1,Matches
Bruno Gaspar,ao ANG,"MF,DF",30-253,8.5,2,0,0,13,15,2,30,7,5,0,0,0,39,8,14,36.4,Matches
Daniel Bandeira,pt POR,MF,23-263,7.2,1,0,0,6,6,0,23,10,6,0,0,0,54,11,7,61.1,Matches
Afonso freitas,pt POR,"DF,MF",23-267,6.0,2,0,0,10,9,2,12,2,7,0,0,0,21,9,2,81.8,Matches
Ricardo Mangas,pt POR,"DF,MF",25-286,6.9,1,0,0,4,17,2,11,1,7,2,0,0,34,19,12,61.3,Matches
Miguel Magalhães,pt POR,"DF,MF",21-044,5.4,1,0,0,5,4,1,9,7,11,0,2,0,22,7,9,43.8,Matches
Toni Borevkovic,hr CRO,DF,26-195,5.0,1,0,0,9,2,0,0,12,4,0,0,0,20,8,7,53.3,Matches
Mikel Villanueva,ve VEN,DF,30-260,3.9,1,0,0,4,1,0,0,8,2,0,0,0,18,14,4,77.8,Matches
Nelson,ao ANG,"DF,FW",25-329,4.5,1,0,0,14,5,0,13,6,8,0,0,0,35,5,6,45.5,Matches
Adrián Butzke,es ESP,FW,24-275,1.8,0,0,0,3,5,1,0,0,3,0,0,0,3,8,10,44.4,Matches
Zé Carlos,pt POR,"MF,DF",22-061,3.1,4,0,0,4,9,0,13,3,4,0,0,0,33,3,1,75.0,Matches
Nuno Santos,pt POR,"FW,MF",24-303,2.0,0,1,0,3,2,0,6,0,0,0,0,0,11,1,0,100.0,Matches
Safira,br BRA,FW,28-288,1.6,0,0,0,5,5,1,2,0,2,1,0,0,5,9,4,69.2,Matches
André André,pt POR,MF,34-126,0.9,1,0,0,4,7,0,1,3,3,0,0,0,13,0,1,0.0,Matches
Squad Total,,,26.2,15.0,39,2,0,217,186,35,297,129,153,3,4,1,837,283,234,54.7,
Opponent Total,,,26.7,15.0,47,5,2,192,213,31,260,141,130,4,4,1,797,234,283,45.3,
