Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Jorge Filipe Oliveira Fernandes,pt POR,DF,26-272,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,,0,1.93,25.0,17.0,8.0,0.53,,20.4,17.7,2.6,0.18,,Matches
Bruno Varela,cv CPV,GK,29-056,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,,0,1.93,25.0,17.0,8.0,0.53,,20.4,17.7,2.6,0.18,,Matches
Jota Silva,pt POR,"FW,MF",24-151,15,1273.0,85.0,94.3,14.1,15,85.0,8,0,,0,1.93,23.0,16.0,7.0,0.49,-0.67,19.0,15.9,3.0,0.21,0.67,Matches
André Silva,br BRA,FW,26-210,14,1120.0,80.0,83.0,12.4,13,83.0,7,1,37.0,0,2.0,23.0,16.0,7.0,0.56,0.17,18.0,14.6,3.4,0.27,0.55,Matches
Tomás Händel,pt POR,MF,23-033,14,1087.0,78.0,80.5,12.1,12,83.0,4,2,48.0,0,1.86,18.0,14.0,4.0,0.33,-1.04,15.8,15.3,0.5,0.04,-0.7,Matches
Tomás Ribeiro,pt POR,DF,24-244,11,938.0,85.0,69.5,10.4,11,85.0,9,0,,2,1.82,17.0,12.0,5.0,0.48,-0.18,13.8,13.0,0.7,0.07,-0.35,Matches
Tiago Silva,pt POR,MF,30-211,12,852.0,71.0,63.1,9.5,11,75.0,0,1,31.0,0,2.17,15.0,9.0,6.0,0.63,0.27,11.7,8.8,2.9,0.3,0.35,Matches
João Mendes,pt POR,"MF,FW",29-070,13,793.0,61.0,58.7,8.8,11,68.0,0,2,24.0,0,1.92,17.0,9.0,8.0,0.91,0.91,14.3,9.0,5.3,0.6,1.03,Matches
Manuel Manu,pt POR,DF,22-201,11,901.0,82.0,66.7,10.0,10,90.0,10,1,1.0,3,2.0,17.0,11.0,6.0,0.6,0.2,12.8,10.8,2.0,0.2,0.06,Matches
Bruno Gaspar,ao ANG,"MF,DF",30-253,10,762.0,76.0,56.4,8.5,10,76.0,6,0,,0,2.2,15.0,6.0,9.0,1.06,1.22,10.9,7.1,3.8,0.45,0.62,Matches
Daniel Bandeira,pt POR,MF,23-263,13,650.0,50.0,48.1,7.2,8,72.0,3,5,14.0,1,1.92,11.0,9.0,2.0,0.28,-0.49,9.4,9.5,0.0,0.0,-0.35,Matches
Afonso freitas,pt POR,"DF,MF",23-267,9,541.0,60.0,40.1,6.0,8,66.0,2,1,13.0,6,2.11,7.0,10.0,-3.0,-0.5,-1.72,5.9,8.1,-2.2,-0.37,-0.91,Matches
Ricardo Mangas,pt POR,"DF,MF",25-286,7,617.0,88.0,45.7,6.9,7,88.0,6,0,,0,1.86,12.0,7.0,5.0,0.73,0.36,9.8,8.1,1.7,0.25,0.14,Matches
