Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Alexis Francisco Peña,mx MEX,DF,27-351,17.0,2,9,3,33.3,0.53,0.18,0.22,0.67,13.0,0,0,0,0.5,0.5,0.06,1.5,1.5,Matches
Bryan Garnica,mx MEX,MF,27-217,14.9,0,14,4,28.6,0.94,0.27,0.0,0.0,18.2,0,0,0,1.7,1.7,0.12,-1.7,-1.7,Matches
Alán Montes,mx MEX,DF,23-065,14.6,1,11,4,36.4,0.75,0.27,0.09,0.25,15.8,0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Facundo Batista,uy URU,FW,24-348,12.3,4,23,12,52.2,1.88,0.98,0.09,0.17,15.6,0,2,2,3.5,1.9,0.08,0.5,0.1,Matches
Fernando Arce Jr.,us USA,MF,27-033,10.9,2,11,4,36.4,1.01,0.37,0.18,0.5,22.7,0,0,0,1.2,1.2,0.11,0.8,0.8,Matches
Raúl Gudiño,mx MEX,GK,27-252,9.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jorge Rodríguez,mx MEX,DF,22-118,9.5,0,12,2,16.7,1.27,0.21,0.0,0.0,24.4,1,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Édgar Méndez,es ESP,"FW,MF",33-362,8.5,2,24,8,33.3,2.83,0.94,0.08,0.25,18.2,0,0,0,2.4,2.4,0.1,-0.4,-0.4,Matches
Heriberto Jurado,mx MEX,MF,18-361,6.6,0,9,0,0.0,1.37,0.0,0.0,,19.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Jair Cortés,mx MEX,"DF,MF",23-039,8.3,0,9,0,0.0,1.08,0.0,0.0,,26.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Emilio Martínez González,mx MEX,DF,20-331,7.5,0,2,0,0.0,0.27,0.0,0.0,,34.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Ezequiel Unsain,ar ARG,GK,28-296,7.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ricardo Monreal,mx MEX,FW,22-323,6.3,2,10,6,60.0,1.58,0.95,0.2,0.33,15.3,0,0,0,1.4,1.4,0.14,0.6,0.6,Matches
Agustín Oliveros,uy URU,DF,25-135,6.0,0,5,0,0.0,0.83,0.0,0.0,,19.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Vicente Poggi,uy URU,MF,21-172,5.8,0,9,2,22.2,1.55,0.34,0.0,0.0,31.6,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Andrés Colorado,co COL,MF,25-029,5.7,0,1,0,0.0,0.18,0.0,0.0,,10.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Alejandro Andrade,mx MEX,MF,22-136,4.3,2,5,2,40.0,1.17,0.47,0.4,1.0,19.8,0,0,0,0.7,0.7,0.14,1.3,1.3,Matches
Cristian González Bautista,mx MEX,"DF,MF",25-307,4.4,0,6,0,0.0,1.36,0.0,0.0,,30.3,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
