Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Alexis Francisco Peña,mx MEX,DF,27-351,17.0,1,0,0,12,5,0,4,20,12,0,1,1,95,29,24,54.7,Matches
Bryan Garnica,mx MEX,MF,27-217,14.9,3,0,0,7,25,5,140,8,7,0,0,0,81,10,18,35.7,Matches
Alán Montes,mx MEX,DF,23-065,14.6,2,0,0,15,13,1,3,25,19,0,0,0,119,47,22,68.1,Matches
Facundo Batista,uy URU,FW,24-348,12.3,3,0,0,20,8,3,2,0,1,0,0,0,24,33,67,33.0,Matches
Fernando Arce Jr.,us USA,MF,27-033,10.9,5,0,0,14,9,0,4,22,21,0,0,0,68,11,5,68.8,Matches
Raúl Gudiño,mx MEX,GK,27-252,9.5,1,0,0,0,1,0,0,0,0,0,0,0,11,2,0,100.0,Matches
Jorge Rodríguez,mx MEX,DF,22-118,9.5,5,0,0,13,11,0,16,10,14,0,0,0,37,14,16,46.7,Matches
Édgar Méndez,es ESP,"FW,MF",33-362,8.5,2,0,0,15,15,5,18,4,7,0,0,0,28,31,35,47.0,Matches
Heriberto Jurado,mx MEX,MF,18-361,6.6,3,0,0,10,6,2,36,3,11,0,0,0,27,3,20,13.0,Matches
Jair Cortés,mx MEX,"DF,MF",23-039,8.3,2,0,0,13,7,0,25,11,20,0,0,0,44,9,9,50.0,Matches
Emilio Martínez González,mx MEX,DF,20-331,7.5,2,0,0,3,9,0,18,9,9,0,0,0,38,6,7,46.2,Matches
Ezequiel Unsain,ar ARG,GK,28-296,7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,Matches
Ricardo Monreal,mx MEX,FW,22-323,6.3,1,1,0,13,5,4,9,1,4,0,0,0,29,17,29,37.0,Matches
Agustín Oliveros,uy URU,DF,25-135,6.0,0,0,0,6,6,0,12,3,2,0,0,0,26,8,8,50.0,Matches
Vicente Poggi,uy URU,MF,21-172,5.8,5,0,0,17,4,0,2,11,15,0,0,0,50,7,5,58.3,Matches
Andrés Colorado,co COL,MF,25-029,5.7,1,0,0,14,5,0,0,8,6,0,0,0,31,4,9,30.8,Matches
Alejandro Andrade,mx MEX,MF,22-136,4.3,1,0,0,9,9,0,3,2,4,0,1,0,28,11,4,73.3,Matches
Cristian González Bautista,mx MEX,"DF,MF",25-307,4.4,3,0,0,6,1,0,22,1,3,0,0,0,22,1,8,11.1,Matches
Jhon Chancellor,ve VEN,DF,31-362,4.3,0,0,0,3,0,0,0,6,6,0,0,1,24,9,3,75.0,Matches
Diego Gómez,mx MEX,"MF,FW",20-111,3.4,1,0,0,6,5,0,1,2,4,0,0,0,25,2,5,28.6,Matches
José Joaquín Esquivel,mx MEX,MF,25-357,3.0,1,0,0,1,3,1,0,4,3,0,0,0,18,2,6,25.0,Matches
Fabricio Formiliano,uy URU,DF,30-350,2.8,1,0,0,2,2,0,0,7,0,0,0,0,10,7,5,58.3,Matches
Braian Samudio,py PAR,"MF,FW",28-007,3.8,0,1,0,9,1,0,10,1,3,0,0,0,26,22,19,53.7,Matches
Daniel Mantilla,co COL,"MF,FW",27-005,3.0,1,0,0,6,1,1,8,1,0,0,0,0,14,1,4,20.0,Matches
Rogelio Cortéz Pineda,mx MEX,MF,19-176,2.1,2,0,0,3,3,0,4,0,3,0,0,0,11,1,1,50.0,Matches
Maximiliano Silvera,uy URU,FW,26-116,1.2,0,0,0,1,3,0,0,2,1,0,0,0,4,2,3,40.0,Matches
Alfredo Gutierrez,mx MEX,DF,20-249,0.9,0,0,0,0,1,0,0,3,3,0,0,0,6,0,1,0.0,Matches
Misael Domínguez,mx MEX,"MF,DF",24-064,1.2,0,0,0,1,5,0,8,0,0,0,0,0,8,1,0,100.0,Matches
Waldo Madrid,mx MEX,"DF,FW",20-127,0.5,0,0,0,2,2,0,0,1,3,0,0,1,6,0,2,0.0,Matches
Arath Moreno,mx MEX,MF,18-041,0.4,0,0,0,0,0,0,2,0,1,0,0,1,3,0,0,,Matches
César López,mx MEX,FW,21-298,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,100.0,Matches
Alek Álvarez,mx MEX,DF,20-272,0.1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,Matches
Squad Total,,,25.5,17.0,46,2,0,223,165,23,348,165,183,0,2,4,919,293,335,46.7,
Opponent Total,,,28.2,17.0,36,5,2,178,210,24,363,115,141,0,2,0,911,335,293,53.3,
