Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Alexis Francisco Peña,mx MEX,DF,27-351,17.0,765,118,406,324,40,14,765,4,1,25.0,2,50.0,369,1671,871,4,2,0,7,2,410,4,Matches
Bryan Garnica,mx MEX,MF,27-217,14.9,632,12,92,190,361,32,632,47,24,51.1,17,36.2,334,1728,791,30,17,9,28,21,351,107,Matches
Alán Montes,mx MEX,DF,23-065,14.6,809,110,465,325,32,21,809,11,6,54.5,4,36.4,391,2347,1469,7,2,0,12,3,399,3,Matches
Facundo Batista,uy URU,FW,24-348,12.3,291,27,36,109,148,46,289,11,7,63.6,3,27.3,115,423,180,9,3,4,29,7,175,38,Matches
Fernando Arce Jr.,us USA,MF,27-033,10.9,484,29,150,286,53,6,484,8,4,50.0,3,37.5,207,1113,504,4,1,0,10,5,227,10,Matches
Raúl Gudiño,mx MEX,GK,27-252,9.5,317,277,316,1,0,0,317,0,0,,0,,134,672,460,0,0,0,0,0,103,0,Matches
Jorge Rodríguez,mx MEX,DF,22-118,9.5,462,33,150,228,93,12,462,10,8,80.0,2,20.0,163,817,454,15,7,0,8,5,180,15,Matches
Édgar Méndez,es ESP,"FW,MF",33-362,8.5,275,6,21,108,150,34,275,14,7,50.0,6,42.9,162,692,223,6,7,2,24,16,205,44,Matches
Heriberto Jurado,mx MEX,MF,18-361,6.6,242,5,33,106,109,12,242,32,16,50.0,16,50.0,121,1007,424,17,14,3,15,9,133,24,Matches
Jair Cortés,mx MEX,"DF,MF",23-039,8.3,458,28,137,203,123,8,458,10,3,30.0,6,60.0,200,1015,565,16,15,5,12,8,211,32,Matches
Emilio Martínez González,mx MEX,DF,20-331,7.5,370,27,109,185,76,0,370,0,0,,0,,134,584,259,5,12,0,8,6,160,17,Matches
Ezequiel Unsain,ar ARG,GK,28-296,7.5,220,184,218,2,0,0,220,0,0,,0,,95,597,336,0,0,0,0,0,70,0,Matches
Ricardo Monreal,mx MEX,FW,22-323,6.3,273,2,13,105,163,29,273,33,15,45.5,16,48.5,168,936,387,21,14,6,29,16,200,44,Matches
Agustín Oliveros,uy URU,DF,25-135,6.0,256,21,86,121,49,5,256,4,1,25.0,2,50.0,108,504,221,2,3,0,8,2,125,10,Matches
Vicente Poggi,uy URU,MF,21-172,5.8,291,9,62,178,57,2,291,9,6,66.7,3,33.3,141,686,359,9,11,0,7,8,156,13,Matches
Andrés Colorado,co COL,MF,25-029,5.7,233,15,54,139,43,5,233,6,4,66.7,1,16.7,112,565,241,2,7,0,11,2,143,10,Matches
Alejandro Andrade,mx MEX,MF,22-136,4.3,159,8,39,87,35,2,159,6,4,66.7,2,33.3,65,390,137,1,5,0,5,1,73,2,Matches
Cristian González Bautista,mx MEX,"DF,MF",25-307,4.4,200,4,61,90,53,2,200,6,4,66.7,2,33.3,99,566,313,8,8,1,8,4,106,13,Matches
