Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Alexis Francisco Peña,mx MEX,DF,27-351,17.0,17,12,9,6,2,8,16,50.0,8,17,10,7,20,37,68,0,Matches
Bryan Garnica,mx MEX,MF,27-217,14.9,13,7,6,3,4,4,16,25.0,12,19,3,16,8,21,10,0,Matches
Alán Montes,mx MEX,DF,23-065,14.6,33,19,18,15,0,16,23,69.6,7,27,15,12,25,58,72,0,Matches
Facundo Batista,uy URU,FW,24-348,12.3,5,1,2,1,2,1,9,11.1,8,19,5,14,0,5,22,0,Matches
Fernando Arce Jr.,us USA,MF,27-033,10.9,35,21,20,13,2,17,34,50.0,17,22,5,17,22,57,17,0,Matches
Raúl Gudiño,mx MEX,GK,27-252,9.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
Jorge Rodríguez,mx MEX,DF,22-118,9.5,22,14,12,8,2,8,18,44.4,10,11,3,8,10,32,22,0,Matches
Édgar Méndez,es ESP,"FW,MF",33-362,8.5,13,7,2,10,1,6,12,50.0,6,4,1,3,4,17,4,0,Matches
Heriberto Jurado,mx MEX,MF,18-361,6.6,18,11,8,8,2,8,17,47.1,9,6,0,6,3,21,3,0,Matches
Jair Cortés,mx MEX,"DF,MF",23-039,8.3,27,20,13,13,1,19,32,59.4,13,11,1,10,11,38,25,0,Matches
Emilio Martínez González,mx MEX,DF,20-331,7.5,18,9,13,2,3,14,29,48.3,15,9,2,7,9,27,19,0,Matches
Ezequiel Unsain,ar ARG,GK,28-296,7.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
Ricardo Monreal,mx MEX,FW,22-323,6.3,5,4,1,1,3,1,6,16.7,5,8,2,6,1,6,2,0,Matches
Agustín Oliveros,uy URU,DF,25-135,6.0,5,2,3,1,1,2,3,66.7,1,5,2,3,3,8,12,0,Matches
Vicente Poggi,uy URU,MF,21-172,5.8,16,15,11,5,0,5,17,29.4,12,8,1,7,11,27,5,1,Matches
Andrés Colorado,co COL,MF,25-029,5.7,9,6,6,2,1,7,14,50.0,7,1,0,1,8,17,14,1,Matches
Alejandro Andrade,mx MEX,MF,22-136,4.3,9,4,2,7,0,4,7,57.1,3,7,4,3,2,11,3,0,Matches
Cristian González Bautista,mx MEX,"DF,MF",25-307,4.4,5,3,4,1,0,5,10,50.0,5,6,1,5,1,6,4,0,Matches
Jhon Chancellor,ve VEN,DF,31-362,4.3,8,6,7,1,0,3,5,60.0,2,10,2,8,6,14,27,0,Matches
Diego Gómez,mx MEX,"MF,FW",20-111,3.4,6,4,3,3,0,1,8,12.5,7,6,1,5,2,8,3,0,Matches
José Joaquín Esquivel,mx MEX,MF,25-357,3.0,8,3,6,2,0,0,2,0.0,2,6,2,4,4,12,1,0,Matches
Fabricio Formiliano,uy URU,DF,30-350,2.8,0,0,0,0,0,0,3,0.0,3,2,2,0,7,7,17,0,Matches
Braian Samudio,py PAR,"MF,FW",28-007,3.8,5,3,1,4,0,2,7,28.6,5,2,0,2,1,6,2,0,Matches
Daniel Mantilla,co COL,"MF,FW",27-005,3.0,1,0,1,0,0,1,6,16.7,5,3,1,2,1,2,3,0,Matches
Rogelio Cortéz Pineda,mx MEX,MF,19-176,2.1,7,3,3,4,0,4,10,40.0,6,6,3,3,0,7,2,0,Matches
Maximiliano Silvera,uy URU,FW,26-116,1.2,1,1,0,1,0,1,1,100.0,0,1,0,1,2,3,0,0,Matches
Alfredo Gutierrez,mx MEX,DF,20-249,0.9,4,3,2,2,0,1,1,100.0,0,0,0,0,3,7,1,0,Matches
Misael Domínguez,mx MEX,"MF,DF",24-064,1.2,1,0,0,0,1,0,0,,0,3,0,3,0,1,0,0,Matches
Waldo Madrid,mx MEX,"DF,FW",20-127,0.5,3,3,2,1,0,1,2,50.0,1,0,0,0,1,4,0,0,Matches
Arath Moreno,mx MEX,MF,18-041,0.4,1,1,1,0,0,0,2,0.0,2,2,0,2,0,1,1,0,Matches
César López,mx MEX,FW,21-298,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Alek Álvarez,mx MEX,DF,20-272,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
Squad Total,,,25.5,17.0,296,183,157,114,25,139,310,44.8,171,221,66,155,165,461,363,3,
Opponent Total,,,28.2,17.0,246,141,117,98,31,99,225,44.0,126,134,27,107,115,361,327,5,
