Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Guido Herrera,ar ARG,GK,30.0,27.0,2,0.07,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Gastón Benavídez,ar ARG,DF,27.0,26.0,52,2.0,39,7,2,3,1,0,3,0.12,2,0,0,1,0,0,Matches
Matías Catalán,cl CHI,DF,30.0,25.2,19,0.75,14,0,3,2,0,0,3,0.12,3,0,0,0,0,0,Matches
Rodrigo Villagra,ar ARG,MF,21.0,24.8,46,1.85,38,1,2,3,0,2,4,0.16,3,1,0,0,0,0,Matches
Rodrigo Garro,ar ARG,MF,25.0,23.1,129,5.59,70,38,4,4,10,3,15,0.65,9,3,0,2,0,1,Matches
Michael Santos,uy URU,FW,29.0,20.4,37,1.82,16,0,8,6,7,0,8,0.39,5,0,2,1,0,0,Matches
Ramón Sosa,py PAR,FW,23.0,16.7,82,4.92,56,4,14,0,7,1,13,0.78,9,0,2,0,2,0,Matches
Juan Portillo,ar ARG,DF,22.0,15.8,16,1.01,7,2,3,1,1,2,0,0.0,0,0,0,0,0,0,Matches
Diego Valoyes,co COL,FW,26.0,17.9,59,3.3,40,0,14,2,3,0,12,0.67,9,0,2,0,1,0,Matches
Juan Rodríguez,ar ARG,DF,28.0,15.6,6,0.38,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Diego Ortegoza,ar ARG,MF,25.0,8.8,18,2.05,12,1,2,3,0,0,0,0.0,0,0,0,0,0,0,Matches
Francisco Pizzini,ar ARG,FW,29.0,12.9,38,2.94,27,0,2,3,2,4,4,0.31,2,0,0,2,0,0,Matches
Alan Franco,ec ECU,MF,24.0,11.5,14,1.21,13,0,0,1,0,0,2,0.17,2,0,0,0,0,0,Matches
Lucas Suárez,ar ARG,DF,27.0,11.0,5,0.45,3,1,0,1,0,0,1,0.09,0,1,0,0,0,0,Matches
Nicolás Pasquini,ar ARG,DF,32.0,6.7,3,0.45,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Valentín Depietri,ar ARG,"FW,MF",22.0,5.8,23,3.92,19,1,2,1,0,0,2,0.34,1,1,0,0,0,0,Matches
Nahuel Bustos,ar ARG,"FW,MF",24.0,8.1,17,2.09,11,0,2,3,1,0,1,0.12,0,0,0,0,1,0,Matches
Christian Oliva,uy URU,MF,26.0,4.9,16,3.3,6,8,0,1,0,1,0,0.0,0,0,0,0,0,0,Matches
Tiago Palacios,ar ARG,DF,19.0,1.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Julio Buffarini,ar ARG,DF,34.0,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Maximiliano Álvez,ar ARG,FW,19.0,2.0,5,2.56,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tomás Olmos,ar ARG,DF,18.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ángelo Martino,ar ARG,DF,24.0,0.7,5,6.72,2,0,0,0,3,0,0,0.0,0,0,0,0,0,0,Matches
José Romero,ar ARG,"FW,MF",19.0,1.9,9,4.74,6,1,1,0,1,0,1,0.53,1,0,0,0,0,0,Matches
Diego Barrera,ar ARG,FW,18.0,1.4,3,2.09,1,0,1,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Luis Sequeira,ar ARG,"MF,DF",20.0,1.2,3,2.45,2,0,1,0,0,0,1,0.82,1,0,0,0,0,0,Matches
Fabio Álvarez,ar ARG,"MF,FW",30.0,0.7,3,4.03,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Vicente Fernández,cl CHI,"MF,FW",23.0,0.5,1,2.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
David Zalazar,ar ARG,MF,20.0,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Federico Girotti,ar ARG,DF,23.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Matias Gomez,ar ARG,"MF,FW",17.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,27.0,612,22.67,402,64,61,35,37,13,70,2.59,47,6,6,6,4,1,
Opponent Total,,,27.1,27.0,490,18.15,316,64,30,32,42,6,37,1.37,27,4,1,0,5,0,
