Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Guido Herrera,ar ARG,GK,30.0,27.0,578,854,67.7,18560,13804,51,52,98.1,254,256,99.2,266,537,49.5,0,0.0,0.1,0.0,0,18,2,0,0,Matches
Gastón Benavídez,ar ARG,DF,27.0,26.0,1019,1294,78.7,17996,7375,466,543,85.8,425,531,80.0,110,175,62.9,3,2.3,1.5,0.7,20,93,26,7,135,Matches
Matías Catalán,cl CHI,DF,30.0,25.2,928,1242,74.7,22466,10163,206,256,80.5,499,576,86.6,220,372,59.1,2,1.0,0.6,1.0,10,105,5,1,94,Matches
Rodrigo Villagra,ar ARG,MF,21.0,24.8,1024,1223,83.7,20025,6016,418,460,90.9,432,487,88.7,149,218,68.3,1,1.4,1.8,-0.4,19,103,15,0,112,Matches
Rodrigo Garro,ar ARG,MF,25.0,23.1,840,1186,70.8,16581,5691,358,424,84.4,300,394,76.1,156,280,55.7,6,8.0,4.9,-2.0,68,120,41,3,159,Matches
Michael Santos,uy URU,FW,29.0,20.4,140,244,57.4,1894,409,87,132,65.9,36,63,57.1,7,16,43.8,5,4.1,1.8,0.9,13,7,10,1,19,Matches
Ramón Sosa,py PAR,FW,23.0,16.7,337,491,68.6,5645,1298,172,219,78.5,111,153,72.5,39,73,53.4,4,3.4,2.7,0.6,32,27,20,7,49,Matches
Juan Portillo,ar ARG,DF,22.0,15.8,599,786,76.2,9254,4589,337,384,87.8,209,276,75.7,41,92,44.6,0,0.5,0.5,-0.5,2,57,3,0,68,Matches
Diego Valoyes,co COL,FW,26.0,17.9,342,507,67.5,5105,1573,211,269,78.4,114,158,72.2,13,36,36.1,6,6.8,5.0,-0.8,28,27,22,0,68,Matches
Juan Rodríguez,ar ARG,DF,28.0,15.6,587,714,82.2,12310,4760,151,177,85.3,343,384,89.3,89,135,65.9,0,0.2,0.2,-0.2,4,25,1,0,43,Matches
Diego Ortegoza,ar ARG,MF,25.0,8.8,235,304,77.3,4061,872,108,135,80.0,87,107,81.3,28,40,70.0,0,0.8,0.2,-0.8,8,16,3,0,26,Matches
Francisco Pizzini,ar ARG,FW,29.0,12.9,318,430,74.0,5048,1330,169,206,82.0,116,147,78.9,22,37,59.5,3,3.4,2.2,-0.4,16,23,13,0,44,Matches
Alan Franco,ec ECU,MF,24.0,11.5,348,414,84.1,5307,1225,183,199,92.0,131,152,86.2,19,33,57.6,1,0.5,0.3,0.5,6,19,4,1,28,Matches
Lucas Suárez,ar ARG,DF,27.0,11.0,399,518,77.0,8123,3281,127,158,80.4,200,235,85.1,65,109,59.6,0,0.0,0.1,0.0,1,22,1,0,35,Matches
Nicolás Pasquini,ar ARG,DF,32.0,6.7,215,293,73.4,3564,1630,106,128,82.8,93,127,73.2,14,27,51.9,0,0.0,0.1,0.0,1,24,2,1,23,Matches
Valentín Depietri,ar ARG,"FW,MF",22.0,5.8,155,217,71.4,2435,550,89,105,84.8,51,76,67.1,13,19,68.4,0,0.9,0.8,-0.9,11,12,6,0,22,Matches
Nahuel Bustos,ar ARG,"FW,MF",24.0,8.1,144,201,71.6,2227,333,73,98,74.5,50,58,86.2,11,19,57.9,0,0.4,0.3,-0.4,9,15,4,0,14,Matches
Christian Oliva,uy URU,MF,26.0,4.9,221,263,84.0,4098,1133,94,104,90.4,94,106,88.7,28,39,71.8,0,0.4,0.7,-0.4,9,18,2,0,19,Matches
Tiago Palacios,ar ARG,DF,19.0,1.9,65,82,79.3,1443,682,19,24,79.2,29,32,90.6,14,21,66.7,0,0.0,0.0,0.0,0,4,0,0,2,Matches
Julio Buffarini,ar ARG,DF,34.0,1.7,31,49,63.3,513,190,16,22,72.7,14,20,70.0,1,4,25.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Maximiliano Álvez,ar ARG,FW,19.0,2.0,50,74,67.6,735,274,24,27,88.9,23,31,74.2,1,8,12.5,0,0.1,0.1,-0.1,3,2,6,3,8,Matches
Tomás Olmos,ar ARG,DF,18.0,1.0,17,28,60.7,300,202,6,7,85.7,9,12,75.0,2,8,25.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Ángelo Martino,ar ARG,DF,24.0,0.7,21,34,61.8,346,172,10,12,83.3,7,9,77.8,3,8,37.5,0,0.0,0.0,0.0,1,3,0,0,4,Matches
José Romero,ar ARG,"FW,MF",19.0,1.9,18,32,56.3,265,127,10,17,58.8,7,9,77.8,1,4,25.0,1,0.8,0.4,0.2,5,3,3,0,6,Matches
Diego Barrera,ar ARG,FW,18.0,1.4,16,28,57.1,211,80,9,11,81.8,6,8,75.0,0,4,0.0,0,0.0,0.2,0.0,0,0,2,1,3,Matches
Luis Sequeira,ar ARG,"MF,DF",20.0,1.2,50,68,73.5,838,299,23,27,85.2,20,28,71.4,4,9,44.4,0,0.0,0.2,0.0,0,6,1,0,11,Matches
Fabio Álvarez,ar ARG,"MF,FW",30.0,0.7,50,61,82.0,858,297,18,22,81.8,27,31,87.1,3,4,75.0,0,0.0,0.1,0.0,1,12,1,0,14,Matches
Vicente Fernández,cl CHI,"MF,FW",23.0,0.5,23,35,65.7,289,91,16,17,94.1,6,8,75.0,0,6,0.0,0,0.0,0.0,0.0,1,1,0,0,2,Matches
David Zalazar,ar ARG,MF,20.0,0.2,3,8,37.5,81,29,0,0,,0,0,,2,5,40.0,0,0.2,0.3,-0.2,1,1,1,1,0,Matches
Federico Girotti,ar ARG,DF,23.0,0.1,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Matias Gomez,ar ARG,"MF,FW",17.0,0.0,1,3,33.3,41,2,0,1,0.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,26.7,27.0,8774,11685,75.1,170619,68477,3557,4236,84.0,3693,4476,82.5,1322,2339,56.5,32,35.0,25.0,-3.0,269,765,194,26,1010,
Opponent Total,,,27.1,27.0,8389,11344,74.0,155217,63795,3603,4264,84.5,3558,4319,82.4,1014,2067,49.1,15,20.0,17.5,-5.0,200,723,145,51,933,
