Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Guido Herrera,ar ARG,GK,30.0,27.0,2,1,2,0,0,2,3,66.7,1,0,0,0,1,3,11,0,Matches
Gastón Benavídez,ar ARG,DF,27.0,26.0,63,45,39,19,5,36,69,52.2,33,35,8,27,26,89,67,0,Matches
Matías Catalán,cl CHI,DF,30.0,25.2,23,17,15,7,1,10,16,62.5,6,22,9,13,27,50,118,0,Matches
Rodrigo Villagra,ar ARG,MF,21.0,24.8,51,32,19,31,1,19,49,38.8,30,22,4,18,26,77,20,0,Matches
Rodrigo Garro,ar ARG,MF,25.0,23.1,27,17,7,16,4,11,45,24.4,34,19,0,19,15,42,5,0,Matches
Michael Santos,uy URU,FW,29.0,20.4,7,2,0,4,3,1,12,8.3,11,12,0,12,3,10,5,0,Matches
Ramón Sosa,py PAR,FW,23.0,16.7,10,6,3,6,1,4,15,26.7,11,17,1,16,5,15,4,0,Matches
Juan Portillo,ar ARG,DF,22.0,15.8,40,25,21,19,0,24,36,66.7,12,24,4,20,16,56,47,0,Matches
Diego Valoyes,co COL,FW,26.0,17.9,33,24,13,18,2,10,28,35.7,18,28,4,24,10,43,23,0,Matches
Juan Rodríguez,ar ARG,DF,28.0,15.6,31,21,19,10,2,14,27,51.9,13,27,17,10,21,52,86,0,Matches
Diego Ortegoza,ar ARG,MF,25.0,8.8,23,16,8,13,2,9,29,31.0,20,13,3,10,6,29,14,0,Matches
Francisco Pizzini,ar ARG,FW,29.0,12.9,30,21,11,14,5,16,41,39.0,25,23,4,19,12,42,17,0,Matches
Alan Franco,ec ECU,MF,24.0,11.5,20,9,2,15,3,8,19,42.1,11,19,5,14,8,28,18,0,Matches
Lucas Suárez,ar ARG,DF,27.0,11.0,24,17,20,4,0,19,24,79.2,5,11,4,7,17,41,50,0,Matches
Nicolás Pasquini,ar ARG,DF,32.0,6.7,9,8,5,4,0,3,8,37.5,5,6,0,6,6,15,13,0,Matches
Valentín Depietri,ar ARG,"FW,MF",22.0,5.8,8,4,3,4,1,4,17,23.5,13,4,0,4,2,10,0,0,Matches
Nahuel Bustos,ar ARG,"FW,MF",24.0,8.1,2,2,0,2,0,1,4,25.0,3,4,1,3,0,2,0,0,Matches
Christian Oliva,uy URU,MF,26.0,4.9,9,6,3,4,2,6,13,46.2,7,6,0,6,8,17,9,0,Matches
Tiago Palacios,ar ARG,DF,19.0,1.9,2,1,2,0,0,1,3,33.3,2,2,1,1,2,4,9,0,Matches
Julio Buffarini,ar ARG,DF,34.0,1.7,2,1,1,1,0,1,3,33.3,2,3,0,3,6,8,3,0,Matches
Maximiliano Álvez,ar ARG,FW,19.0,2.0,3,1,2,1,0,0,2,0.0,2,1,1,0,0,3,2,0,Matches
Tomás Olmos,ar ARG,DF,18.0,1.0,3,1,3,0,0,2,2,100.0,0,1,0,1,2,5,7,0,Matches
Ángelo Martino,ar ARG,DF,24.0,0.7,1,1,1,0,0,1,1,100.0,0,1,0,1,3,4,2,0,Matches
José Romero,ar ARG,"FW,MF",19.0,1.9,1,0,0,0,1,1,2,50.0,1,2,0,2,0,1,2,0,Matches
Diego Barrera,ar ARG,FW,18.0,1.4,6,4,2,3,1,3,5,60.0,2,5,0,5,1,7,1,0,Matches
Luis Sequeira,ar ARG,"MF,DF",20.0,1.2,4,3,2,2,0,1,2,50.0,1,1,0,1,2,6,1,0,Matches
Fabio Álvarez,ar ARG,"MF,FW",30.0,0.7,3,2,1,2,0,0,1,0.0,1,0,0,0,1,4,0,0,Matches
Vicente Fernández,cl CHI,"MF,FW",23.0,0.5,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,1,0,Matches
David Zalazar,ar ARG,MF,20.0,0.2,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Federico Girotti,ar ARG,DF,23.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Matias Gomez,ar ARG,"MF,FW",17.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,26.7,27.0,439,288,204,201,34,208,478,43.5,270,310,66,244,227,666,535,0,
Opponent Total,,,27.1,27.0,469,303,236,200,33,259,592,43.8,333,281,78,203,285,754,416,7,
