Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Guido Herrera,ar ARG,GK,30.0,27,2430.0,90.0,100.0,27.0,27,90.0,27,0,,0,1.85,42.0,23.0,19.0,0.7,,43.2,27.5,15.8,0.58,,Matches
Gastón Benavídez,ar ARG,DF,27.0,26,2340.0,90.0,96.3,26.0,26,90.0,26,0,,0,1.88,41.0,22.0,19.0,0.73,0.73,42.9,25.4,17.5,0.67,2.41,Matches
Matías Catalán,cl CHI,DF,30.0,26,2272.0,87.0,93.5,25.2,26,87.0,25,0,,0,1.92,40.0,21.0,19.0,0.75,0.75,40.6,25.7,14.9,0.59,0.07,Matches
Rodrigo Villagra,ar ARG,MF,21.0,26,2234.0,86.0,91.9,24.8,26,86.0,20,0,,0,1.88,41.0,21.0,20.0,0.81,1.26,41.0,23.5,17.5,0.7,1.48,Matches
Rodrigo Garro,ar ARG,MF,25.0,27,2079.0,77.0,85.6,23.1,26,79.0,5,1,37.0,0,1.85,39.0,19.0,20.0,0.87,1.12,37.6,23.4,14.2,0.61,0.21,Matches
Michael Santos,uy URU,FW,29.0,24,1832.0,76.0,75.4,20.4,24,76.0,7,0,,0,1.88,30.0,15.0,15.0,0.74,0.13,33.4,20.3,13.1,0.64,0.24,Matches
Ramón Sosa,py PAR,FW,23.0,22,1500.0,68.0,61.7,16.7,20,72.0,4,2,34.0,0,2.14,33.0,12.0,21.0,1.26,1.45,30.9,15.2,15.7,0.94,0.94,Matches
Juan Portillo,ar ARG,DF,22.0,19,1424.0,75.0,58.6,15.8,17,81.0,12,2,23.0,0,1.95,23.0,12.0,11.0,0.7,-0.02,27.4,15.3,12.1,0.76,0.43,Matches
Diego Valoyes,co COL,FW,26.0,23,1608.0,70.0,66.2,17.9,16,86.0,12,7,34.0,2,2.0,30.0,16.0,14.0,0.78,0.24,31.0,18.7,12.4,0.69,0.32,Matches
Juan Rodríguez,ar ARG,DF,28.0,16,1407.0,88.0,57.9,15.6,16,88.0,15,0,,4,1.75,22.0,14.0,8.0,0.51,-0.46,22.7,15.3,7.4,0.48,-0.26,Matches
Diego Ortegoza,ar ARG,MF,25.0,15,792.0,53.0,32.6,8.8,14,56.0,0,1,2.0,11,2.07,10.0,4.0,6.0,0.68,-0.03,13.0,9.0,3.9,0.45,-0.2,Matches
Francisco Pizzini,ar ARG,FW,29.0,22,1162.0,53.0,47.8,12.9,12,72.0,3,10,29.0,4,1.77,16.0,10.0,6.0,0.46,-0.46,17.5,14.0,3.5,0.27,-0.59,Matches
Alan Franco,ec ECU,MF,24.0,19,1038.0,55.0,42.7,11.5,11,71.0,3,8,32.0,1,2.05,20.0,15.0,5.0,0.43,-0.47,17.4,13.2,4.2,0.37,-0.38,Matches
Lucas Suárez,ar ARG,DF,27.0,13,994.0,76.0,40.9,11.0,10,87.0,9,3,41.0,4,1.92,22.0,10.0,12.0,1.09,0.65,21.0,12.3,8.7,0.79,0.34,Matches
Nicolás Pasquini,ar ARG,DF,32.0,8,599.0,75.0,24.7,6.7,7,79.0,4,1,45.0,4,1.88,14.0,6.0,8.0,1.2,0.66,11.9,5.9,6.0,0.9,0.42,Matches
Valentín Depietri,ar ARG,"FW,MF",22.0,16,526.0,33.0,21.6,5.8,6,51.0,0,10,22.0,5,1.81,8.0,6.0,2.0,0.34,-0.46,7.9,6.3,1.6,0.27,-0.4,Matches
Nahuel Bustos,ar ARG,"FW,MF",24.0,21,732.0,35.0,30.1,8.1,4,69.0,0,17,27.0,1,2.05,14.0,8.0,6.0,0.74,0.05,12.6,7.9,4.7,0.57,-0.02,Matches
Christian Oliva,uy URU,MF,26.0,16,437.0,27.0,18.0,4.9,2,82.0,1,14,20.0,7,2.13,7.0,6.0,1.0,0.21,-0.61,8.0,6.5,1.5,0.31,-0.33,Matches
Tiago Palacios,ar ARG,DF,19.0,4,174.0,44.0,7.2,1.9,2,73.0,1,2,14.0,14,2.0,1.0,1.0,0.0,0.0,-0.76,2.0,2.6,-0.6,-0.29,-0.94,Matches
Julio Buffarini,ar ARG,DF,34.0,2,149.0,75.0,6.1,1.7,2,75.0,1,0,,15,0.5,1.0,2.0,-1.0,-0.6,-1.39,0.8,2.4,-1.6,-0.95,-1.64,Matches
Maximiliano Álvez,ar ARG,FW,19.0,8,177.0,22.0,7.3,2.0,1,45.0,0,7,19.0,12,1.63,0.0,2.0,-2.0,-1.02,-1.86,3.0,2.4,0.6,0.31,-0.29,Matches
Tomás Olmos,ar ARG,DF,18.0,1,90.0,90.0,3.7,1.0,1,90.0,1,0,,16,1.0,1.0,1.0,0.0,0.0,-0.73,0.4,2.1,-1.7,-1.73,-2.41,Matches
Ángelo Martino,ar ARG,DF,24.0,1,67.0,67.0,2.8,0.7,1,67.0,0,0,,0,0.0,0.0,1.0,-1.0,-1.34,-2.11,0.2,0.8,-0.6,-0.83,-1.46,Matches
José Romero,ar ARG,"FW,MF",19.0,9,169.0,19.0,7.0,1.9,0,,0,9,19.0,10,1.22,4.0,0.0,4.0,2.13,1.53,4.1,1.7,2.4,1.29,0.76,Matches
Diego Barrera,ar ARG,FW,18.0,7,129.0,18.0,5.3,1.4,0,,0,7,18.0,13,1.14,1.0,1.0,0.0,0.0,-0.74,1.5,0.6,1.0,0.67,0.09,Matches
Luis Sequeira,ar ARG,"MF,DF",20.0,6,110.0,18.0,4.5,1.2,0,,0,6,18.0,8,0.67,1.0,1.0,0.0,0.0,-0.74,1.1,0.9,0.2,0.14,-0.46,Matches
Fabio Álvarez,ar ARG,"MF,FW",30.0,6,67.0,11.0,2.8,0.7,0,,0,6,11.0,17,1.33,0.0,0.0,0.0,0.0,-0.72,1.1,1.2,-0.1,-0.13,-0.74,Matches
Vicente Fernández,cl CHI,"MF,FW",23.0,2,42.0,21.0,1.7,0.5,0,,0,2,21.0,2,1.5,0.0,2.0,-2.0,-4.29,-5.08,0.1,0.8,-0.6,-1.37,-1.99,Matches
David Zalazar,ar ARG,MF,20.0,1,16.0,16.0,0.7,0.2,0,,0,1,16.0,1,0.0,0.0,0.0,0.0,0.0,-0.71,0.3,0.0,0.3,1.88,1.3,Matches
Federico Girotti,ar ARG,DF,23.0,1,5.0,5.0,0.2,0.1,0,,0,1,5.0,1,0.0,0.0,0.0,0.0,0.0,-0.71,0.1,0.3,-0.1,-2.65,-3.24,Matches
Matias Gomez,ar ARG,"MF,FW",17.0,2,3.0,2.0,0.1,0.0,0,,0,2,2.0,4,2.0,0.0,0.0,0.0,0.0,-0.7,0.1,0.1,0.0,-0.29,-0.87,Matches
Alan Aguerre,ar ARG,GK,32.0,0,,,,,0,,0,0,,27,,,,,,,,,,,,Matches
Luciano Arnijas,ar ARG,MF,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Santiago Fernández,ar ARG,DF,17.0,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Maximiliano Gay,ar ARG,FW,19.0,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Francisco Gualtieri,ar ARG,GK,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Tomás Kummer,ar ARG,DF,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Laureano Martínez,ar ARG,GK,20.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Daniel Ribera,bo BOL,FW,17.0,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Franco Saavedra,ar ARG,MF,19.0,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
