Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Gastón Lodico,ar ARG,MF,24.0,25.9,1831.0,30.0,298.0,1068.0,504.0,32.0,1830.0,72.0,37.0,51.4,25.0,34.7,1027.0,5296.0,2860.0,58.0,53.0,3.0,40.0,20.0,1117.0,62.0,Matches
Fernando Alarcón,ar ARG,DF,28.0,26.0,1293.0,166.0,686.0,546.0,73.0,34.0,1293.0,6.0,5.0,83.3,1.0,16.7,523.0,2598.0,1593.0,16.0,7.0,0.0,12.0,1.0,556.0,6.0,Matches
Adrián Martínez,ar ARG,FW,30.0,25.3,872.0,25.0,49.0,362.0,470.0,132.0,871.0,30.0,14.0,46.7,14.0,46.7,457.0,1909.0,767.0,29.0,17.0,10.0,84.0,28.0,618.0,156.0,Matches
Sebastián Corda,ar ARG,DF,27.0,22.4,1241.0,76.0,425.0,535.0,299.0,16.0,1241.0,44.0,22.0,50.0,20.0,45.5,533.0,2593.0,1511.0,43.0,26.0,5.0,24.0,5.0,573.0,89.0,Matches
Gabriel Graciani,ar ARG,"MF,FW",29.0,19.6,959.0,33.0,146.0,454.0,375.0,70.0,959.0,64.0,28.0,43.8,32.0,50.0,479.0,2988.0,1346.0,41.0,40.0,8.0,49.0,28.0,603.0,144.0,Matches
Santiago Rodriguez,ar ARG,"FW,MF",25.0,19.2,897.0,2.0,46.0,364.0,505.0,46.0,897.0,81.0,35.0,43.2,38.0,46.9,545.0,3346.0,1311.0,40.0,38.0,9.0,54.0,39.0,636.0,146.0,Matches
Nicolás Linares,ar ARG,MF,26.0,17.9,816.0,45.0,237.0,485.0,103.0,9.0,816.0,20.0,17.0,85.0,2.0,10.0,385.0,1575.0,651.0,6.0,10.0,1.0,12.0,16.0,399.0,12.0,Matches
Leonel Mosevich,ar ARG,DF,25.0,17.6,785.0,75.0,457.0,309.0,23.0,13.0,785.0,4.0,4.0,100.0,0.0,0.0,366.0,1749.0,1023.0,2.0,5.0,2.0,5.0,3.0,376.0,1.0,Matches
Jorge Carranza,ar ARG,GK,41.0,16.9,515.0,425.0,509.0,6.0,0.0,0.0,515.0,1.0,1.0,100.0,0.0,0.0,260.0,1697.0,1041.0,1.0,0.0,0.0,0.0,0.0,141.0,0.0,Matches
Giuliano Cerato,ar ARG,DF,24.0,17.0,1152.0,51.0,351.0,477.0,330.0,9.0,1152.0,12.0,4.0,33.3,8.0,66.7,465.0,1938.0,936.0,25.0,21.0,3.0,24.0,7.0,515.0,77.0,Matches
Franco Watson,ar ARG,MF,23.0,13.4,,,,,,,,,,,,,,,,,,,,,,,Matches
Roberto Bochi,ar ARG,MF,33.0,12.5,728.0,28.0,168.0,481.0,86.0,5.0,728.0,7.0,4.0,57.1,3.0,42.9,313.0,1370.0,667.0,4.0,7.0,0.0,8.0,5.0,381.0,15.0,Matches
Brian Cuello,ar ARG,MF,25.0,13.0,,,,,,,,,,,,,,,,,,,,,,,Matches
Juan Franco Arrellaga,py PAR,DF,30.0,9.5,539.0,17.0,138.0,262.0,145.0,6.0,539.0,24.0,16.0,66.7,7.0,29.2,214.0,1157.0,595.0,16.0,19.0,2.0,8.0,2.0,216.0,26.0,Matches
Manuel Roffo,ar ARG,GK,22.0,10.1,348.0,266.0,345.0,4.0,0.0,0.0,348.0,0.0,0.0,,0.0,,198.0,1244.0,859.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,Matches
Ezequiel Parnisari,ar ARG,DF,32.0,8.3,299.0,42.0,170.0,121.0,11.0,8.0,299.0,1.0,0.0,0.0,0.0,0.0,125.0,910.0,554.0,7.0,3.0,0.0,3.0,1.0,120.0,0.0,Matches
Axel Rodríguez,ar ARG,FW,25.0,5.0,173.0,8.0,14.0,58.0,102.0,20.0,173.0,10.0,3.0,30.0,5.0,50.0,99.0,444.0,183.0,7.0,6.0,2.0,24.0,12.0,139.0,42.0,Matches
Jonathan Bay,ar ARG,DF,29.0,4.7,272.0,13.0,77.0,120.0,78.0,8.0,272.0,7.0,0.0,0.0,6.0,85.7,113.0,479.0,235.0,1.0,4.0,0.0,10.0,4.0,125.0,18.0,Matches
Joaquín Varela,uy URU,DF,24.0,2.6,101.0,23.0,63.0,33.0,6.0,4.0,101.0,1.0,1.0,100.0,0.0,0.0,30.0,140.0,65.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,Matches
Nicólas Watson,ar ARG,MF,24.0,1.3,88.0,5.0,17.0,48.0,23.0,3.0,88.0,3.0,1.0,33.3,2.0,66.7,33.0,178.0,56.0,2.0,1.0,0.0,2.0,0.0,42.0,1.0,Matches
