Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Gastón Lodico,ar ARG,MF,24.0,25.9,1,24,7,29.2,0.93,0.27,0.0,0.0,22.8,3.0,1,1,2.8,2.0,0.08,-1.8,-2.0,Matches
Fernando Alarcón,ar ARG,DF,28.0,26.0,0,20,2,10.0,0.77,0.08,0.0,0.0,12.0,0.0,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches
Adrián Martínez,ar ARG,FW,30.0,25.3,11,53,19,35.8,2.09,0.75,0.19,0.53,13.4,0.0,1,1,11.1,10.3,0.2,-0.1,-0.3,Matches
Sebastián Corda,ar ARG,DF,27.0,22.4,0,11,2,18.2,0.49,0.09,0.0,0.0,26.0,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Gabriel Graciani,ar ARG,"MF,FW",29.0,19.6,3,28,10,35.7,1.43,0.51,0.11,0.3,16.8,0.0,0,0,3.2,3.2,0.12,-0.2,-0.2,Matches
Santiago Rodriguez,ar ARG,"FW,MF",25.0,19.2,3,45,24,53.3,2.35,1.25,0.07,0.13,23.8,6.0,0,0,3.3,3.3,0.08,-0.3,-0.3,Matches
Nicolás Linares,ar ARG,MF,26.0,17.9,1,14,2,14.3,0.78,0.11,0.07,0.5,24.9,0.0,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Leonel Mosevich,ar ARG,DF,25.0,17.6,0,8,0,0.0,0.45,0.0,0.0,,14.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Jorge Carranza,ar ARG,GK,41.0,16.9,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Giuliano Cerato,ar ARG,DF,24.0,17.0,0,16,3,18.8,0.94,0.18,0.0,0.0,26.7,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Franco Watson,ar ARG,MF,23.0,13.4,0,28,7,25.0,2.08,0.52,0.0,0.0,,,0,0,,,,,,Matches
Roberto Bochi,ar ARG,MF,33.0,12.5,1,5,2,40.0,0.4,0.16,0.2,0.5,21.8,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Matches
Brian Cuello,ar ARG,MF,25.0,13.0,0,22,4,18.2,1.69,0.31,0.0,0.0,,,0,0,,,,,,Matches
Juan Franco Arrellaga,py PAR,DF,30.0,9.5,0,9,1,11.1,0.95,0.11,0.0,0.0,26.3,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Manuel Roffo,ar ARG,GK,22.0,10.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Ezequiel Parnisari,ar ARG,DF,32.0,8.3,1,2,1,50.0,0.24,0.12,0.5,1.0,8.2,0.0,0,0,0.1,0.1,0.07,0.9,0.9,Matches
Axel Rodríguez,ar ARG,FW,25.0,5.0,1,16,3,18.8,3.2,0.6,0.06,0.33,20.4,0.0,0,0,2.4,2.4,0.15,-1.4,-1.4,Matches
Jonathan Bay,ar ARG,DF,29.0,4.7,0,5,1,20.0,1.06,0.21,0.0,0.0,22.1,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Joaquín Varela,uy URU,DF,24.0,2.6,2,4,3,75.0,1.52,1.14,0.5,0.67,5.5,0.0,0,0,1.6,1.6,0.41,0.4,0.4,Matches
Nicólas Watson,ar ARG,MF,24.0,1.3,0,3,0,0.0,2.39,0.0,0.0,,19.1,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Lucas Albertengo,ar ARG,"FW,MF",32.0,2.4,0,8,1,12.5,3.27,0.41,0.0,0.0,18.0,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Garrido Bigolin,ar ARG,MF,25.0,2.4,0,2,0,0.0,0.84,0.0,0.0,,,,0,0,,,,,,Matches
Nicolás Barrientos,ar ARG,"MF,FW",27.0,1.2,0,1,1,100.0,0.83,0.83,0.0,0.0,15.1,0.0,0,0,0.6,0.6,0.55,-0.6,-0.6,Matches
Gregorio Rodríguez,ar ARG,"FW,MF",23.0,1.1,0,2,0,0.0,1.82,0.0,0.0,,19.3,0.0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
Leonardo Monje,ar ARG,MF,20.0,0.4,0,1,1,100.0,2.57,2.57,0.0,0.0,16.4,0.0,0,0,0.2,0.2,0.19,-0.2,-0.2,Matches
Jonathan Dellarossa,ar ARG,MF,23.0,0.1,0,1,0,0.0,10.0,0.0,0.0,,,,0,0,,,,,,Matches
Damián Puebla,ar ARG,FW,20.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,28.1,27.0,24,328,94,28.7,12.15,3.48,0.07,0.23,16.2,10.0,2,2,33.1,31.6,0.11,-9.1,-9.6,
Opponent Total,,,26.9,27.0,34,317,131,41.3,11.74,4.85,0.09,0.22,18.9,14.0,5,5,29.3,25.8,0.09,4.7,3.2,
