Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Gastón Lodico,ar ARG,MF,24.0,25.9,65.0,43,33.0,25.0,7.0,32.0,90.0,35.6,58.0,45.0,4.0,41.0,22,87.0,20.0,0.0,Matches
Fernando Alarcón,ar ARG,DF,28.0,26.0,47.0,29,31.0,15.0,1.0,30.0,45.0,66.7,15.0,30.0,14.0,16.0,27,74.0,140.0,1.0,Matches
Adrián Martínez,ar ARG,FW,30.0,25.3,22.0,14,1.0,17.0,4.0,7.0,26.0,26.9,19.0,19.0,5.0,14.0,1,23.0,24.0,0.0,Matches
Sebastián Corda,ar ARG,DF,27.0,22.4,47.0,32,32.0,13.0,2.0,27.0,49.0,55.1,22.0,20.0,5.0,15.0,27,74.0,53.0,1.0,Matches
Gabriel Graciani,ar ARG,"MF,FW",29.0,19.6,48.0,31,21.0,17.0,10.0,19.0,42.0,45.2,23.0,20.0,3.0,17.0,8,56.0,32.0,0.0,Matches
Santiago Rodriguez,ar ARG,"FW,MF",25.0,19.2,18.0,10,1.0,11.0,6.0,6.0,19.0,31.6,13.0,20.0,0.0,20.0,3,21.0,2.0,0.0,Matches
Nicolás Linares,ar ARG,MF,26.0,17.9,52.0,36,22.0,22.0,8.0,26.0,59.0,44.1,33.0,20.0,5.0,15.0,28,80.0,27.0,0.0,Matches
Leonel Mosevich,ar ARG,DF,25.0,17.6,30.0,17,18.0,12.0,0.0,21.0,33.0,63.6,12.0,13.0,5.0,8.0,30,60.0,65.0,0.0,Matches
Jorge Carranza,ar ARG,GK,41.0,16.9,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0,1.0,11.0,0.0,Matches
Giuliano Cerato,ar ARG,DF,24.0,17.0,29.0,18,15.0,10.0,4.0,13.0,41.0,31.7,28.0,20.0,5.0,15.0,17,46.0,44.0,0.0,Matches
Franco Watson,ar ARG,MF,23.0,13.4,,12,,,,,,,,,,,4,,,,Matches
Roberto Bochi,ar ARG,MF,33.0,12.5,29.0,17,7.0,19.0,3.0,15.0,28.0,53.6,13.0,19.0,3.0,16.0,17,46.0,18.0,0.0,Matches
Brian Cuello,ar ARG,MF,25.0,13.0,,15,,,,,,,,,,,9,,,,Matches
Juan Franco Arrellaga,py PAR,DF,30.0,9.5,14.0,12,6.0,6.0,2.0,4.0,6.0,66.7,2.0,8.0,2.0,6.0,17,31.0,18.0,0.0,Matches
Manuel Roffo,ar ARG,GK,22.0,10.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,3.0,0.0,Matches
Ezequiel Parnisari,ar ARG,DF,32.0,8.3,6.0,2,5.0,1.0,0.0,5.0,9.0,55.6,4.0,7.0,5.0,2.0,7,13.0,37.0,0.0,Matches
Axel Rodríguez,ar ARG,FW,25.0,5.0,3.0,1,1.0,2.0,0.0,2.0,4.0,50.0,2.0,3.0,1.0,2.0,0,3.0,6.0,0.0,Matches
Jonathan Bay,ar ARG,DF,29.0,4.7,12.0,5,7.0,4.0,1.0,8.0,12.0,66.7,4.0,5.0,1.0,4.0,7,19.0,9.0,1.0,Matches
Joaquín Varela,uy URU,DF,24.0,2.6,3.0,2,3.0,0.0,0.0,2.0,5.0,40.0,3.0,3.0,1.0,2.0,5,8.0,16.0,0.0,Matches
Nicólas Watson,ar ARG,MF,24.0,1.3,5.0,4,2.0,3.0,0.0,1.0,7.0,14.3,6.0,2.0,0.0,2.0,2,7.0,5.0,0.0,Matches
Lucas Albertengo,ar ARG,"FW,MF",32.0,2.4,7.0,5,3.0,3.0,1.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0,7.0,3.0,0.0,Matches
Garrido Bigolin,ar ARG,MF,25.0,2.4,,2,,,,,,,,,,,2,,,,Matches
Nicolás Barrientos,ar ARG,"MF,FW",27.0,1.2,2.0,2,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,Matches
Gregorio Rodríguez,ar ARG,"FW,MF",23.0,1.1,4.0,4,1.0,3.0,0.0,3.0,5.0,60.0,2.0,4.0,1.0,3.0,0,4.0,3.0,0.0,Matches
Leonardo Monje,ar ARG,MF,20.0,0.4,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1,2.0,0.0,0.0,Matches
Jonathan Dellarossa,ar ARG,MF,23.0,0.1,,0,,,,,,,,,,,0,,,,Matches
Damián Puebla,ar ARG,FW,20.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,28.1,27.0,445.0,314,211.0,185.0,49.0,224.0,489.0,45.8,265.0,260.0,61.0,199.0,234,679.0,536.0,3.0,
Opponent Total,,,26.9,27.0,426.0,285,225.0,167.0,34.0,213.0,461.0,46.2,248.0,332.0,83.0,249.0,255,681.0,586.0,3.0,
