Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Gastón Lodico,ar ARG,MF,24.0,27,2335.0,86.0,96.1,25.9,27,86.0,17,0,,0,1.19,23.0,32.0,-9.0,-0.35,1.55,30.2,27.4,2.8,0.11,-0.89,Matches
Fernando Alarcón,ar ARG,DF,28.0,26,2340.0,90.0,96.3,26.0,26,90.0,26,0,,0,1.19,24.0,35.0,-11.0,-0.42,-0.42,32.5,28.9,3.6,0.14,-0.12,Matches
Adrián Martínez,ar ARG,FW,30.0,26,2280.0,88.0,93.8,25.3,26,88.0,17,0,,0,1.12,22.0,33.0,-11.0,-0.43,-0.43,30.7,27.6,3.0,0.12,-0.38,Matches
Sebastián Corda,ar ARG,DF,27.0,24,2014.0,84.0,82.9,22.4,23,87.0,19,1,5.0,2,1.33,21.0,27.0,-6.0,-0.27,0.81,26.9,24.2,2.7,0.12,-0.14,Matches
Gabriel Graciani,ar ARG,"MF,FW",29.0,26,1764.0,68.0,72.6,19.6,23,73.0,5,3,28.0,0,1.23,16.0,23.0,-7.0,-0.36,0.18,23.2,18.1,5.1,0.26,0.42,Matches
Santiago Rodriguez,ar ARG,"FW,MF",25.0,27,1724.0,64.0,70.9,19.2,21,73.0,2,6,31.0,0,1.19,23.0,27.0,-4.0,-0.21,0.68,24.6,20.5,4.1,0.21,0.24,Matches
Nicolás Linares,ar ARG,MF,26.0,23,1607.0,70.0,66.1,17.9,19,80.0,13,4,21.0,1,1.09,15.0,24.0,-9.0,-0.5,-0.29,22.5,21.2,1.3,0.07,-0.21,Matches
Leonel Mosevich,ar ARG,DF,25.0,20,1587.0,79.0,65.3,17.6,19,83.0,17,1,5.0,4,1.0,13.0,21.0,-8.0,-0.45,-0.13,21.1,20.5,0.6,0.03,-0.32,Matches
Jorge Carranza,ar ARG,GK,41.0,17,1522.0,90.0,62.6,16.9,17,90.0,16,0,,8,1.18,14.0,20.0,-6.0,-0.35,0.14,21.8,18.2,3.6,0.21,0.18,Matches
Giuliano Cerato,ar ARG,DF,24.0,20,1532.0,77.0,63.0,17.0,16,89.0,15,4,26.0,6,1.15,18.0,26.0,-8.0,-0.47,-0.17,22.1,18.4,3.7,0.22,0.2,Matches
Franco Watson,ar ARG,MF,23.0,21,1209.0,58.0,49.8,13.4,16,71.0,1,5,16.0,6,1.29,10.0,14.0,-4.0,-0.3,0.22,,,,,,Matches
Roberto Bochi,ar ARG,MF,33.0,17,1126.0,66.0,46.3,12.5,13,83.0,9,4,12.0,3,1.18,9.0,16.0,-7.0,-0.56,-0.28,14.5,11.9,2.6,0.21,0.11,Matches
Brian Cuello,ar ARG,MF,25.0,24,1172.0,49.0,48.2,13.0,12,77.0,0,12,21.0,3,1.21,13.0,17.0,-4.0,-0.31,0.19,,,,,,Matches
Juan Franco Arrellaga,py PAR,DF,30.0,12,854.0,71.0,35.1,9.5,11,77.0,4,1,11.0,15,1.08,4.0,7.0,-3.0,-0.32,0.14,10.4,9.2,1.3,0.13,-0.01,Matches
Manuel Roffo,ar ARG,GK,22.0,11,905.0,82.0,37.2,10.1,10,90.0,10,1,5.0,16,1.09,10.0,15.0,-5.0,-0.5,-0.14,11.4,11.1,0.3,0.03,-0.18,Matches
Ezequiel Parnisari,ar ARG,DF,32.0,11,743.0,68.0,30.6,8.3,7,90.0,7,4,28.0,13,1.36,9.0,9.0,0.0,0.0,0.59,9.4,6.6,2.8,0.34,0.28,Matches
Axel Rodríguez,ar ARG,FW,25.0,16,450.0,28.0,18.5,5.0,4,70.0,1,12,14.0,5,1.13,5.0,9.0,-4.0,-0.8,-0.48,6.8,7.5,-0.7,-0.14,-0.35,Matches
Jonathan Bay,ar ARG,DF,29.0,8,425.0,53.0,17.5,4.7,4,86.0,1,4,20.0,17,1.0,2.0,7.0,-5.0,-1.06,-0.79,5.4,3.9,1.5,0.32,0.21,Matches
Joaquín Varela,uy URU,DF,24.0,6,237.0,40.0,9.8,2.6,2,90.0,2,4,14.0,19,1.33,4.0,7.0,-3.0,-1.14,-0.81,4.5,4.4,0.1,0.05,-0.1,Matches
Nicólas Watson,ar ARG,MF,24.0,7,113.0,16.0,4.7,1.3,1,60.0,0,6,9.0,18,1.57,1.0,2.0,-1.0,-0.8,-0.41,1.8,1.9,-0.1,-0.1,-0.26,Matches
