Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Gastón Lodico,ar ARG,MF,24.0,27,27,2335.0,25.9,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.8,2.0,3.3,5.3,58.0,199.0,62.0,0.04,0.08,0.12,0.0,0.08,0.11,0.13,0.23,0.08,0.2,Matches
Fernando Alarcón,ar ARG,DF,28.0,26,26,2340.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.7,1.7,0.6,2.3,16.0,77.0,6.0,0.0,0.04,0.04,0.0,0.04,0.06,0.02,0.09,0.06,0.09,Matches
Adrián Martínez,ar ARG,FW,30.0,26,26,2280.0,25.3,11.0,1.0,12.0,10.0,1.0,1.0,8.0,0.0,11.1,10.3,2.9,13.2,29.0,39.0,156.0,0.43,0.04,0.47,0.39,0.43,0.44,0.11,0.55,0.41,0.52,Matches
Sebastián Corda,ar ARG,DF,27.0,24,23,2014.0,22.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,1.5,1.8,43.0,87.0,89.0,0.0,0.04,0.04,0.0,0.04,0.01,0.07,0.08,0.01,0.08,Matches
Gabriel Graciani,ar ARG,"MF,FW",29.0,26,23,1764.0,19.6,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,3.2,3.2,3.3,6.5,41.0,75.0,144.0,0.15,0.2,0.36,0.15,0.36,0.17,0.17,0.33,0.17,0.33,Matches
Santiago Rodriguez,ar ARG,"FW,MF",25.0,27,21,1724.0,19.2,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,3.3,3.3,3.5,6.8,40.0,62.0,146.0,0.16,0.21,0.37,0.16,0.37,0.17,0.18,0.35,0.17,0.35,Matches
Nicolás Linares,ar ARG,MF,26.0,23,19,1607.0,17.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.5,0.5,0.1,0.6,6.0,54.0,12.0,0.06,0.0,0.06,0.06,0.06,0.03,0.0,0.03,0.03,0.03,Matches
Leonel Mosevich,ar ARG,DF,25.0,20,19,1587.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.4,0.4,0.2,0.6,2.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
Jorge Carranza,ar ARG,GK,41.0,17,17,1522.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giuliano Cerato,ar ARG,DF,24.0,20,16,1532.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.5,0.5,1.5,2.0,25.0,81.0,77.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches
