Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Cleiton Schwengber,br BRA,GK,25.0,33,2970.0,90.0,86.8,33.0,33,90.0,33,0,,1,1.59,39.0,29.0,10.0,0.3,-0.5,48.3,36.2,12.1,0.37,-0.26,Matches
Juninho Capixaba,br BRA,DF,25.0,34,2875.0,85.0,84.1,31.9,33,86.0,25,1,45.0,0,1.65,41.0,26.0,15.0,0.47,0.63,49.0,33.2,15.8,0.5,0.6,Matches
Lucas Evangelista,br BRA,MF,27.0,33,2722.0,82.0,79.6,30.2,32,84.0,24,1,45.0,0,1.76,44.0,22.0,22.0,0.73,1.76,48.2,32.4,15.9,0.53,0.61,Matches
Matheus Fernandes,br BRA,MF,24.0,33,2336.0,71.0,68.3,26.0,31,74.0,13,2,27.0,2,1.82,34.0,22.0,12.0,0.46,0.3,41.1,27.5,13.5,0.52,0.38,Matches
Eduardo Sasha,br BRA,"FW,MF",30.0,33,2229.0,68.0,65.2,24.8,31,70.0,7,2,32.0,0,1.64,33.0,22.0,11.0,0.44,0.22,37.2,26.9,10.2,0.41,0.04,Matches
Vitinho,br BRA,"FW,MF",23.0,33,2049.0,62.0,59.9,22.8,23,73.0,9,10,38.0,0,1.64,29.0,17.0,12.0,0.53,0.4,32.7,23.4,9.2,0.41,0.01,Matches
Jadsom,br BRA,MF,21.0,31,1896.0,61.0,55.4,21.1,22,74.0,10,9,31.0,0,1.65,25.0,24.0,1.0,0.05,-0.72,30.6,26.5,4.1,0.2,-0.45,Matches
Helinho,br BRA,FW,22.0,24,1384.0,58.0,40.5,15.4,20,62.0,0,4,36.0,2,1.5,18.0,15.0,3.0,0.2,-0.29,21.8,16.1,5.7,0.37,-0.05,Matches
Leonardo Realpe,ec ECU,DF,21.0,21,1680.0,80.0,49.1,18.7,19,85.0,16,2,32.0,5,1.67,23.0,15.0,8.0,0.43,0.12,27.1,20.5,6.5,0.35,-0.1,Matches
Leo Ortiz,br BRA,DF,27.0,20,1603.0,80.0,46.9,17.8,19,84.0,16,1,16.0,2,1.6,21.0,15.0,6.0,0.34,-0.06,28.7,20.8,7.9,0.44,0.08,Matches
José Hurtado,ec ECU,DF,21.0,25,1618.0,65.0,47.3,18.0,17,77.0,10,8,39.0,8,1.36,22.0,22.0,0.0,0.0,-0.7,28.5,19.2,9.3,0.52,0.22,Matches
Aderlan Silva,br BRA,DF,32.0,22,1421.0,65.0,41.5,15.8,17,75.0,11,5,28.0,12,1.77,22.0,13.0,9.0,0.57,0.34,22.5,20.4,2.1,0.13,-0.45,Matches
Eric Ramires,br BRA,MF,22.0,23,1376.0,60.0,40.2,15.3,17,68.0,5,6,38.0,2,1.7,21.0,15.0,6.0,0.39,0.04,21.9,17.1,4.9,0.32,-0.14,Matches
Luan Patrick,br BRA,DF,21.0,14,1113.0,80.0,32.5,12.4,12,86.0,11,2,39.0,11,1.93,16.0,10.0,6.0,0.49,0.17,19.1,12.2,6.9,0.56,0.24,Matches
Luan Cândido,br BRA,DF,21.0,22,1082.0,49.0,31.6,12.0,11,78.0,8,11,20.0,3,1.73,13.0,12.0,1.0,0.08,-0.42,16.9,15.9,1.1,0.09,-0.45,Matches
Eduardo Santos,br BRA,DF,25.0,13,1020.0,78.0,29.8,11.3,11,84.0,10,2,51.0,0,1.62,20.0,12.0,8.0,0.71,0.48,17.0,13.6,3.3,0.29,-0.15,Matches
Thiago Borbas,uy URU,FW,20.0,33,1428.0,43.0,41.8,15.9,10,75.0,4,23,30.0,2,1.58,19.0,16.0,3.0,0.19,-0.31,25.1,18.0,7.1,0.45,0.08,Matches
Henry Mosquera,co COL,"FW,MF",21.0,21,1061.0,51.0,31.0,11.8,10,64.0,2,11,38.0,1,1.38,19.0,13.0,6.0,0.51,0.2,20.0,13.9,6.1,0.52,0.17,Matches
Natan,br BRA,DF,21.0,10,836.0,84.0,24.4,9.3,9,85.0,8,1,71.0,0,1.2,11.0,12.0,-1.0,-0.11,-0.63,14.4,11.2,3.3,0.35,-0.06,Matches
Bruno,br BRA,"FW,MF",19.0,16,715.0,45.0,20.9,7.9,9,60.0,1,7,25.0,14,1.38,11.0,10.0,1.0,0.13,-0.31,13.3,8.2,5.2,0.65,0.32,Matches
Marcos Vinicios Sorriso,br BRA,"FW,DF",21.0,23,938.0,41.0,27.4,10.4,8,70.0,4,15,25.0,14,1.65,12.0,9.0,3.0,0.29,-0.11,16.7,10.7,6.0,0.58,0.25,Matches
Lucão,br BRA,GK,21.0,5,450.0,90.0,13.2,5.0,5,90.0,5,0,,24,1.6,10.0,8.0,2.0,0.4,0.04,9.5,6.4,3.1,0.63,0.26,Matches
Gustavinho,br BRA,"MF,FW",18.0,19,666.0,35.0,19.5,7.4,4,67.0,1,15,27.0,19,1.58,7.0,9.0,-2.0,-0.27,-0.79,7.9,10.1,-2.2,-0.3,-0.86,Matches
