Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Cleiton Schwengber,br BRA,GK,25.0,33.0,1033,705,323,79,0,9,0,0,0,0,0,0,705,5,0,Matches
Juninho Capixaba,br BRA,DF,25.0,31.9,2106,1723,378,83,3,26,100,286,8,4,3,0,1612,5,58,Matches
Lucas Evangelista,br BRA,MF,27.0,30.2,1515,1354,159,42,6,8,172,0,115,56,38,0,1152,2,26,Matches
Matheus Fernandes,br BRA,MF,24.0,26.0,1260,1224,34,24,4,4,11,7,0,0,0,0,1038,2,27,Matches
Eduardo Sasha,br BRA,"FW,MF",30.0,24.8,693,648,43,0,3,3,10,1,0,0,0,0,507,2,23,Matches
Vitinho,br BRA,"FW,MF",23.0,22.8,876,791,81,13,1,3,85,26,35,21,0,0,655,4,35,Matches
Jadsom,br BRA,MF,21.0,21.1,1128,1060,65,26,2,17,22,39,0,0,0,0,905,3,25,Matches
Helinho,br BRA,FW,22.0,15.4,780,673,105,24,6,13,120,12,69,45,6,1,531,2,37,Matches
Leonardo Realpe,ec ECU,DF,21.0,18.7,839,803,36,32,2,5,3,4,0,0,0,0,671,0,3,Matches
Leo Ortiz,br BRA,DF,27.0,17.8,1072,1008,63,56,4,16,5,4,0,0,0,0,896,1,2,Matches
José Hurtado,ec ECU,DF,21.0,18.0,993,770,221,13,1,0,88,207,1,0,0,0,745,2,18,Matches
Aderlan Silva,br BRA,DF,32.0,15.8,1021,811,207,20,1,7,57,186,0,0,0,0,792,3,23,Matches
Eric Ramires,br BRA,MF,22.0,15.3,695,679,16,7,0,7,18,9,0,0,0,0,572,0,21,Matches
Luan Patrick,br BRA,DF,21.0,12.4,612,583,26,26,0,10,1,0,0,0,0,0,516,3,3,Matches
Luan Cândido,br BRA,DF,21.0,12.0,610,530,78,10,0,5,14,68,0,0,0,0,482,2,11,Matches
Eduardo Santos,br BRA,DF,25.0,11.3,534,497,36,34,0,2,1,1,0,0,0,0,441,1,5,Matches
Thiago Borbas,uy URU,FW,20.0,15.9,353,346,7,1,1,1,15,1,0,0,0,0,233,0,9,Matches
Henry Mosquera,co COL,"FW,MF",21.0,11.8,363,355,6,0,1,2,32,2,3,0,0,0,267,2,10,Matches
Natan,br BRA,DF,21.0,9.3,393,365,28,26,0,8,2,2,0,0,0,0,306,0,2,Matches
Bruno,br BRA,"FW,MF",19.0,7.9,302,285,15,3,1,1,17,0,11,4,1,1,240,2,8,Matches
Marcos Vinicios Sorriso,br BRA,"FW,DF",21.0,10.4,457,387,66,18,0,1,102,8,39,23,15,0,293,4,28,Matches
Lucão,br BRA,GK,21.0,5.0,151,99,51,7,0,0,0,0,0,0,0,0,113,1,0,Matches
Gustavinho,br BRA,"MF,FW",18.0,7.4,298,285,12,2,1,1,11,4,0,0,0,0,225,1,8,Matches
Matheus Gonçalves,br BRA,"FW,MF",17.0,5.1,275,262,11,3,1,4,11,4,4,1,0,0,212,2,5,Matches
Alerrandro,br BRA,"FW,MF",23.0,4.5,70,64,5,0,0,0,1,1,0,0,0,0,55,1,1,Matches
Lucão,br BRA,DF,24.0,2.2,75,69,6,4,0,1,0,2,0,0,0,0,61,0,1,Matches
Guilherme,br BRA,"DF,MF",20.0,2.9,154,121,33,6,0,1,10,27,0,0,0,0,108,0,4,Matches
Ignacio Laquintana,uy URU,FW,23.0,2.0,73,72,1,1,0,1,6,0,0,0,0,0,44,0,4,Matches
Talisson,br BRA,FW,20.0,1.7,33,31,0,0,0,0,3,0,0,0,0,0,19,2,3,Matches
Raul,br BRA,"MF,DF",26.0,1.2,53,53,0,0,0,0,0,0,0,0,0,0,50,0,1,Matches
Yani Quintero,co COL,MF,20.0,1.1,53,53,0,0,0,0,0,0,0,0,0,0,44,0,1,Matches
Cipriano,br BRA,DF,20.0,0.8,29,28,1,1,0,0,0,0,0,0,0,0,26,0,0,Matches
Lucas Cunha,br BRA,DF,26.0,0.8,88,87,1,1,0,1,0,0,0,0,0,0,81,0,0,Matches
Nathan Camargo,br BRA,MF,17.0,0.1,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0,Matches
Bruno Praxedes,br BRA,MF,20.0,0.1,4,4,0,0,1,1,0,0,0,0,0,0,3,0,0,Matches
Squad Total,,,24.2,38.0,18997,16830,2115,563,39,158,917,901,285,154,63,2,14605,52,402,
Opponent Total,,,27.5,38.0,14630,12316,2215,628,48,134,545,906,193,64,91,1,10259,99,364,
