Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Cleiton Schwengber,br BRA,GK,25.0,33.0,0,2,0,0.0,0.06,0.0,0.0,,12.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Juninho Capixaba,br BRA,DF,25.0,31.9,2,51,21,41.2,1.6,0.66,0.04,0.1,20.2,2,0,0,2.9,2.9,0.06,-0.9,-0.9,Matches
Lucas Evangelista,br BRA,MF,27.0,30.2,1,67,13,19.4,2.22,0.43,0.01,0.08,21.2,4,0,0,3.7,3.7,0.06,-2.7,-2.7,Matches
Matheus Fernandes,br BRA,MF,24.0,26.0,1,24,6,25.0,0.92,0.23,0.04,0.17,28.0,0,0,0,0.8,0.8,0.03,0.2,0.2,Matches
Eduardo Sasha,br BRA,"FW,MF",30.0,24.8,11,62,23,37.1,2.5,0.93,0.13,0.35,16.2,0,3,3,11.4,9.0,0.15,-0.4,-1.0,Matches
Vitinho,br BRA,"FW,MF",23.0,22.8,2,67,20,29.9,2.94,0.88,0.03,0.1,18.9,0,0,0,3.8,3.8,0.06,-1.8,-1.8,Matches
Jadsom,br BRA,MF,21.0,21.1,1,23,6,26.1,1.09,0.28,0.04,0.17,27.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
Helinho,br BRA,FW,22.0,15.4,3,43,17,39.5,2.8,1.11,0.07,0.18,23.1,6,0,0,3.2,3.2,0.07,-0.2,-0.2,Matches
Leonardo Realpe,ec ECU,DF,21.0,18.7,0,5,1,20.0,0.27,0.05,0.0,0.0,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Leo Ortiz,br BRA,DF,27.0,17.8,2,14,6,42.9,0.79,0.34,0.14,0.33,10.7,0,0,0,1.9,1.9,0.14,0.1,0.1,Matches
José Hurtado,ec ECU,DF,21.0,18.0,0,7,2,28.6,0.39,0.11,0.0,0.0,26.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Aderlan Silva,br BRA,DF,32.0,15.8,0,12,1,8.3,0.76,0.06,0.0,0.0,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Eric Ramires,br BRA,MF,22.0,15.3,3,21,7,33.3,1.37,0.46,0.14,0.43,17.7,0,0,0,2.5,2.5,0.12,0.5,0.5,Matches
Luan Patrick,br BRA,DF,21.0,12.4,0,4,1,25.0,0.32,0.08,0.0,0.0,7.6,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches
Luan Cândido,br BRA,DF,21.0,12.0,1,29,12,41.4,2.41,1.0,0.03,0.08,20.6,6,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
Eduardo Santos,br BRA,DF,25.0,11.3,1,9,3,33.3,0.79,0.26,0.11,0.33,11.8,0,0,0,0.9,0.9,0.1,0.1,0.1,Matches
Thiago Borbas,uy URU,FW,20.0,15.9,9,55,26,47.3,3.47,1.64,0.16,0.35,13.8,1,0,0,9.2,9.2,0.17,-0.2,-0.2,Matches
Henry Mosquera,co COL,"FW,MF",21.0,11.8,2,28,7,25.0,2.38,0.59,0.07,0.29,20.6,0,0,0,1.9,1.9,0.07,0.1,0.1,Matches
Natan,br BRA,DF,21.0,9.3,0,5,1,20.0,0.54,0.11,0.0,0.0,11.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Bruno,br BRA,"FW,MF",19.0,7.9,2,21,6,28.6,2.64,0.76,0.1,0.33,17.1,3,0,0,2.7,2.7,0.13,-0.7,-0.7,Matches
Marcos Vinicios Sorriso,br BRA,"FW,DF",21.0,10.4,2,31,13,41.9,2.97,1.25,0.06,0.15,18.2,5,0,0,3.1,3.1,0.1,-1.1,-1.1,Matches
Lucão,br BRA,GK,21.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gustavinho,br BRA,"MF,FW",18.0,7.4,1,11,3,27.3,1.49,0.41,0.09,0.33,22.9,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
Matheus Gonçalves,br BRA,"FW,MF",17.0,5.1,0,16,2,12.5,3.12,0.39,0.0,0.0,19.0,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Alerrandro,br BRA,"FW,MF",23.0,4.5,1,13,3,23.1,2.89,0.67,0.08,0.33,14.3,0,0,0,3.1,3.1,0.24,-2.1,-2.1,Matches
Lucão,br BRA,DF,24.0,2.2,0,1,1,100.0,0.45,0.45,0.0,0.0,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Guilherme,br BRA,"DF,MF",20.0,2.9,0,3,1,33.3,1.03,0.34,0.0,0.0,28.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Ignacio Laquintana,uy URU,FW,23.0,2.0,0,4,2,50.0,1.97,0.98,0.0,0.0,26.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Talisson,br BRA,FW,20.0,1.7,3,6,4,66.7,3.58,2.38,0.5,0.75,15.9,0,0,0,1.3,1.3,0.22,1.7,1.7,Matches
Raul,br BRA,"MF,DF",26.0,1.2,0,1,0,0.0,0.84,0.0,0.0,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Yani Quintero,co COL,MF,20.0,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cipriano,br BRA,DF,20.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Cunha,br BRA,DF,26.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nathan Camargo,br BRA,MF,17.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bruno Praxedes,br BRA,MF,20.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,24.2,38.0,48,635,208,32.8,16.71,5.47,0.07,0.22,19.3,27,3,3,57.8,55.4,0.09,-9.8,-10.4,
Opponent Total,,,27.5,38.0,34,439,122,27.8,11.55,3.21,0.06,0.22,18.4,16,7,8,42.6,36.9,0.09,-8.6,-9.9,
