Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Cleiton Schwengber,br BRA,GK,25.0,33.0,705,1033,68.2,19760,14424,134,134,100.0,299,306,97.7,252,568,44.4,0,0.0,0.1,0.0,0,29,1,0,1,Matches
Juninho Capixaba,br BRA,DF,25.0,31.9,1612,2106,76.5,29240,12272,698,802,87.0,709,888,79.8,179,294,60.9,1,4.5,4.2,-3.5,57,183,42,14,231,Matches
Lucas Evangelista,br BRA,MF,27.0,30.2,1152,1515,76.0,17480,5681,662,769,86.1,343,434,79.0,95,200,47.5,6,7.1,7.4,-1.1,77,117,41,13,165,Matches
Matheus Fernandes,br BRA,MF,24.0,26.0,1038,1260,82.4,17497,4914,509,579,87.9,414,483,85.7,93,130,71.5,3,1.5,1.7,1.5,30,139,21,1,143,Matches
Eduardo Sasha,br BRA,"FW,MF",30.0,24.8,507,693,73.2,7709,1484,275,338,81.4,162,214,75.7,41,62,66.1,3,4.3,2.9,-1.3,43,47,20,1,82,Matches
Vitinho,br BRA,"FW,MF",23.0,22.8,655,876,74.8,9837,2365,381,434,87.8,214,274,78.1,40,88,45.5,2,3.0,3.5,-1.0,28,34,29,9,62,Matches
Jadsom,br BRA,MF,21.0,21.1,905,1128,80.2,16548,5319,394,449,87.8,398,458,86.9,103,165,62.4,0,1.0,1.1,-1.0,18,109,15,4,136,Matches
Helinho,br BRA,FW,22.0,15.4,531,780,68.1,8684,2376,298,348,85.6,166,236,70.3,55,132,41.7,2,3.9,3.9,-1.9,34,42,26,5,73,Matches
Leonardo Realpe,ec ECU,DF,21.0,18.7,671,839,80.0,13522,5352,186,213,87.3,409,457,89.5,69,151,45.7,0,0.1,0.2,-0.1,4,61,1,1,77,Matches
Leo Ortiz,br BRA,DF,27.0,17.8,896,1072,83.6,19560,9357,259,290,89.3,467,525,89.0,162,235,68.9,0,0.6,1.0,-0.6,10,136,13,1,142,Matches
José Hurtado,ec ECU,DF,21.0,18.0,745,993,75.0,11988,5052,386,450,85.8,303,396,76.5,44,98,44.9,0,1.1,1.6,-1.1,14,62,20,11,86,Matches
Aderlan Silva,br BRA,DF,32.0,15.8,792,1021,77.6,13487,5648,390,437,89.2,302,375,80.5,72,146,49.3,2,1.2,2.0,0.8,21,66,20,8,84,Matches
Eric Ramires,br BRA,MF,22.0,15.3,572,695,82.3,9242,2382,306,341,89.7,210,239,87.9,49,75,65.3,3,1.6,1.5,1.4,15,73,14,2,80,Matches
Luan Patrick,br BRA,DF,21.0,12.4,516,612,84.3,10912,3927,146,162,90.1,285,310,91.9,82,129,63.6,1,1.2,0.8,-0.2,5,39,1,1,42,Matches
Luan Cândido,br BRA,DF,21.0,12.0,482,610,79.0,8837,3097,195,235,83.0,241,288,83.7,40,63,63.5,1,1.2,0.9,-0.2,10,54,3,1,55,Matches
Eduardo Santos,br BRA,DF,25.0,11.3,441,534,82.6,8483,3161,148,164,90.2,237,266,89.1,48,84,57.1,0,0.0,0.1,0.0,1,29,2,0,38,Matches
Thiago Borbas,uy URU,FW,20.0,15.9,233,353,66.0,2738,534,159,205,77.6,47,77,61.0,5,16,31.3,2,1.1,1.4,0.9,17,11,14,1,25,Matches
Henry Mosquera,co COL,"FW,MF",21.0,11.8,267,363,73.6,3562,803,178,206,86.4,68,104,65.4,9,20,45.0,2,2.6,2.9,-0.6,24,13,15,4,31,Matches
Natan,br BRA,DF,21.0,9.3,306,393,77.9,6558,2465,81,96,84.4,178,207,86.0,45,83,54.2,0,0.0,0.1,0.0,0,26,0,0,34,Matches
Bruno,br BRA,"FW,MF",19.0,7.9,240,302,79.5,3691,945,138,155,89.0,74,93,79.6,18,29,62.1,1,0.6,0.8,0.4,16,24,10,2,36,Matches
Marcos Vinicios Sorriso,br BRA,"FW,DF",21.0,10.4,293,457,64.1,4344,1558,181,215,84.2,87,112,77.7,17,81,21.0,0,1.2,1.5,-1.2,16,27,8,2,34,Matches
Lucão,br BRA,GK,21.0,5.0,113,151,74.8,2571,1564,37,37,100.0,51,53,96.2,23,58,39.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Gustavinho,br BRA,"MF,FW",18.0,7.4,225,298,75.5,3364,899,133,158,84.2,70,87,80.5,17,35,48.6,0,0.4,0.3,-0.4,4,31,6,1,37,Matches
Matheus Gonçalves,br BRA,"FW,MF",17.0,5.1,212,275,77.1,3083,833,124,142,87.3,63,81,77.8,14,30,46.7,1,0.9,0.9,0.1,14,17,12,3,22,Matches
Alerrandro,br BRA,"FW,MF",23.0,4.5,55,70,78.6,779,133,32,39,82.1,16,17,94.1,4,6,66.7,0,0.2,0.1,-0.2,2,3,0,0,9,Matches
Lucão,br BRA,DF,24.0,2.2,61,75,81.3,1342,417,14,18,77.8,36,37,97.3,11,17,64.7,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Guilherme,br BRA,"DF,MF",20.0,2.9,108,154,70.1,1660,791,60,70,85.7,39,60,65.0,6,13,46.2,0,0.0,0.1,0.0,1,9,3,1,11,Matches
Ignacio Laquintana,uy URU,FW,23.0,2.0,44,73,60.3,543,137,27,34,79.4,11,18,61.1,2,7,28.6,0,0.0,0.1,0.0,1,1,1,1,2,Matches
Talisson,br BRA,FW,20.0,1.7,19,33,57.6,185,77,17,23,73.9,1,1,100.0,0,4,0.0,0,0.0,0.0,0.0,0,3,1,0,5,Matches
Raul,br BRA,"MF,DF",26.0,1.2,50,53,94.3,803,260,19,20,95.0,26,27,96.3,2,2,100.0,0,0.0,0.0,0.0,1,4,0,0,6,Matches
Yani Quintero,co COL,MF,20.0,1.1,44,53,83.0,857,186,16,17,94.1,17,20,85.0,9,12,75.0,0,0.0,0.0,0.0,0,4,1,0,7,Matches
Cipriano,br BRA,DF,20.0,0.8,26,29,89.7,642,226,5,6,83.3,11,13,84.6,10,10,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Lucas Cunha,br BRA,DF,26.0,0.8,81,88,92.0,1641,638,26,27,96.3,43,46,93.5,12,15,80.0,0,0.0,0.0,0.0,1,14,0,0,8,Matches
Nathan Camargo,br BRA,MF,17.0,0.1,5,6,83.3,95,25,1,1,100.0,4,4,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,0,1,0,1,Matches
Bruno Praxedes,br BRA,MF,20.0,0.1,3,4,75.0,74,0,2,2,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,,,24.2,38.0,14605,18997,76.9,261318,99302,6617,7616,86.9,6001,7207,83.3,1629,3060,53.2,30,39.1,40.9,-9.1,465,1410,341,87,1766,
Opponent Total,,,27.5,38.0,10259,14630,70.1,194645,82358,4365,5322,82.0,4245,5442,78.0,1399,2879,48.6,20,27.8,24.2,-7.8,324,770,198,48,986,
