Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Tadeu,br BRA,GK,30.0,35,35,3150.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,Matches
Maguinho,br BRA,DF,30.0,34,34,2857.0,31.7,2.0,0.0,2.0,2.0,0.0,0.0,11.0,2.0,2.2,2.2,1.2,3.5,59.0,74.0,138.0,0.06,0.0,0.06,0.06,0.06,0.07,0.04,0.11,0.07,0.11,Matches
Bruno Melo,br BRA,DF,30.0,33,32,2891.0,32.1,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,2.5,2.5,0.3,2.8,8.0,92.0,10.0,0.06,0.03,0.09,0.06,0.09,0.08,0.01,0.09,0.08,0.09,Matches
Everton Morelli,br BRA,MF,25.0,32,30,2585.0,28.7,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,1.6,1.6,0.9,2.5,36.0,94.0,75.0,0.1,0.0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,Matches
Lucas Halter,br BRA,DF,22.0,30,30,2582.0,28.7,3.0,0.0,3.0,3.0,0.0,0.0,8.0,2.0,0.9,0.9,0.2,1.1,20.0,107.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,Matches
Willian,br BRA,MF,29.0,31,28,2193.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,0.6,1.5,6.0,68.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches
Guilherme,br BRA,MF,31.0,30,25,1851.0,20.6,6.0,6.0,12.0,2.0,4.0,4.0,7.0,1.0,5.6,2.4,3.2,5.6,21.0,103.0,87.0,0.29,0.29,0.58,0.1,0.39,0.27,0.15,0.42,0.12,0.27,Matches
Julián Palacios,ar ARG,"FW,MF",23.0,27,19,1632.0,18.1,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.4,1.4,2.9,4.3,49.0,98.0,116.0,0.06,0.06,0.11,0.06,0.11,0.08,0.16,0.24,0.08,0.24,Matches
Anderson,br BRA,"FW,MF",24.0,20,18,1291.0,14.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.3,2.0,44.0,39.0,106.0,0.0,0.14,0.14,0.0,0.14,0.05,0.09,0.14,0.05,0.14,Matches
Sander,br BRA,DF,32.0,21,17,1542.0,17.1,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.8,2.6,30.0,85.0,87.0,0.0,0.18,0.18,0.0,0.18,0.05,0.11,0.15,0.05,0.15,Matches
