Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Fabijan Buntić,hr CRO,GK,26-309,15,1350.0,90.0,100.0,15.0,15,90.0,15,0,,0,0.8,14.0,22.0,-8.0,-0.53,,16.2,18.7,-2.4,-0.16,,Matches
Anderson Jesus,br BRA,DF,28-303,15,1340.0,89.0,99.3,14.9,15,89.0,14,0,,0,0.8,13.0,22.0,-9.0,-0.6,-9.6,16.1,18.6,-2.5,-0.17,-0.77,Matches
Samuel Essende,fr FRA,FW,25-341,15,1318.0,88.0,97.6,14.6,15,88.0,11,0,,0,0.8,14.0,21.0,-7.0,-0.48,2.33,15.7,18.1,-2.4,-0.16,0.03,Matches
Samu,pt POR,"MF,FW",27-253,15,1312.0,87.0,97.2,14.6,15,87.0,10,0,,0,0.8,13.0,21.0,-8.0,-0.55,-0.55,15.7,17.4,-1.7,-0.11,1.69,Matches
Bruno Wilson,pt POR,DF,27-003,14,1259.0,90.0,93.3,14.0,14,90.0,13,0,,0,0.86,13.0,19.0,-6.0,-0.43,1.55,15.0,15.8,-0.8,-0.06,1.56,Matches
Tomás Costa Silva,pt POR,DF,24-076,14,1216.0,87.0,90.1,13.5,14,87.0,12,0,,0,0.86,13.0,18.0,-5.0,-0.37,1.64,15.5,16.1,-0.6,-0.05,1.15,Matches
Nuno Gonçalo Moreira,pt POR,"FW,MF",24-197,13,894.0,69.0,66.2,9.9,13,69.0,0,0,,0,0.77,7.0,16.0,-9.0,-0.91,-1.1,10.2,12.2,-2.0,-0.2,-0.1,Matches
Matías Lacava,ve VEN,"FW,MF",21-067,12,809.0,67.0,59.9,9.0,12,67.0,0,0,,0,0.92,5.0,12.0,-7.0,-0.78,-0.61,7.9,9.0,-1.1,-0.12,0.1,Matches
Matheus Pereira,br BRA,"DF,MF",23-009,13,955.0,73.0,70.7,10.6,11,82.0,6,2,25.0,1,0.62,7.0,17.0,-10.0,-0.94,-1.4,9.4,13.1,-3.7,-0.34,-0.62,Matches
Diogo Nascimento,pt POR,MF,21-058,15,920.0,61.0,68.1,10.2,9,83.0,3,6,28.0,0,0.8,12.0,14.0,-2.0,-0.2,1.06,12.0,13.5,-1.6,-0.15,0.03,Matches
João Escoval,pt POR,DF,26-236,9,573.0,64.0,42.4,6.4,7,81.0,4,2,3.0,6,1.11,4.0,7.0,-3.0,-0.47,0.11,6.5,7.6,-1.2,-0.18,-0.03,Matches
Rafael Bustamante,co COL,MF,24-089,9,535.0,59.0,39.6,5.9,6,80.0,1,3,19.0,2,0.78,5.0,10.0,-5.0,-0.84,-0.51,6.3,7.5,-1.2,-0.2,-0.07,Matches
Pedro Ortiz,es ESP,MF,23-133,8,512.0,64.0,37.9,5.7,6,74.0,1,2,34.0,1,0.88,4.0,4.0,0.0,0.0,0.86,6.4,5.6,0.8,0.14,0.49,Matches
Aleksandar Busnić,rs SRB,"MF,FW",26-026,9,439.0,49.0,32.5,4.9,5,72.0,1,4,19.0,2,0.78,5.0,11.0,-6.0,-1.23,-1.03,4.1,8.1,-4.0,-0.82,-0.97,Matches
Alberto Soro,es ESP,"MF,FW",24-296,8,228.0,29.0,16.9,2.5,2,58.0,0,6,19.0,0,0.75,2.0,3.0,-1.0,-0.39,0.17,4.2,2.8,1.4,0.54,0.85,Matches
Alexis Méndez,us USA,"MF,FW",23-115,8,222.0,28.0,16.4,2.5,2,66.0,0,6,15.0,6,0.88,4.0,2.0,2.0,0.81,1.61,2.9,2.2,0.7,0.28,0.53,Matches
Kiko Bondoso,pt POR,"FW,MF",28-043,3,193.0,64.0,14.3,2.1,2,90.0,1,1,14.0,0,0.33,4.0,4.0,0.0,0.0,0.62,3.2,2.7,0.5,0.24,0.46,Matches
Orest Lebedenko,ua UKR,DF,25-098,7,187.0,27.0,13.9,2.1,1,90.0,1,6,16.0,3,1.29,4.0,5.0,-1.0,-0.48,0.06,2.9,4.7,-1.8,-0.89,-0.84,Matches
Hugo Oliveira,pt POR,"MF,DF",21-323,4,135.0,34.0,10.0,1.5,1,86.0,0,3,16.0,6,0.25,1.0,5.0,-4.0,-2.67,-2.37,0.7,2.7,-2.0,-1.36,-1.33,Matches
Dylan Saint-Louis,cg CGO,"FW,MF",28-248,12,193.0,16.0,14.3,2.1,0,,0,12,16.0,1,0.75,5.0,3.0,2.0,0.93,1.71,4.8,3.3,1.5,0.69,1.0,Matches
Jardel,gw GNB,"FW,MF",26-101,11,160.0,15.0,11.9,1.8,0,,0,11,15.0,1,0.64,3.0,4.0,-1.0,-0.56,-0.03,2.0,3.9,-2.0,-1.11,-1.08,Matches
Iker Unzueta,es ESP,FW,25-148,2,26.0,13.0,1.9,0.3,0,,0,2,13.0,6,0.5,1.0,0.0,1.0,3.46,4.07,0.4,0.0,0.4,1.23,1.41,Matches
Osama Rashid,iq IRQ,"MF,FW",31-351,5,22.0,4.0,1.6,0.2,0,,0,5,4.0,8,1.0,0.0,1.0,-1.0,-4.09,-3.62,0.2,0.5,-0.3,-1.19,-1.04,Matches
Joaquín Ariel Novillo,ar ARG,DF,25-314,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
Rodrigo Ramos,pt POR,MF,19-316,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Francesco Ruberto,ch SUI,GK,30-286,0,,,,,0,,0,0,,15,,,,,,,,,,,,Matches
Squad Total,,,25.4,15,1350.0,90.0,100.0,15.0,165,82.0,93,71,17.0,64,0.8,14.0,22.0,-8.0,-0.53,,16.2,18.7,-2.4,-0.16,,
Opponent Total,,,26.9,15,1350.0,90.0,100.0,15.0,165,82.0,93,72,19.0,63,1.8,22.0,14.0,8.0,0.53,,18.7,16.2,2.4,0.16,,
